# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  658   189.2865833   62.3671667   37901      189.286788   62.367351   4.051    -1.0     8.7490003E10    45.04      45.04      840.2      103.8      9.603      8.097    1          24.388608344945954   24.297973804154466   6.376122643759258E-7    6.931232681742979E-7   
  659   189.2905417   62.3673889   37905      189.290526   62.367306   4.056    -1.0     2.64199995E11   88.08      88.08      839.0      169.7      3.175      4.945    1          26.14114287245733    25.909665758405612   1.2692373716282007E-7   1.5708463117505558E-7  
  661   189.2207794   62.3671074   -99        -99          -99         1.36     0.212    2.30099994E9    1.449      1.449      8.196      14.64      3.562      0.56     0          -99                  -99                  -99                     -99                    
  664   189.3692932   62.3670883   -99        -99          -99         2.37     0.303    8.7489997E9     5.129      5.129      26.31      27.52      3.007      0.956    1          -99                  -99                  -99                     -99                    
  669   189.3904724   62.3668671   -99        -99          -99         1.142    -1.0     1.70599997E10   3.824      3.824      45.47      4.466      2.665      10.18    0          -99                  -99                  -99                     -99                    
  672   189.3344116   62.3666763   37813      189.334417   62.366672   0.9452   -1.0     1.12699998E11   0.1566     0.1566     5.291      1.495      0.04694    3.54     1          26.23322680335399    26.160764890286572   1.1660288037707456E-7   1.246505054617167E-7   
  689   189.4340057   62.3663406   -99        -99          -99         0.713    -1.0     6.0530002E9     0.2468     0.2468     3.42       3.317      0.565      1.031    0          -99                  -99                  -99                     -99                    
  692   189.3514557   62.3660202   37587      189.351468   62.366039   0.281    -1.0     1.95899998E11   0.3014     0.3014     2.733      0.1308     0.01395    20.9     1          22.505195716708926   22.463362693883894   3.613447201663842E-6    3.75538893640737E-6    
  697   189.2570953   62.3653221   -99        -99          -99         2.172    0.0      5.9150003E8     26.1       7.45       73.1       34.51      123.6      2.118    1          -99                  -99                  -99                     -99                    
  702   189.2340546   62.366127    -99        -99          -99         2.22     0.29     3.104E9         7.694      7.694      26.25      18.85      8.456      1.823    1          -99                  -99                  -99                     -99                    
  710   189.3928223   62.3654709   -99        -99          -99         0.9352   0.1698   1.294E9         0.4503     0.4503     2.372      2.372      1.833      0.0      0          -99                  -99                  -99                     -99                    
  713   189.2927246   62.3653564   37812      189.292723   62.365355   0.7762   -1.0     2.45400013E9    0.1974     0.1974     2.477      1.348      1.009      1.837    1          24.525663792358664   24.191343772040156   5.619976286832758E-7    7.646496449698944E-7   
  714   189.2978668   62.3654289   37834      189.297794   62.365434   4.058    -1.0     2.35499991E10   111.6      22.69      297.2      91.31      12.62      3.255    1          23.773271192627103   23.614398130907365   1.1238064567780574E-6   1.300890516445661E-6   
  718   189.4120331   62.3653946   -99        -99          -99         0.9719   0.1701   1.78599997E10   2.708      2.608      8.458      5.247      0.4735     2.409    0          -99                  -99                  -99                     -99                    
  719   189.2402649   62.3652687   -99        -99          -99         2.04     0.274    1.05200005E10   5.59       5.59       15.12      10.79      1.437      1.403    1          -99                  -99                  -99                     -99                    
  721   189.3066711   62.3652992   37805      189.306668   62.3653     0.5953   -1.0     7.6199997E9     0.1293     0.1293     1.266      0.5687     0.1661     2.226    1          24.282338512513938   24.128191560645064   7.031768995117077E-7    8.104446800218192E-7   
  729   189.3027191   62.3649254   37798      189.302802   62.36496    0.905    -1.0     3.02E9          0.2553     0.2553     3.889      0.9518     1.288      4.086    1          26.418097730642714   25.879409878565586   9.834695270367586E-8    1.6152362347304076E-7  
  737   189.231308    62.3645592   -99        -99          -99         0.585    -1.0     4.9200001E10    1.978      1.978      11.84      0.5251     0.2407     22.55    1          -99                  -99                  -99                     -99                    
  740   189.350174    62.3647537   37819      189.350216   62.364829   0.4158   0.08     6.3379999E9     0.1191     0.1191     1.003      0.6768     0.1583     1.746    1          25.175412155057373   25.025129132211557   3.089122551946616E-7    3.5477119198423045E-7  
  748   189.4193115   62.3644028   -99        -99          -99         1.322    0.12     4.4870001E9     0.611      0.611      5.065      5.065      1.129      0.0      0          -99                  -99                  -99                     -99                    
  749   189.437088    62.364666    -99        -99          -99         0.708    -1.0     1.32400005E10   0.1125     0.1125     2.968      2.237      0.2241     1.327    0          -99                  -99                  -99                     -99                    
  753   189.2745361   62.3641701   37717      189.274519   62.364157   0.3308   -1.0     2.35499991E10   0.0186     0.0186     0.2377     0.2481     0.01009    0.958    1          25.614085196942295   26.0188141739597     2.062366859216604E-7    1.4206082434548657E-7  
  760   189.3511047   62.363884    37770      189.351085   62.36389    0.8615   -1.0     6.4860001E9     0.5067     0.5067     5.066      2.188      0.7811     2.315    1          24.36228329043251    23.90265574726118    6.532609285378036E-7    9.975569555630027E-7   
