#            id        id_3DHST          SNR_IR        goodArea            z_IR              dL           Mstar           xfAGN           xeAGN          SFR_IR         eSFR_IR          SFR_UV           S1400           S1700      SFR_UV1400      SFR_UV1700    SFR_UV_from_Mstar    SFR_UV_for_noUV_noMstar         SFR_UV_for_AGN              SFR_total           SFR_UV_method
#
          13677           10389           2.334               1          0.5585         3140.97       1.047e+09         0.07547         0.07547           1.021          0.4403        0.874357      9.1512e-07     9.94638e-07        0.874357        0.950333             0.227951                        -99                    -99                1.89536                    1.0
          13678           10205            3.31               1          0.5946         3390.63       3.467e+09         0.06629         0.06629           1.669          0.5042        0.728329     6.54158e-07     7.92327e-07        0.728329        0.882164             0.372625                        -99                    -99                2.39733                    1.0
          13680           10377           10.56               1           1.224         8306.38       2.004e+10           2.676           2.676           31.68           2.999        0.519062     7.76805e-08     1.06727e-07        0.519062        0.713152              2.38852                        -99                    -99                32.1991                    1.0
          13685             -99           3.433               1           2.201           17219           1e-99           15.33           15.33           63.71           39.99         6.96064             -99             -99             -99             -99                  -99                    6.96064                    -99                70.6706                    3.0
          13686           10292           8.257               1           1.016         6581.51       4.487e+10           3.148           3.148           17.68           2.141         1.04176     2.48331e-07     3.01674e-07         1.04176         1.26553             0.431265                        -99                    -99                18.7218                    1.0
          13688            9116           52.77               1          0.0786         362.078       2.238e+09          0.1218          0.1218          0.3876         0.02283        0.480822     3.78701e-05     4.15369e-05        0.480822        0.527377            0.0865364                        -99                    -99               0.868422                    1.0
          13690           10179           1.425               1           1.258         8595.71       2.704e+10            1.22            1.22           9.769           6.855        0.075644     1.05713e-08     2.07413e-08        0.075644        0.148417             0.484218                        -99                    -99                9.84464                    1.0
          13691           10284           0.667               1           1.013         6557.24       2.754e+09          0.5346          0.4748           2.525           3.786         3.46996     8.33293e-07     9.92949e-07         3.46996         4.13479             0.563737                        -99                    -99                5.99496                    1.0
          13697           10271           1.741               1           1.865         14034.8        4.92e+10           2.549           2.549            28.3           16.26         2.80442      1.4701e-07     2.12519e-07         2.80442         4.05411             0.606786                        -99                    -99                31.1044                    1.0
          13698           10142             5.3               1          0.9628         6153.96       2.301e+10           3.175           3.175           12.14           6.218       0.0633793     1.72804e-08     2.77267e-08       0.0633793        0.101693             0.754285                        -99                    -99                12.2034                    1.0
          13709           10180           0.803               0             2.3         18175.6       1.629e+10           8.736           8.736           24.56           30.59         7.72182     2.41356e-07     2.85111e-07         7.72182         9.12168              2.47479                        -99                    -99                32.2818                    1.0
          13731           10272           2.073               1           1.136         7566.79       2.767e+10           2.177           2.177           11.31           5.456        0.652751     1.17717e-07     1.34977e-07        0.652751        0.748457             0.542812                        -99                    -99                11.9628                    1.0
          13732            9344           2.036               1          0.0788         363.011       8.709e+07        0.000744        0.000744         0.02876         0.01413          0.0525     4.11375e-06     4.55728e-06          0.0525       0.0581605           0.00642102                        -99                    -99                0.08126                    1.0
          13740           10268           4.181               1            2.38         18954.1       5.649e+10           25.77           24.37            70.8           47.29         3.41599     9.81803e-08     1.17377e-07         3.41599         4.08391              1.25105                        -99                    -99                 74.216                    1.0
          13741           10125           11.69               1           2.171         16930.6        1.52e+11           6.427           6.427             244           20.87        0.237132     8.54199e-09     1.41747e-08        0.237132          0.3935              1.07847                        -99                    -99                244.237                    1.0
          13762           10223           1.905               1           0.907          5712.2        5.37e+09           1.345          0.8704           4.099           2.152        0.595851     1.88559e-07     2.67869e-07        0.595851        0.846472              1.95305                        -99                    -99                4.69485                    1.0
          13767           10135           5.631               1            1.41          9911.7       4.385e+10           23.47           23.47           52.78           23.19         3.38163     3.55424e-07     5.14209e-07         3.38163         4.89237              1.32957                        -99                    -99                56.1616                    1.0
          13771           10025           2.136               1          0.8429         5213.89       5.152e+10          0.2674          0.2674           1.944            1.15        0.438819     1.66678e-07      2.6901e-07        0.438819        0.708233            0.0390778                        -99                    -99                2.38282                    1.0
          13783             -99               0               0            2.08         16060.6       1.076e+10           8.046           8.046           23.38           23.38         4.21024             -99             -99             -99             -99              4.21024                        -99                    -99                27.5902                    2.0
          13784           10128           4.775               0           1.753         12997.6       3.999e+10           1.963           1.963           59.26           27.68         8.23976     5.03622e-07     6.38215e-07         8.23976         10.4418              1.69836                        -99                    -99                67.4998                    1.0
          13786            9900           4.737               1            3.39         29131.9       1.005e+10           20.55           18.86           224.3           57.45         30.0764     3.65935e-07     4.69467e-07         30.0764         38.5857              44.4423                        -99                    -99                254.376                    1.0
          13792            9862           3.155               1             4.7         43027.1       3.251e+11           41.02           28.21           557.6           176.7         8.36334     4.66457e-08     6.26793e-08         8.36334         11.2381             0.850157                        -99                    -99                565.963                    1.0
          13793           10074           10.19               1           2.128         16518.7       1.556e+10            52.4           36.09           124.8           12.24         3.55336     1.34464e-07     1.93241e-07         3.55336          5.1066              13.4091                        -99                    -99                128.353                    1.0
          13799             -99           7.319               0           1.212         8204.73       1.592e+10            7.94            7.94           25.65           9.346         2.66911             -99             -99             -99             -99              2.66911                        -99                    -99                28.3191                    2.0
          13805            9757           2.619               1          0.0892         411.622       5.011e+08        0.002511        0.002511         0.02204        0.008415        0.137628     8.38739e-06     9.25479e-06        0.137628        0.151861            0.0049207                        -99                    -99               0.159668                    1.0
          13806            9766           14.49               1            0.09         415.372       5.152e+10         0.05049         0.05049          0.1424        0.009828      0.00467257     2.79639e-07     5.44853e-07      0.00467257       0.0091041           0.00286249                        -99                    -99               0.147073                    1.0
          13808            9748               0               1          0.8745         5458.27       9.332e+08          0.7846          0.2389           1.546           1.546        0.193313     6.69988e-08     8.01949e-08        0.193313        0.231388             0.345163                        -99                    -99                1.73931                    1.0
          13810            9358           12.51               1           0.556         3123.83       3.732e+10          0.9762          0.9762           7.466          0.5969         1.64465     1.74027e-06     1.93227e-06         1.64465          1.8261             0.235705                        -99                    -99                9.11065                    1.0
          13811            9797              11               1           1.604         11639.2       4.591e+10            32.6            32.6            77.7           10.62         5.23332     3.98888e-07     5.62481e-07         5.23332         7.37962              1.83548                        -99                    -99                82.9333                    1.0
          13814           10023               0               0           1.182         7951.69       1.265e+10           1.545           1.545           6.234           6.234       0.0136104     2.22264e-09     6.31004e-09       0.0136104       0.0386398             0.895035                        -99                    -99                6.24761                    1.0
          13818             -99           1.213               0             2.8         23114.3       3.819e+09           8.079           8.079           62.35            51.4         13.9204             -99             -99             -99             -99              13.9204                        -99                    -99                76.2704                    2.5
          13835             -99           9.886               0           1.085         7144.64       7.277e+09           2.852           2.852            43.7            4.42         13.6066             -99             -99             -99             -99              13.6066                        -99                    -99                57.3066                    2.0
          13848            9850           3.318               1          0.7732         4684.15        1.38e+09         0.05145         0.05145           3.296          0.9934        0.988034     4.64972e-07     4.82712e-07        0.988034         1.02573             0.735872                        -99                    -99                4.28403                    1.0
          13851            9876           0.418               1           1.595         11557.9       2.089e+09            1.19            1.19           27.42            65.6         5.54906     4.28919e-07     4.74993e-07         5.54906         6.14514              6.12185                        -99                    -99                32.9691                    1.0
          13855            9846           2.432               0            1.22         8272.47        6.95e+09          0.3901          0.3901           10.89           4.478         6.80907     1.02739e-06     1.14984e-06         6.80907         7.62063              3.61617                        -99                    -99                17.6991                    1.0
          13859            9901            2.55               1          0.8971         5634.58       1.005e+10           1.192           1.192           5.345            2.47        0.111393     3.62286e-08      5.9421e-08        0.111393        0.182703              1.05905                        -99                    -99                5.45639                    1.0
          13866            9594           13.91               1           0.779         4727.72       1.592e+10           1.656           1.656           19.29           1.513         1.70309     7.86772e-07     1.14993e-06         1.70309         2.48919               2.0073                        -99                    -99                20.9931                    1.0
          13870            9692               0               1            1.68         12328.8       1.828e+11           1.703           1.703           8.201           8.201        0.361874     2.45826e-08     8.56919e-08        0.361874         1.26144            0.0279963                        -99                    -99                8.56287                    1.0
          13871            9815           2.699               1          0.4765         2589.29       1.786e+10          0.3336         0.06817          0.5058          0.1874        0.202143     3.11323e-07     4.12348e-07        0.202143        0.267738            0.0448069                        -99                    -99               0.707943                    1.0
          13882            9914            3.48               1          0.9072         5713.77        3.02e+09          0.2094          0.2094           7.272            2.09         6.98532     2.20931e-06     2.44721e-06         6.98532         7.73749              1.62356                        -99                    -99                14.2573                    1.0
          13888             -99           0.586               0          0.9262          5863.4       9.816e+09            1.81            1.81           8.547           14.59         1.75027             -99             -99             -99             -99              1.75027                        -99                    -99                10.2973                    2.0
          13889            9829               0               1           1.865         14034.8       5.915e+10           2.984           2.984           19.12           19.12         0.99248     5.20265e-08     9.38382e-08         0.99248          1.7901             0.316775                        -99                    -99                20.1125                    1.0
          13892            9743            1.84               1           1.581         11431.8       3.467e+09           1.466           1.466           9.555           5.865         1.03828     8.20357e-08     1.21202e-07         1.03828           1.534              2.13327                        -99                    -99                10.5933                    1.0
          13894            9619           2.279               1           1.529         10965.5       1.667e+10           2.865           2.865           18.57           8.914         12.5328     1.07625e-06     1.24703e-06         12.5328         14.5216              1.81177                        -99                    -99                31.1028                    1.0
          13895            9913           1.885               1           1.671         12246.8       8.953e+09           2.988           1.981           19.96           10.59         14.0577     9.67795e-07     1.15958e-06         14.0577         16.8435              4.64948                        -99                    -99                34.0177                    1.0
          13903            9715           10.44               1            1.24         8442.29       4.187e+10           5.212           5.212           38.11           14.49       0.0379143     5.49286e-09      9.8258e-09       0.0379143       0.0678223              1.02418                        -99                    -99                38.1479                    1.0
          13907            9620           0.159               1           0.954         6083.83        8.55e+09          0.6289          0.5346           2.501           15.73         2.77095     7.73022e-07     9.10229e-07         2.77095         3.26278             0.621386                        -99                    -99                5.27195                    1.0
          13908            9396           17.19               1          0.2542         1237.87       4.265e+09           0.332           0.332           1.283         0.07462        0.113013     7.61553e-07     6.36955e-07        0.113013       0.0945234             0.843995                        -99                    -99                1.39601                    1.0
          13918            9441           1.225               1           0.913         5759.36       1.005e+11           0.266           0.266           2.245           2.113        0.279695     8.70668e-08     9.77613e-08        0.279695         0.31405            0.0177086                        -99                    -99                2.52469                    1.0
          13927             -99           3.631               0           1.036         6743.76       1.294e+10          0.7231          0.7231           14.64           4.124         2.03626             -99             -99             -99             -99              2.03626                        -99                    -99                16.6763                    2.0
          13939            9694           1.765               1          0.7841         4766.12       4.265e+09          0.1408          0.1408           2.848           1.614         2.29844     1.04477e-06     1.14459e-06         2.29844         2.51804               1.8735                        -99                    -99                5.14644                    1.0
          13940            9746           1.606               0          0.9109         5742.84       6.486e+09           1.172          0.7291           3.751           2.336         1.71061     5.35566e-07     7.22275e-07         1.71061         2.30696              1.37208                        -99                    -99                5.46161                    1.0
          13949            9645           4.261               1           1.745           12924       1.265e+10           2.376           2.376           23.03           5.729         10.0438     6.20896e-07     7.01971e-07         10.0438         11.3553              3.30649                        -99                    -99                33.0738                    1.0
          13970            9502            5.13               1           0.519         2872.51       3.981e+09          0.3833          0.3833             2.2          0.4288        0.285914      3.5779e-07     5.81618e-07        0.285914        0.464777             0.491177                        -99                    -99                2.48591                    1.0
          13974            9534           1.654               1           5.605         52943.9       8.317e+08       6.569e-07       6.569e-07           380.5             230          27.007     9.94859e-08     1.08202e-07          27.007          29.373              84.9513                        -99                    -99                407.507                    1.0
          13981            9684           3.011               0           1.165            7809       2.148e+10           2.091           2.091           17.29           9.023         5.56792     9.42798e-07     1.10338e-06         5.56792         6.51627               1.1829                        -99                    -99                22.8579                    1.0
          13988            9601           18.51               1           1.979         15103.6       4.487e+10           34.19            33.6           241.7           79.85           8.495     3.84521e-07     5.11265e-07           8.495         11.2951              5.89574                        -99                    -99                250.195                    1.0
          13999            8855           21.71               1           0.136         634.037       3.548e+09          0.1235          0.1235          0.3916         0.01804        0.416136     1.06886e-05     1.16362e-05        0.416136        0.453028            0.0874295                        -99                    -99               0.807736                    1.0
          14002             -99            2.03               0           1.275         8741.09       9.161e+13         0.08694         0.08694           1e-99           1e+10    5.66604e-106             -99             -99             -99             -99         5.66604e-106                        -99                    -99                  1e-99                    2.0
          14003            9549           6.978               0            2.13         16537.8       3.251e+10           39.23           39.23           101.4           44.54        0.724208     2.73416e-08     4.47889e-08        0.724208         1.18634              3.88342                        -99                    -99                102.124                    1.0
          14012            9605           2.166               1          0.5065          2788.6       2.042e+09         0.09203         0.09203          0.7528          0.3476        0.724973     9.62647e-07     1.19863e-06        0.724973         0.90269             0.168072                        -99                    -99                1.47777                    1.0
          14024            9557           3.059               1           0.911         5743.63       9.332e+08           1.808          0.2536           8.382            2.74        0.855916     2.67901e-07     3.74058e-07        0.855916         1.19507              1.87138                        -99                    -99                9.23792                    1.0
          14027            9435           0.426               1           1.509           10787       1.208e+10           2.081           2.081            8.12           19.06         0.57415     5.09493e-08     6.07045e-08         0.57415        0.684081              1.24355                        -99                    -99                8.69415                    1.0
          14040            9367           6.462               1          0.7843         4767.63       3.981e+09          0.4404          0.4404           6.495           1.005        0.423553     1.92407e-07     3.34126e-07        0.423553        0.735526              1.45009                        -99                    -99                6.91855                    1.0
          14050            9458           1.328               1           1.986         15169.6       1.556e+10           1.674           1.674           26.81           20.19          2.7309     1.22539e-07     1.74142e-07          2.7309         3.88092               2.8806                        -99                    -99                29.5409                    1.0
          14052            9472           5.996               1            1.96         14924.6        8.55e+10           25.07           25.07           88.28           44.84        0.968726     4.49069e-08     7.38239e-08        0.968726         1.59252             0.873192                        -99                    -99                89.2487                    1.0
          14065            9360               0               1          0.9128         5757.78       2.399e+08          0.4293          0.2552             1.3             1.3        0.918415     2.86052e-07     3.09755e-07        0.918415        0.994519             0.290241                        -99                    -99                2.21841                    1.0
          14071            9440           6.242               1           1.224         8306.38        2.41e+10           2.048           2.048           22.13           3.545         3.53843     5.29546e-07     6.57857e-07         3.53843         4.39581              1.28872                        -99                    -99                25.6684                    1.0
          14079            9431           2.808               1          0.7969          4862.8       3.801e+09          0.2769          0.2769           3.506           1.249         4.64171     2.02685e-06     2.14351e-06         4.64171         4.90888             0.782757                        -99                    -99                8.14771                    1.0
          14082            9445           4.785               1           1.021            6622       2.523e+10           3.183           3.183           15.02           3.139        0.959497     2.25934e-07     2.25551e-07        0.959497        0.957868             0.820325                        -99                    -99                15.9795                    1.0
          14085            9387            0.52               1           2.438         19521.5       1.706e+10           7.991           7.991           24.52           47.15         9.20261     2.49345e-07     3.86075e-07         9.20261          14.249              2.31606                        -99                    -99                33.7226                    1.0
          14094            9316            5.03               1           1.084         7136.41       5.152e+10           4.007           4.007           24.89           4.948         2.60869     5.28907e-07     7.28502e-07         2.60869         3.59313             0.500332                        -99                    -99                27.4987                    1.0
          14095            9242           9.949               1           1.152         7700.24       8.165e+09           2.518           2.518           42.75           4.297         2.30989     4.02254e-07      5.1552e-07         2.30989         2.96031              11.3292                        -99                    -99                45.0599                    1.0
          14096             -99           17.32               0            2.67         21814.4       6.637e+10           606.9           522.9           588.2           241.8         64.2638             -99             -99             -99             -99              8.29401                        -99                64.2638                652.464                    4.0
          14108            9394           2.107               1           1.176         7901.27       5.915e+09          0.3342          0.3342           7.348           3.487         2.59369     4.28984e-07     5.38909e-07         2.59369         3.25831              3.05797                        -99                    -99                9.94169                    1.0
          14118            9286           1.401               0           1.848         13876.5       2.249e+10           2.619           2.619           23.58           16.83         3.98694     2.13793e-07     2.67652e-07         3.98694         4.99134              1.51272                        -99                    -99                27.5669                    1.0
          14119            9308           1.627               1           1.962         14943.4        2.41e+10          0.9728          0.9728           41.19           25.32         4.30249     1.98947e-07     2.74038e-07         4.30249         5.92644              2.39866                        -99                    -99                45.4925                    1.0
          14121            9350           0.715               1           0.934         5925.07       2.691e+09          0.2259          0.2259           4.983           6.969         1.82558     5.36945e-07     6.01802e-07         1.82558         2.04608              1.11252                        -99                    -99                6.80858                    1.0
          14128            9249               0               1            1.34         9301.23       2.754e+09          0.7448          0.7448           11.99           11.99         2.87653     3.43324e-07     3.74257e-07         2.87653          3.1357              2.67691                        -99                    -99                14.8665                    1.0
          14131            9248           3.753               1           1.765         13108.1       2.301e+10           2.961           2.961           44.79           11.93         1.64759     9.90117e-08     1.14802e-07         1.64759         1.91035               2.7829                        -99                    -99                46.4376                    1.0
          14137            9128           13.66               1          0.9379         5955.95       4.092e+10           3.697           3.697           29.91            2.19          1.0114     2.94399e-07     5.07089e-07          1.0114         1.74209             0.830054                        -99                    -99                30.9214                    1.0
          14143             -99            1.28               0            2.13         16537.8       8.953e+09           5.072           5.072            19.1           14.92         4.44915             -99             -99             -99             -99              4.44915                        -99                    -99                23.5492                    2.0
          14149            9155           23.22               1           1.017          6589.6       3.564e+10           2.531           2.531           45.09           1.942        0.222205     5.28387e-08     1.14672e-07        0.222205        0.482236              1.51833                        -99                    -99                45.3122                    1.0
          14166             -99           9.961               0           0.121         562.007        6.95e+07          0.1209          0.1209          0.1741         0.06345         0.03887             -99             -99             -99             -99              0.03887                        -99                    -99                0.21297                    2.5
          14169            9117           0.925               1          0.5678         3204.89        4.57e+08         0.07411         0.07411           1.179           1.275        0.182863     1.83829e-07     2.23347e-07        0.182863        0.222173             0.263226                        -99                    -99                1.36186                    1.0
          14179            9257           0.672               1           3.037         25509.5       5.495e+09           3.815           3.815           112.3           167.1         26.9518     4.27662e-07     4.95801e-07         26.9518          31.246              51.8114                        -99                    -99                139.252                    1.0
          14185             -99           1.381               0            1.44         10175.5       7.979e+10           5.143           5.143           20.99            15.2         0.22871             -99             -99             -99             -99              0.22871                        -99                    -99                21.2187                    2.0
          14186            9029           2.869               1            3.05         25641.8       5.623e+09           3.913           3.913           134.9           47.02         7.34215     1.15304e-07     1.40202e-07         7.34215         8.92755              60.2638                        -99                    -99                142.242                    1.0
          14188            8878           14.11               1           1.021            6622       2.099e+10           8.055           8.055           37.87           2.685         45.8736     1.08019e-05     1.27282e-05         45.8736         54.0543              2.67595                        -99                    -99                83.7436                    1.0
          14191            9032           5.814               1            3.67         32046.4       7.277e+09           45.68           45.68           299.8           60.61         2.58941      2.6035e-08     3.37512e-08         2.58941         3.35685              93.3466                        -99                    -99                302.389                    1.0
          14196            9133            4.29               1          0.8528         5290.18       8.749e+09           3.648           3.648           7.668           4.364        0.051595     1.90363e-08     3.19383e-08        0.051595       0.0865639              1.84476                        -99                    -99                7.71959                    1.0
          14208            9114           1.701               1           0.529            2940       1.905e+09         0.09027         0.09027           1.054          0.6196        0.450643     5.38336e-07     6.08334e-07        0.450643        0.509238             0.235318                        -99                    -99                1.50464                    1.0
          14209            8929           5.879               1           1.015         6573.42       4.187e+10            4.11            4.11           20.01           3.404        0.661784     1.58143e-07     2.21805e-07        0.661784        0.928192             0.537753                        -99                    -99                20.6718                    1.0
          14211            9093           30.84               1           1.013         6557.24       1.629e+10           4.027           4.027           64.86           2.103         3.01971     7.25169e-07     9.13236e-07         3.01971         3.80285              6.53563                        -99                    -99                67.8797                    1.0
          14216            9124           2.687               1           1.528         10956.5        1.18e+10           3.431           3.138           22.56           8.396         1.96429     1.68957e-07     2.40361e-07         1.96429         2.79443               3.5703                        -99                    -99                24.5243                    1.0
          14220            8713               0               1          0.9029         5680.02       1.236e+11          0.2956          0.2956           1.604           1.604         0.10803      3.4575e-08     6.94601e-08         0.10803         0.21703           0.00947062                        -99                    -99                1.71203                    1.0
          14221            9146           2.359               1           2.457         19707.9       3.999e+10           25.22           25.22           49.34           25.08         24.6408     6.55073e-07     9.13127e-07         24.6408         34.3476              1.41406                        -99                    -99                73.9808                    1.0
          14224            9037           1.481               0          0.5065          2788.6       2.042e+09          0.2633          0.1213           1.085          0.7326        0.818472      1.0868e-06     1.18906e-06        0.818472        0.895482              0.24224                        -99                    -99                1.90347                    1.0
          14227            8994           1.306               1           1.183          7960.1       1.556e+10           1.674           1.674           6.112            4.68         1.04597      1.7045e-07      1.8505e-07         1.04597         1.13556             0.656704                        -99                    -99                7.15797                    1.0
          14228            8972           3.499               1           2.885         23969.7       3.251e+10           9.735           9.735           70.65           46.77         10.9177     1.96211e-07     2.68061e-07         10.9177         14.9156              2.70575                        -99                    -99                81.5677                    1.0
          14229            9125           7.123               1            0.85         5268.58        5.37e+09           5.412           5.412           8.228           1.701         1.92849     7.17377e-07     9.17803e-07         1.92849         2.46729               3.9204                        -99                    -99                10.1565                    1.0
          14234            8898           0.556               1           1.942         14755.3       8.749e+09             1.2             1.2           13.07           23.51         10.2512     4.86176e-07     6.31473e-07         10.2512         13.3148              3.14437                        -99                    -99                23.3212                    1.0
          14236            8934           1.548               1           2.631         21426.4       3.034e+10           7.038           7.038           52.02            33.6         2.97276     6.68615e-08     8.37973e-08         2.97276         3.72575              2.19457                        -99                    -99                54.9928                    1.0
          14237            9111           2.415               1           2.297         18146.5       1.028e+10           12.35           12.35           28.06           14.63         16.7181     5.24223e-07     7.05522e-07         16.7181         22.4999              5.38638                        -99                    -99                44.7781                    1.0
          14243            8908           1.246               0           2.819         23305.1       2.897e+10           2.255           2.255           39.16           31.43         9.41148     1.78925e-07     2.25827e-07         9.41148         11.8785              1.76244                        -99                    -99                48.5715                    1.0
          14250            8964           1.689               1           0.475         2579.41       1.995e+09         0.01432         0.01432          0.6841           0.405         1.03918     1.61274e-06     1.68351e-06         1.03918         1.08478             0.152734                        -99                    -99                1.72328                    1.0
          14252            9074           0.525               1            2.23         17498.4       1.005e+10           5.482           5.482           12.22           23.28         7.27706       2.454e-07     3.20472e-07         7.27706         9.50323              2.42124                        -99                    -99                19.4971                    1.0
          14257             -99           2.063               0            1.46         10352.1        7.62e+09           1.939           1.939           18.87            9.21         5.50852             -99             -99             -99             -99              5.50852                        -99                    -99                24.3785                    2.0
          14262            8982           4.273               1           0.936          5940.9       1.153e+10           1.844            1.21           8.876           2.163        0.428571     1.25382e-07     2.07859e-07        0.428571        0.710487              1.45096                        -99                    -99                9.30457                    1.0
          14266            9030           3.007               1           1.672         12255.9       2.399e+08           7.621           1.045           28.28           9.405         7.12743     4.89956e-07     6.53838e-07         7.12743         9.51144              6.31386                        -99                    -99                35.4074                    1.0
          14267            8877            6.06               1           2.983           24961       7.797e+09           90.57           90.57           155.7           28.62         23.1009     3.82844e-07      4.7178e-07         23.1009         28.4673              44.0139                        -99                    -99                178.801                    1.0
          14274            9018           2.469               0           1.125         7475.33       7.979e+09          0.3447          0.3447           15.81           6.848         6.24069     1.15316e-06     1.34126e-06         6.24069         7.25868              4.32717                        -99                    -99                22.0507                    1.0
          14280            8890           3.199               1          0.7482         4497.42       3.177e+10          0.4901          0.4195           3.086           1.374        0.160279     8.18215e-08     1.58478e-07        0.160279        0.310442              0.12206                        -99                    -99                3.24628                    1.0
          14283            8870           3.673               1           3.183         27000.2       5.034e+10           15.13           15.13           115.3           65.72         0.74458     1.05461e-08     1.31729e-08         0.74458        0.930032              2.39415                        -99                    -99                116.045                    1.0
          14289            8738              94               1          0.6382         3697.56       4.092e+10            3.76            3.76            56.1          0.7021          2.1521     1.62535e-06     2.49622e-06          2.1521         3.30519              1.55687                        -99                    -99                58.2521                    1.0
          14291            8893           0.798               1          0.8451         5230.83       2.691e+09          0.5395          0.5395           4.687           5.873         1.86253     7.02876e-07     8.11171e-07         1.86253         2.14949              1.04643                        -99                    -99                6.54953                    1.0
          14292            8838           2.878               1           1.974         15056.4       2.198e+10          0.5556          0.5556           16.02           5.566         1.37342     6.25569e-08     8.12972e-08         1.37342         1.78486              1.06126                        -99                    -99                17.3934                    1.0
          14304            8821           3.128               1           1.619         11774.7       5.649e+10           8.763           2.912           58.69           18.76        0.733257     5.46098e-08     7.27815e-08        0.733257        0.977252              1.03706                        -99                    -99                59.4233                    1.0
          14305            8818           16.22               1           1.016         6581.51        7.62e+10           2.477           2.477           49.43           3.047       0.0641021     1.52805e-08     2.43823e-08       0.0641021        0.102285             0.574452                        -99                    -99                49.4941                    1.0
          14310            8808           9.219               1          0.5594         3147.14       1.153e+10          0.5931          0.5931           4.638          0.5031        0.125463     1.30798e-07     2.93611e-07        0.125463        0.281636             0.758175                        -99                    -99                4.76346                    1.0
          14315            8717           5.473               0            2.74           22513       1.101e+11              23              23           270.2           49.37        0.098658     2.00993e-09     1.06398e-08        0.098658        0.522258              1.87579                        -99                    -99                270.299                    1.0
