#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050      xf10cm      xe10cm      xf20cm      xe20cm
#
17190       2.583      0.3195       5.478       0.185       11.89       0.305        13.3        0.55       9.009       0.405       4.307         0.2      0.9448     0.04425      0.3595      0.0168      0.3231      0.0151      0.2842     0.01325     0.06338     0.00324     0.05854     0.00299     0.01845     0.00094     0.03213    0.001645
17199      0.5882      0.1391       1.518      0.2135       6.164      0.4095       11.44        0.42       12.17       0.815       9.124      0.9055       2.901       0.426        1.16      0.1888       1.044       0.171      0.9181      0.1509      0.2024       0.034      0.1868     0.03135     0.01856    0.001125      0.0323     0.00196
17201      0.4286      0.0881      0.9385      0.2515       1.974      0.4335       2.208        0.54       1.536       0.419      0.7394      0.2208      0.1603     0.05465     0.06053     0.02152     0.05437     0.01939     0.04777      0.0171     0.01065    0.003921    0.009831    0.003629     0.00323    0.000779    0.005623    0.001356
17207       1.003      0.3622       2.312       0.283       6.042      0.2385       8.774       0.612       7.718       1.047       4.369       0.862       1.123      0.2831      0.4296      0.1133      0.3859      0.1022       0.339     0.09005      0.0752     0.02039     0.06948     0.01885     0.01258    0.001135      0.0219    0.001975
17209      0.1217     0.04295       0.281      0.1133      0.5441      0.1592      0.5663      0.1435      0.3678      0.0909      0.1662      0.0474     0.03559     0.01216     0.01339    0.004824     0.01202     0.00435     0.01056    0.003842     0.00235   0.0008835    0.002168    0.000818   0.0009098   0.0002893    0.001584    0.000504
17211       1.675      0.4675       3.772       0.249       9.341      0.3545       12.77        1.23        10.7       1.513       5.701       0.985       1.387      0.2805      0.5278      0.1121      0.4741      0.1012      0.4164      0.0893     0.09268     0.02062     0.08563     0.01907     0.01822     0.00158     0.03172     0.00275
17213       7.251       0.531       14.62       0.205       20.88        0.21       15.83       0.255        8.63       0.157       3.499      0.0665       0.662      0.0123      0.2395      0.0043      0.2144     0.00385      0.1875     0.00335     0.04067     0.00101     0.03759     0.00094     0.03702     0.00093     0.06445    0.001615
17219      0.7872      0.2129        1.62       0.109       2.605       0.328       2.115      0.5295       1.166      0.3636      0.4724      0.1683     0.09693     0.03818     0.03671      0.0149     0.03299     0.01342       0.029     0.01182    0.006413    0.002676    0.005929    0.002471    0.003412    0.000306     0.00594    0.000533
17220       2.499      0.7595       3.666        0.43       4.928       0.486       4.144       1.249       2.426       1.019       1.063      0.5373      0.2229       0.127     0.08446     0.04974      0.0759      0.0448     0.06676     0.03954     0.01457    0.008674     0.01346    0.008007    0.006568    0.002181     0.01143    0.003796
17232      0.6109      0.3391       1.181      0.5464       1.729       0.575       1.257       0.465      0.6464      0.2777       0.254      0.1217     0.05212     0.02821     0.01964       0.011     0.01765    0.009904     0.01551     0.00873    0.003462    0.001955    0.003201    0.001803    0.002995    0.001163    0.005214    0.002025
17234      0.5969     0.04535       1.404       0.127       2.662       0.211       2.535      0.2815       1.568       0.201      0.6956      0.0984      0.1419      0.0218     0.05258     0.00828     0.04715     0.00744     0.04136    0.006535    0.009099    0.001461    0.008404     0.00135    0.004441     0.00034    0.007731   0.0005925
17236      0.3368      0.1013      0.8436      0.2454       2.342       0.508       3.476        1.04       3.204        1.18       2.015      0.8495      0.5592      0.2626      0.2162      0.1052      0.1943     0.09473      0.1708     0.08354     0.03788     0.01899       0.035     0.01755      0.0052    0.001336    0.009054    0.002326
17244       11.07       0.295       23.95       0.145       35.68       0.155       27.74        0.22       15.46       0.135       6.343      0.0595       1.209       0.011      0.4375     0.00385      0.3915      0.0035      0.3426       0.003     0.07441     0.00095     0.06881    0.000845     0.06351    0.000785      0.1105     0.00135
17247      0.6453      0.3897       1.266      0.7121       1.966      0.8265       1.691      0.6885       1.116      0.5479      0.5117      0.2757      0.1081     0.06208     0.04084     0.02391     0.03669     0.02152     0.03226     0.01895    0.007215    0.004304    0.006665    0.003975    0.003362    0.001603    0.005854    0.002791
17254           1      0.6057       1.807      0.4985       4.526      0.4585       6.647       0.817       6.297       1.293       4.183       1.285       1.205      0.4656      0.4693      0.1921      0.4219      0.1734      0.3708       0.153      0.0819      0.0347     0.07564     0.03206     0.01015    0.001609     0.01768    0.002805
17266      0.2238      0.0779      0.5379      0.2194       1.213      0.4405       1.444       0.557       1.086      0.4964      0.5267      0.2761      0.1178     0.06865     0.04413      0.0262     0.03959     0.02354     0.03474     0.02068    0.007677    0.004602    0.007095    0.004255    0.002179   0.0008895    0.003793    0.001549
17267      0.4834      0.0738       1.127      0.2173       2.317      0.5395       2.684      0.9385       2.071      0.8445       1.048       0.471      0.2435      0.1178     0.09282     0.04628     0.08341     0.04169     0.07334     0.03676     0.01646    0.008413     0.01521    0.007774    0.003954    0.001211    0.006886    0.002107
17270      0.8275     0.07205         1.8       0.032       3.412      0.0625       3.242      0.0865        1.91      0.0545      0.8227      0.0241      0.1734      0.0051     0.06598    0.001935     0.05932     0.00174     0.05218     0.00153     0.01159    0.000375     0.01071     0.00035    0.004636     0.00015    0.008072   0.0002605
17271      0.3312      0.1985      0.7102      0.4518        1.08      0.6612      0.8639      0.4931      0.4896      0.2668      0.2038      0.1068     0.03936     0.01984     0.01431    0.007101     0.01281    0.006348     0.01122    0.005551    0.002433    0.001219    0.002251    0.001126    0.001881    0.001235    0.003275    0.002149
17272      0.1595     0.05185      0.3729      0.1333      0.8131       0.235      0.9351       0.282      0.6976      0.2645      0.3497      0.1546      0.0796     0.04111     0.03004     0.01598     0.02697     0.01437     0.02368     0.01265    0.005267    0.002855    0.004866    0.002639    0.001421   0.0004668    0.002475   0.0008125
17274      0.7176      0.0925       2.711       0.052       7.476       0.203       10.05      0.4875       8.323      0.4935       4.772      0.3595       1.207      0.1045      0.4515        0.04      0.4047     0.03585      0.3545     0.03145     0.07637     0.00678     0.07048    0.006255     0.01654     0.00076      0.0288     0.00132
17277       1.016      0.1476       2.082       0.067       3.298      0.3505       2.668      0.5335       1.457        0.36      0.5872      0.1656      0.1189     0.03705     0.04482     0.01439     0.04025     0.01295     0.03537     0.01141    0.007802    0.002588    0.007214    0.002391     0.00467    0.000268    0.008131   0.0004665
17278      0.1244     0.06873      0.3961      0.2096      0.9697      0.5213       1.312      0.7433       1.133      0.6827      0.6299      0.3951      0.1588       0.103      0.0605      0.0397     0.05434     0.03568     0.04772     0.03138     0.01058    0.007006    0.009777    0.006473    0.001957    0.001078    0.003408    0.001876
17289      0.1928      0.0677      0.4218       0.215      0.8749      0.4582       1.059      0.5964      0.8369      0.5262      0.4289      0.2832      0.1005     0.06936     0.03808     0.02665      0.0342     0.02396     0.03004     0.02107    0.006694    0.004726    0.006184    0.004365    0.001518   0.0008713    0.002642    0.001517
17295      0.3207     0.09605      0.5947      0.2233       2.018      0.5695       3.369       0.856       3.968       1.252       3.492       1.355       1.545       0.764      0.7083      0.3768      0.6438      0.3452      0.5725      0.3095      0.1311     0.07301       0.121     0.06741    0.005869    0.001554     0.01022    0.002704
17301       1.468      0.5534       2.738      0.3765       4.358       0.854       4.034       1.677       2.548       1.329       1.156      0.6767      0.2433       0.153     0.09055     0.05765     0.08125     0.05176     0.07127     0.04543      0.0155     0.01042     0.01432    0.009623    0.007093    0.001983     0.01235    0.003452
17302      0.2392      0.1663      0.5691      0.4156       1.058      0.6937      0.9907      0.5803      0.6343      0.3717      0.3138      0.2006     0.07276     0.05035     0.02743     0.01924     0.02462     0.01728     0.02161     0.01518    0.004783    0.003379    0.004415    0.003125    0.001888    0.001282    0.003288    0.002232
17304      0.4922      0.2386      0.9842      0.4458       1.372      0.5429       1.028       0.345      0.5799      0.1976       0.246      0.0868     0.04881     0.01777     0.01795    0.006725     0.01609    0.006045      0.0141    0.005309    0.003082    0.001193    0.002848    0.001101    0.002381    0.001075    0.004144     0.00187
17306      0.4754        0.11       1.435      0.1345       3.826       0.348       5.875       1.235       5.376       1.455       3.388       1.065      0.9307      0.3283      0.3571      0.1306      0.3207      0.1177      0.2816      0.1037     0.06194     0.02336     0.05721     0.02158    0.009128    0.001651     0.01589    0.002875
17310      0.6829      0.1689       1.417      0.3465       2.349       0.748       1.956      0.7765       1.082      0.4727      0.4406      0.2054      0.0899      0.0442     0.03392     0.01695     0.03048     0.01524     0.02678     0.01342    0.005932    0.002997    0.005484    0.002768     0.00332    0.000871    0.005781    0.001517
17314      0.7031      0.3839       1.305      0.5715       1.951      0.5775       1.603      0.7371      0.9608      0.5532      0.4276      0.2793     0.09077     0.06384     0.03448     0.02474     0.03101     0.02227     0.02727     0.01962    0.006095    0.004435    0.005631    0.004092    0.003365    0.001147    0.005858    0.001998
17318      0.3278     0.08895      0.8438      0.2273       1.905       0.535       2.381        0.57       1.928      0.4735       1.037      0.2517      0.2536     0.06295     0.09518     0.02422     0.08534     0.02176     0.07482     0.01912     0.01632    0.004225     0.01506    0.003905    0.003799   0.0009805    0.006613    0.001708
17320       1.631      0.0755       3.638      0.0285       6.518      0.0505       5.733       0.065        3.26      0.0395       1.353       0.017      0.2807     0.00345      0.1065      0.0013     0.09576     0.00118      0.0842    0.001035     0.01868     0.00026     0.01726     0.00024    0.008779    0.000121     0.01528    0.000215
17322      0.7751      0.0797       1.857      0.2025       3.464      0.3475       3.309      0.5625       2.084       0.435      0.9306      0.2214      0.1906      0.0504     0.07051     0.01924     0.06321     0.01729     0.05542      0.0152     0.01218     0.00341     0.01123    0.003162     0.00586   0.0005275      0.0102   0.0009185
17323       0.204     0.06395      0.5618      0.2428       1.361      0.5987       1.802      0.9578       1.496      0.9005      0.8033      0.5237      0.1983      0.1378     0.07544     0.05306     0.06773     0.04767     0.05949     0.04191      0.0132    0.009341     0.01219    0.008627    0.002725    0.001338    0.004744    0.002329
17339       2.703      0.3555       6.167      0.1075       10.99       0.205       9.308      0.2425       5.264       0.146       2.159       0.061      0.4511      0.0128       0.172     0.00485      0.1546      0.0044       0.136     0.00385     0.03013    0.000935     0.02786    0.000865     0.01336    0.000415     0.02326    0.000725
17340      0.6823       0.179       1.524      0.3655       2.627       0.451       2.362      0.4645       1.416      0.3485      0.6176      0.1812      0.1287     0.04326     0.04866     0.01706     0.04373     0.01538     0.03844     0.01357    0.008553    0.003087    0.007901    0.002849     0.00415   0.0007925    0.007225     0.00138
17353       1.665        0.54       2.761       0.196       3.195      0.5965       1.802      0.6225      0.8511       0.361      0.3135      0.1447     0.06259     0.03063     0.02335     0.01188     0.02095     0.01068     0.01838    0.009378    0.004128    0.002053    0.003827    0.001895    0.004251    0.000721    0.007402    0.001255
17354      0.6088      0.3389      0.9918      0.4062       1.288      0.5337       1.002      0.5912      0.5433      0.3675      0.2178      0.1592     0.04475     0.03434     0.01698      0.0132     0.01526     0.01187     0.01341     0.01045    0.002994    0.002313     0.00277    0.002136    0.001965    0.000812    0.003421    0.001414
17362      0.3709      0.1235      0.7656      0.3504       1.622      0.8414       1.733      0.9913       1.105      0.6558      0.5093      0.3107        0.11     0.06914     0.04192     0.02667      0.0377       0.024     0.03317     0.02114    0.007393    0.004796     0.00683     0.00443    0.002356    0.001214    0.004102    0.002114
17365      0.1562     0.05015      0.4435      0.1164       1.089      0.2638       1.436      0.3675       1.268      0.3816      0.8013      0.2908      0.2193     0.08945     0.08376     0.03514     0.07514     0.03156     0.06597     0.02778     0.01441    0.006136     0.01331    0.005669    0.002295   0.0005555    0.003996    0.000967
17369      0.1118     0.03199      0.3031      0.0641      0.8157      0.2654       1.251      0.5154       1.168      0.5509      0.7551      0.3939      0.2112      0.1195     0.08147     0.04714     0.07319     0.04242     0.06433     0.03737     0.01419    0.008343      0.0131    0.007707    0.001935    0.000756    0.003369    0.001316
17370     0.07812     0.02209      0.1414     0.02595      0.1715      0.0437      0.1028     0.03506     0.04969      0.0191     0.01852    0.007685    0.003705    0.001633    0.001394   0.0006252    0.001247   0.0005599    0.001092   0.0004909   0.0002438   0.0001085   0.0002259   0.0001003   0.0002317   4.605e-05   0.0004035    8.02e-05
17371       1.172       0.398         1.9      0.5025       3.494       1.206       3.413       2.016       2.215       1.554       1.034      0.7917      0.2244      0.1801      0.0851     0.06901     0.07651     0.06209     0.06722     0.05459     0.01497     0.01234     0.01383     0.01139     0.00536    0.002164    0.009333    0.003767
17378       0.196       0.065       0.427      0.1578      0.7597      0.2444      0.6912      0.2106      0.4106      0.1238      0.1843     0.06025     0.03819     0.01391     0.01433    0.005396     0.01288    0.004864     0.01131    0.004282    0.002502    0.000977    0.002312   0.0009025    0.001196   0.0004352    0.002082   0.0007575
17380      0.9669      0.1981       1.909      0.1095       3.121       0.437       2.702      0.7275       1.527       0.504      0.6388      0.2389      0.1313     0.05394     0.04954     0.02095     0.04452     0.01887     0.03914     0.01663    0.008621    0.003799     0.00797     0.00351    0.004473    0.000435    0.007788    0.000757
17381       1.558      0.5495       2.814       0.458       7.342       0.383       10.93       2.006       11.27        2.67       8.504       2.346       3.002      0.9945       1.262      0.4501       1.137      0.4071       1.001      0.3598      0.2216     0.08145      0.2045      0.0752     0.01682    0.004385      0.0293    0.007635
17386      0.3806      0.1352       1.153      0.2842       3.203      0.1625       4.844      0.7805       4.465       1.249       2.876       1.151      0.8108      0.3942      0.3142      0.1596      0.2824      0.1439      0.2482      0.1268     0.05473     0.02859     0.05054     0.02642    0.007711   0.0009565     0.01342    0.001665
17389      0.4353     0.09475      0.8997      0.2484       1.603      0.4095       1.483       0.418      0.8938      0.2702      0.3979      0.1303      0.0843      0.0309     0.03177     0.01205     0.02854     0.01086     0.02508    0.009565    0.005492    0.002205    0.005069    0.002038    0.002488    0.000744    0.004331    0.001296
17393      0.3103     0.07625      0.5525      0.1355       2.264      0.3335       4.994      0.5315       6.499       1.137       5.818       1.331       2.472      0.7825       1.109      0.3901       1.004      0.3568      0.8898      0.3192      0.2008      0.0743      0.1853     0.06865    0.009729    0.001531     0.01694    0.002665
17395      0.4707      0.1456       1.018      0.2417       1.752       0.498       1.336      0.5171      0.7189      0.3151      0.2839       0.135     0.05774     0.02928     0.02184     0.01129     0.01962     0.01016     0.01724    0.008941    0.003825     0.00199    0.003539    0.001838    0.002208    0.000546    0.003844    0.000951
17396      0.2478     0.05285      0.6689     0.07455       1.655      0.2365       2.345      0.4625       2.067      0.4755       1.258      0.3179      0.3343      0.0908      0.1267     0.03521      0.1137     0.03164     0.09969     0.02781     0.02174     0.00616     0.02007     0.00569     0.00374   0.0006755     0.00651    0.001176
17409      0.2721      0.0815      0.6375      0.2178       1.259      0.3012       1.315      0.2755      0.8405      0.1975      0.3905      0.1137     0.08401      0.0292     0.03163     0.01159     0.02841     0.01045     0.02495     0.00923    0.005553    0.002123    0.005117    0.001974    0.002081   0.0005555    0.003622    0.000967
17415      0.5121      0.1351       1.015      0.2566         1.7      0.5735       1.406      0.6202      0.7834      0.3856      0.3192      0.1687     0.06592     0.03688     0.02501     0.01423     0.02247     0.01281     0.01976     0.01127    0.004381    0.002519     0.00405    0.002327    0.002235     0.00058    0.003891    0.001011
17418      0.8247      0.1685       1.599      0.0765       3.152       0.083       3.159       0.231        1.95      0.1975      0.8749      0.1079       0.183      0.0263     0.06889     0.01038     0.06188     0.00936     0.05438    0.008265     0.01206    0.001905     0.01115    0.001763    0.004691    0.000255    0.008167   0.0004435
17422       1.104      0.2538       2.847       0.354       5.915      0.8195       6.782       2.622       5.213       2.788       2.654       1.635      0.6233      0.4258      0.2363      0.1648      0.2122      0.1483      0.1864      0.1305     0.04154     0.02936     0.03838     0.02712     0.01124    0.002112     0.01957    0.003675
17434       1.812       0.068       2.811      0.0095       2.752      0.0475       1.519      0.0375       0.685       0.018      0.2384      0.0063     0.04274    0.001065     0.01549     0.00037     0.01387     0.00033     0.01215     0.00029    0.002698    0.000102    0.002508     9.5e-05    0.005566   0.0002105    0.009693    0.000367
17446       0.562     0.09595       1.493       0.079       5.174      0.0405       9.762       0.157       10.08      0.2855       7.242      0.3235       2.204       0.129      0.8709     0.05465      0.7835     0.04935      0.6895     0.04355      0.1535     0.00985      0.1417      0.0091     0.01509     0.00037     0.02628    0.000645
17459      0.9045      0.4045       1.585      0.5285       2.505      0.6365       2.136       1.053       1.246      0.7483      0.5504      0.3736      0.1151     0.08319     0.04338      0.0318     0.03896      0.0286     0.03424     0.02516    0.007621    0.005649    0.007045    0.005214    0.003926    0.001038    0.006835    0.001808
17474      0.6855     0.02745        1.28      0.0595       1.597      0.0795       1.077      0.0545       0.534      0.0272      0.2029      0.0104     0.03721      0.0019     0.01345    0.000685     0.01204    0.000615     0.01054    0.000535    0.002315   0.0001215    0.002145   0.0001125    0.002968   0.0001555    0.005167   0.0002705
17478      0.1573     0.05085      0.4412      0.1903       1.108      0.5474       1.537      0.8175       1.312      0.7384      0.7199      0.4181      0.1793      0.1074     0.06807     0.04143      0.0611     0.03723     0.05365     0.03274     0.01187    0.007331     0.01096    0.006775    0.002298    0.001166    0.004001    0.002031
17491       1.376       0.169       3.326       0.099       8.409      0.1075       11.18        0.25       9.207      0.2335       4.813       0.127        1.15       0.031      0.4385     0.01175      0.3939      0.0105      0.3462      0.0092      0.0774     0.00205     0.07151     0.00189     0.01587    0.000465     0.02762     0.00081
17500      0.5435      0.2568       1.312        0.38       3.725       0.429       5.207      0.8575       4.863       1.274       3.208         1.2      0.9304      0.4347      0.3631      0.1783      0.3263      0.1606      0.2866      0.1416     0.06291     0.03161     0.05807     0.02918    0.008368    0.001351     0.01457     0.00235
17501       0.737      0.3881       1.272       0.492       1.867       0.812       1.485      0.9113      0.8194      0.5626      0.3482      0.2595     0.07274     0.05686      0.0276     0.02184     0.02481     0.01965     0.02181      0.0173    0.004869    0.003868    0.004501    0.003569    0.002693    0.001019     0.00469    0.001774
17512      0.3575       0.117      0.7292      0.2276       1.214      0.4841        0.98       0.485      0.5407      0.2928      0.2181      0.1253     0.04486     0.02704     0.01701     0.01041     0.01529    0.009361     0.01344     0.00824    0.002983    0.001837    0.002758    0.001697      0.0016    0.000516    0.002786    0.000898
17519       1.491      0.5868       2.482      0.2745       3.799       0.447       3.752       1.173       2.706       1.286       1.329      0.7491      0.3036      0.1926      0.1148      0.0745      0.1031     0.06701     0.09055     0.05896     0.01997     0.01349     0.01847     0.01244    0.005923    0.001684     0.01031    0.002929
17538        0.77     0.08925       1.349       0.278       4.412      0.7665       9.065      0.5575       11.97       1.585       11.15       1.877       5.207        1.02       2.424      0.4935       2.205       0.451       1.962       0.403      0.4492      0.0946      0.4147      0.0874     0.01801     0.00189     0.03136    0.003295
17540      0.2266      0.0692      0.4006      0.1517       0.619      0.2442      0.5944      0.2631       0.357      0.1639      0.1541     0.07667     0.03227     0.01699     0.01224     0.00655       0.011    0.005896    0.009677    0.005194    0.002133    0.001166     0.00197    0.001077   0.0008488   0.0003742    0.001478   0.0006514
17544      0.7844      0.3356       1.637      0.5795       3.158       0.641         3.2       1.286       2.209       1.187       1.041      0.6317      0.2272      0.1501     0.08565     0.05775     0.07699     0.05202     0.06768     0.04582     0.01516     0.01046     0.01401    0.009665    0.005483     0.00143    0.009549    0.002492
17554      0.2615      0.0641      0.7764      0.1386       2.003       0.205       2.852       0.422       2.551       0.514       1.597      0.4235      0.4333      0.1356      0.1651     0.05375      0.1482     0.04838        0.13     0.04257      0.0284    0.009445     0.02621     0.00872    0.004617   0.0006185     0.00804    0.001077
17562       1.223       1.124       1.726       1.529       3.331       2.623        6.91       3.159       9.614       2.496       8.655       3.415       4.748       3.234        2.57       1.986       2.372       1.848       2.151       1.691      0.5831      0.4829      0.5397      0.4473     0.01316      0.0004     0.02291      0.0007
17566       2.481        0.87       7.391      0.8235       20.86       0.945       28.44        4.21       23.91        4.94       14.07        4.06       3.639       1.256       1.369      0.4876       1.228      0.4381       1.076      0.3843      0.2321     0.08305      0.2141      0.0766     0.04707    0.005965     0.08197     0.01039
17577        12.1       1.235       25.87         1.5       42.21       0.365       35.14           1       19.52       0.885       8.082       0.469       1.584       0.109      0.5844      0.0421      0.5241     0.03785      0.4596      0.0334      0.1007     0.00779     0.09309     0.00721      0.0688    0.001825      0.1197     0.00315
17583      0.2499      0.0632      0.7038     0.08595       1.727      0.2385       2.333      0.5305        1.99      0.5995        1.11      0.3917      0.2807      0.1119      0.1068     0.04414     0.09585     0.03975     0.08418     0.03502     0.01861    0.007915     0.01719    0.007316    0.003484   0.0007085    0.006065    0.001234
17584      0.4437      0.0573      0.9582      0.1978       2.011       0.405       2.171       0.542       1.428       0.396       0.668      0.1995      0.1436     0.04577     0.05434     0.01769     0.04882     0.01592      0.0429     0.01401     0.00956     0.00318    0.008831     0.00294    0.003173    0.000687    0.005524    0.001196
17589      0.9242      0.1188       2.036       0.053       3.292      0.2705       2.491      0.3485       1.337      0.2275      0.5278      0.0987      0.1088     0.02066     0.04137     0.00788     0.03716    0.007095     0.03265    0.006265    0.007249    0.001389    0.006704    0.001282    0.003838   0.0005035    0.006681    0.000877
17591      0.8199      0.4302       1.454      0.4589       2.854      0.4005       3.747      0.8165       3.559       1.071       2.451      0.9065      0.7203      0.3198      0.2819      0.1318      0.2535      0.1189      0.2229       0.105     0.04939     0.02379     0.04561     0.02198    0.005569    0.001336    0.009695    0.002325
17598       0.201     0.05805       0.442      0.1384      0.7993      0.1943      0.7333      0.1592      0.4325      0.0885      0.1946     0.04395     0.04078     0.01001     0.01536    0.003875      0.0138     0.00349     0.01213    0.003073    0.002695    0.000696     0.00249   0.0006435    0.001269   0.0003488     0.00221   0.0006075
17608       1.453      0.1555       3.125      0.0925       5.178      0.6285       4.379       1.035       2.436      0.7175       1.003      0.3388      0.2045      0.0767     0.07703     0.02987      0.0692      0.0269     0.06081     0.02371     0.01347    0.005337     0.01245    0.004927    0.007613    0.000335     0.01326    0.000585
17613      0.3816      0.1058      0.8378      0.1743       1.438      0.5029       1.189      0.5377      0.6622      0.3326      0.2695       0.145     0.05561     0.03161      0.0211     0.01219     0.01896     0.01098     0.01667    0.009661      0.0037     0.00216    0.003421    0.001995    0.001925   0.0004835    0.003351    0.000842
17624      0.9074      0.3906       1.383       0.521       4.623       0.513       10.29      0.5045       13.34         0.7       11.89        1.17       4.999        0.83       2.235      0.4295       2.022      0.3945       1.789       0.353       0.405      0.0851      0.3739      0.0787     0.01905     0.00163     0.03317    0.002835
17627       0.347      0.0302      0.8011     0.07755       1.475      0.1265       1.363      0.1595      0.8201      0.1098       0.358      0.0525     0.07223     0.01143     0.02673     0.00433     0.02397     0.00389     0.02103    0.003425    0.004624   0.0007625    0.004271   0.0007045    0.002434    0.000198    0.004238   0.0003445
17631       3.625       1.065       6.638       0.702       12.13       0.455        12.2        0.98        7.65       0.688       3.484      0.3285       0.741      0.0704      0.2808      0.0265      0.2524     0.02385      0.2219      0.0209     0.04884    0.005335      0.0451    0.004935     0.01735    0.001895      0.0302      0.0033
17640      0.2772     0.03525      0.7601      0.1211       1.609       0.296       1.711      0.3945       1.217      0.3679      0.5796       0.202      0.1267     0.04971     0.04727     0.01906      0.0424     0.01713     0.03719     0.01506    0.008202    0.003368    0.007572    0.003108    0.002966   0.0005515    0.005164   0.0009605
17645       1.164      0.3094       1.949      0.3085       2.518       0.421       1.746      0.4505      0.9119      0.2862      0.3523      0.1248     0.07088     0.02755     0.02673     0.01067     0.02401    0.009605     0.02109    0.008455    0.004646    0.001876    0.004297    0.001732    0.003515   0.0004295    0.006121   0.0007475
17654       2.059      0.2455       5.141       0.256       9.453       0.194       8.676      0.7085        5.44      0.7775       2.389      0.4085      0.4822     0.09485      0.1765      0.0351      0.1582     0.03145      0.1385     0.02755     0.03026    0.005995     0.02795    0.005535     0.01641     0.00072     0.02857    0.001255
17660        1.12      0.5873       2.061        0.39       4.644        0.36       6.474         1.2       5.532       1.601       3.102       1.191      0.7911      0.3669      0.3028      0.1446      0.2721      0.1301       0.239      0.1146     0.05309     0.02572     0.04904     0.02376    0.009241    0.001899     0.01609     0.00331
17661      0.9142      0.2188       1.867       0.123       3.161      0.6015       2.825       1.139       1.655      0.8203      0.7149      0.4062      0.1503     0.09119     0.05708     0.03517     0.05132     0.03166     0.04513     0.02789     0.01007    0.006266    0.009313    0.005788    0.004514   0.0008275    0.007859    0.001441
17665       1.074      0.5634       2.241        0.44        4.28      0.3105       5.065       0.898       4.147       1.325       2.243      0.9585      0.5587       0.289      0.2134       0.115      0.1918      0.1036      0.1685      0.0914     0.03756     0.02085     0.03471     0.01928    0.007441    0.001705     0.01295    0.002967
17668      0.6438      0.3059       1.132      0.5012       1.513       0.428       1.111      0.3154      0.6211       0.242      0.2603      0.1208     0.05331      0.0279     0.02009     0.01089     0.01804    0.009806     0.01586    0.008643    0.003499    0.001939    0.003235    0.001789    0.002524    0.001015    0.004394    0.001767
17674      0.8431      0.1366       1.422      0.2855       1.561       0.461      0.9561      0.3569      0.4662      0.1973      0.1751     0.08185      0.0321     0.01539     0.01161    0.005556      0.0104    0.004972    0.009106    0.004354    0.001985    0.000933    0.001839   0.0008616    0.003002   0.0007795    0.005228    0.001357
17675       0.438      0.0597      0.9662      0.1847       1.914        0.34       1.926       0.436       1.194      0.3019      0.5374       0.147      0.1127     0.03297     0.04249      0.0127     0.03818     0.01143     0.03354     0.01007    0.007454    0.002277    0.006886    0.002102    0.002952    0.000559    0.005139   0.0009735
17676       4.789       0.122        7.78      0.0235       8.039       0.082       4.648      0.0695        2.13       0.034      0.7531     0.01225      0.1355      0.0021     0.04904     0.00072     0.04392    0.000645     0.03847     0.00056    0.008539   0.0001945     0.00793   0.0001805     0.01597     0.00036      0.0278    0.000635
17681      0.3628      0.1355      0.9301       0.393       1.964      0.6575       2.526       1.085       2.124        1.05       1.164      0.6358      0.2911      0.1714      0.1114     0.06691      0.1001      0.0602     0.08798     0.05302     0.01965     0.01198     0.01815     0.01107     0.00373    0.001562    0.006494     0.00272
17689      0.5635      0.1951       1.095      0.1719       2.198      0.6025       3.331       1.371        3.21       1.531       2.194       1.145      0.6423      0.3588      0.2509      0.1431      0.2256      0.1288      0.1983      0.1135     0.04389     0.02545     0.04053     0.02351    0.004987    0.002115    0.008681     0.00368
17691      0.2665     0.09525      0.6517      0.2524       1.659      0.7114       2.491       1.142       2.212       1.109        1.26      0.6505      0.3224      0.1752      0.1233     0.06887      0.1108       0.062     0.09737     0.05463      0.0217     0.01242     0.02005     0.01148    0.003585     0.00154     0.00624    0.002681
17699       2.865       0.173       2.944      0.1015       2.351      0.1745       1.523      0.4475       0.973       0.463      0.5097      0.3096      0.1305      0.0883     0.05078     0.03418     0.04571     0.03072     0.04025       0.027    0.009194    0.005956    0.008508    0.005502    0.000784    0.000784    0.001365    0.001364
17715      0.1757     0.08007      0.4059      0.1374       1.011      0.5749       1.541       1.055       1.492       1.088       1.073      0.8219      0.3282      0.2598        0.13      0.1038      0.1169     0.09348      0.1029     0.08231     0.02288     0.01839     0.02113     0.01698    0.002257    0.001583    0.003929    0.002757
17750      0.1317     0.03818       0.393      0.1837      0.9461      0.4489       1.209      0.6792       1.004      0.6288      0.5403      0.3645      0.1336     0.09555     0.05084      0.0368     0.04566     0.03308     0.04011     0.02908    0.008899    0.006481    0.008221    0.005988    0.001831   0.0009605    0.003187    0.001672
17757       1.248       0.227       2.688       0.283       5.517       0.294       5.787       1.161       3.881       1.093       1.825       0.624      0.3939      0.1561      0.1484      0.0615      0.1333     0.05543      0.1171     0.04892     0.02609     0.01119      0.0241     0.01034    0.008936   0.0006215     0.01556     0.00108
17758       3.736      0.5635       8.722       0.507       20.72       0.325       25.16       1.055       19.34       1.235       9.646       0.754       2.201       0.201      0.8316     0.07985      0.7467     0.07195      0.6557     0.06355      0.1459     0.01465      0.1346     0.01355     0.03655     0.00168     0.06364    0.002925
