# Origin_20cm     z_phot   ref_z_phot     z_spec   ref_z_spec                id__     chisq_tot        nfit_tot      chisq_star       nfit_star      chisq_dust        nfit_dust
  1               0.56     1              0.5585   21                     13677         3.75422              10        0.997063               3         2.75716               5
  1               0.49     1              0.5946   21                     13678         4.44363              11       0.0203807               3         4.42325               6
  2               1.19     1              1.224    72                     13680         6.50869               9        0.561237               4         5.94745               3
  1               -99.0    -99            -99.0    -99                    13685          4.8445              15         1.02058               4         3.82392               9
  2               1.03     1              1.016    81                     13686        0.725332              10        0.407224               4        0.318108               4
  2               0.11     1              0.0786   21                     13688         1.49104               8     4.95139e-21               1         1.49104               4
  1               1.31     1              -99.0    -99                    13690         8.24369              11         2.60508               4         5.63861               5
  1               0.98     1              1.013    21                     13691         6.91267              11          1.8013               4         5.11137               5
  1               1.79     1              -99.0    -99                    13697         2.24336              11        0.898864               5          1.3445               5
  1               0.97     1              -99.0    -99                    13698        0.461179               8       0.0624858               3        0.398694               3
  1               2.3      1              -99.0    -99                    13709         1.30026              11         0.66622               5        0.634035               4
  1               1.16     1              -99.0    -99                    13731         8.73407              11         1.55238               4         7.18169               5
  1               0.08     1              0.0788   21                     13732         19.7872               9     2.41228e-19               1         19.7872               5
  1               2.38     1              -99.0    -99                    13740         7.37669              13         4.16978               5         3.20691               6
  2               2.45     1              -99.0    -99                    13741          12.805              14         8.74765               5         4.05734               7
  1               0.89     1              0.907    72                     13762         1.96439              10        0.349996               3         1.61439               5
  1               1.41     1              -99.0    -99                    13767        0.772513              11        0.421992               4         0.35052               5
  1               0.83     1              0.8429   21                     13771          5.6328              10        0.299273               3         5.33353               5
  1               2.08     2              -99.0    -99                    13783         2.30528              11        0.295986               5         2.00929               4
  1               1.74     1              -99.0    -99                    13784         1.69126              14       0.0352393               5         1.65602               7
  1               3.39     1              -99.0    -99                    13786         14.9619              15         4.64331               5         10.3185               9
  1               4.7      1              -99.0    72                     13792         35.1463              18         11.7994               6         23.3469              10
  1               1.98     1              -99.0    -99                    13793         15.2327              13         1.10054               5         14.1322               6
  1               1.2      2              -99.0    -99                    13799         5.09065               9       0.0850382               4         5.00561               4
  1               0.13     1              0.0892   21                     13805         2.98763              10     2.97626e-21               1         2.98763               6
  2               1.1      1              0.09     72                     13806          63.347              10     7.02415e-21               1          63.347               6
  1               0.95     1              -99.0    -99                    13808         5.28175               9         1.41864               3         3.86311               4
  1               0.57     1              0.556    10                     13810         2.97097               9       0.0209407               3         2.95003               4
  3               1.46     1              1.604    104                    13811        0.921562              11        0.547758               4        0.373804               5
  1               1.2      1              -99.0    -99                    13814         4.67347              11         1.64045               4         3.03303               5
  1               2.8      2              -99.0    -99                    13818         66.7905              11         62.5727               5         4.21776               5
  1               0.95     2              -99.0    -99                    13835         59.1841               7     1.45046e-18               1         59.1841               5
  1               0.76     1              0.7732   21                     13848         6.69249              10         1.80267               3         4.88982               5
  1               1.56     1              -99.0    -99                    13851         16.2361              11         4.47734               5         11.7588               5
  2               1.16     1              1.22     23                     13855         12.7263               9        0.411858               4         12.3145               4
  1               0.81     1              -99.0    -99                    13859         7.39559              10         1.24377               3         6.15182               5
  2               0.78     1              0.779    10                     13866         2.20517               8        0.757443               3         1.44772               3
  2               1.68     1              -99.0    81                     13870         100.603              11        0.237684               5         100.365               5
  1               2.38     1              0.4765   21                     13871         20.8224               9       0.0248132               2         20.7976               5
  1               0.95     1              0.9072   21                     13882         5.99471              11        0.339187               3         5.65552               6
  1               0.93     2              -99.0    -99                    13888        0.826747               5     1.95069e-18               1        0.826747               3
  1               1.79     1              -99.0    -99                    13889         7.91024              11         3.60437               5         4.30586               5
  1               1.57     1              -99.0    -99                    13892         5.29698              11         1.14242               5         4.15456               5
  1               1.46     1              1.529    81                     13894         2.92423              11        0.671732               4          2.2525               5
  1               1.66     1              1.671    34                     13895         6.17036              11         3.36868               5         2.80168               5
  2               1.23     1              -99.0    72                     13903          5.3396              10         1.60684               4         3.73276               4
  1               0.93     1              0.954    10                     13907         1.85529              11        0.515351               4         1.33994               5
  2               0.3      1              0.2542   21                     13908         2.28496               9       0.0132317               2         2.27173               4
  2               0.87     1              0.913    21                     13918         111.402              10        0.666218               3         110.736               5
  1               1.16     2              -99.0    -99                    13927         30.7072              10         25.2064               4         5.50086               5
  1               0.84     1              0.7841   21                     13939         5.84024              10        0.470729               3         5.36951               5
  1               0.99     1              0.9109   21                     13940         6.32659              10        0.192177               3         6.13441               5
  1               1.57     1              1.745    34                     13949         7.58446              11         1.00326               5          6.5812               5
  1               0.48     1              0.519    10                     13970         1.09386               8        0.155397               3        0.938457               3
  1               5.48     1              5.605    72                     13974         21.1734              11         16.6009               6         4.57246               5
  1               1.17     1              -99.0    -99                    13981        0.335498               8       0.0365621               3        0.298936               4
  2               2.02     1              -99.0    -99                    13988         2.40001              14         1.00215               5         1.39786               7
  1               0.12     1              0.136    21                     13999           6.009               8     1.31768e-21               1           6.009               4
  1               1.5      2              -99.0    81                     14002         164.148               7         37.0946               3         127.054               3
  1               2.13     1              -99.0    -99                    14003         4.57617              13         2.59103               5         1.98514               6
  1               0.53     1              0.5065   21                     14012         1.44857              10        0.047109               3         1.40147               5
  2               1.95     1              0.911    72                     14024         51.5797              10        0.570387               3         51.0093               5
  1               1.64     1              -99.0    -99                    14027         6.48034              11         4.79318               4         1.68716               5
  1               0.78     1              0.7843   21                     14040         5.04214               9        0.351886               3         4.69025               4
  1               1.92     1              -99.0    -99                    14050         4.74437              12         2.00665               5         2.73771               5
  2               1.96     1              -99.0    -99                    14052         4.25322              13        0.201404               5         4.05182               6
  1               1.08     1              -99.0    -99                    14065         17.6801              10         15.6668               3         2.01332               5
  3               1.18     1              1.224    21                     14071        0.979239               9        0.302293               4        0.676946               3
  1               0.81     1              0.7969   21                     14079         7.58832              10        0.775712               3         6.81261               5
  1               1.05     1              1.021    81                     14082         10.4453              12         0.85954               4         9.58575               6
  1               2.38     1              2.438    72                     14085         1.13456              12        0.479256               5        0.655301               5
  1               1.14     1              1.084    72                     14094         1.00616               8        0.104796               4        0.901369               3
  1               1.15     1              1.152    102                    14095          3.5691               9         2.06574               4         1.50336               3
  3               2.67     2              -99.0    -99                    14096         25.5639               9         23.4597               2         2.10416               6
  1               1.16     1              1.176    10                     14108         4.50012              11        0.544605               4         3.95552               5
  1               1.81     1              -99.0    -99                    14118         3.45275              11          1.9302               5         1.52255               5
  1               1.91     1              -99.0    -99                    14119         7.36043              12         2.67001               5         4.69043               5
  1               0.92     1              0.934    81                     14121         13.2713              11         1.20339               4         12.0679               5
  1               1.34     1              -99.0    -99                    14128         17.0123              11         1.22387               4         15.7884               5
  1               1.59     1              -99.0    -99                    14131         10.6853              11         2.50757               5         8.17775               5
  2               0.96     1              0.9379   23                     14137         5.91531              10        0.775877               4         5.13943               4
  1               2.13     2              -99.0    -99                    14143         2.73342              11         1.50302               5          1.2304               4
  2               1.05     1              1.017    72                     14149         3.30057              11        0.400031               4         2.90054               5
  1               0.05     2              -99.0    -99                    14166         7.00813               6     6.10487e-19               1         7.00813               3
  1               0.55     1              0.5678   21                     14169          6.9091              10         1.27054               3         5.63856               5
  1               3.13     1              -99.0    -99                    14179         15.8512              12         9.25401               5         6.59717               6
  1               1.44     2              -99.0    -99                    14185         3.06655               8      0.00157037               2         3.06498               5
  1               3.05     1              -99.0    -99                    14186         33.9832              15          22.051               5         11.9322               8
  2               1.41     1              1.021    21                     14188         19.1157              12          1.6151               4         17.5006               6
  1               3.67     1              -99.0    -99                    14191         17.8244              14         9.78574               5         8.03863               7
  1               0.86     1              -99.0    -99                    14196          2.3028              11       0.0681678               3         2.23464               6
  1               0.55     1              0.529    21                     14208          2.4765              10        0.741399               3         1.73511               5
  2               1.02     1              1.015    72                     14209        0.532136               9         0.40561               4        0.126526               3
  2               0.87     1              1.013    72                     14211         3.33392              11        0.774138               4         2.55978               5
  1               1.6      1              1.528    104                    14216         22.5473              11         1.44278               4         21.1045               5
  1               0.88     1              0.9029   21                     14220         2.29276               9        0.554947               3         1.73781               4
  1               2.56     1              2.457    34                     14221         7.05567              12         4.42838               5         2.62729               5
  1               0.49     1              0.5065   21                     14224         2.69036               8       0.0397794               3         2.65058               4
  1               1.19     1              -99.0    -99                    14227         2.24951              11       0.0238018               4         2.22571               5
  1               2.8      1              -99.0    -99                    14228         10.8532              14          1.3801               5         9.47314               7
  1               0.82     1              0.85     21                     14229         2.07025               9        0.313773               3         1.75648               4
  1               2.14     1              -99.0    81                     14234         7.02457              11          6.5232               5        0.501369               4
  1               2.49     1              -99.0    -99                    14236         2.07176              13        0.440057               5          1.6317               6
  1               2.23     1              2.297    34                     14237         19.5709              12         17.2682               5          2.3027               5
  1               2.98     1              -99.0    -99                    14243          3.5583              11         1.59653               5         1.96177               4
  1               0.46     1              0.475    4                      14250          21.391               8       0.0193473               2         21.3716               4
  1               2.23     1              -99.0    -99                    14252         1.86065              12         1.06255               5        0.798102               5
  1               1.46     2              -99.0    -99                    14257         7.24456               9         1.19771               4         6.04685               4
  1               0.93     1              0.936    81                     14262         1.62868              11        0.664982               4          0.9637               5
  1               1.59     1              1.672    104                    14266         6.09427              11         2.31318               5         3.78109               5
  1               3.12     1              2.983    72                     14267         9.23383              12        0.610473               5         8.62336               5
  1               1.17     1              -99.0    -99                    14274         4.85352               9        0.777415               4         4.07611               4
  1               0.74     1              0.7482   21                     14280         4.35956              11        0.885963               3          3.4736               6
  1               3.24     1              -99.0    -99                    14283         8.59635              17          1.6157               5         6.98065              10
  2               0.56     1              0.6382   21                     14289         1.67036               9        0.409182               3         1.26117               4
  1               1.01     1              0.8451   21                     14291         4.70104              10       0.0634304               3         4.63761               5
  1               2.19     1              -99.0    -99                    14292         18.3489              12          11.245               5         7.10384               5
  2               1.73     1              -99.0    -99                    14304         34.9216              12         7.09883               4         27.8228               6
  3               1.46     1              1.016    72                     14305         24.8128              12         21.6158               4         3.19704               6
  2               0.55     1              0.5594   21                     14310         8.94595               8        0.150837               3         8.79511               3
  1               3.03     1              -99.0    -99                    14315         18.0242              14        0.556377               5         17.4678               7
  2               0.75     1              0.7654   21                     14323         12.0682              10         0.13926               3          11.929               5
  1               1.01     2              -99.0    -99                    14328          2.3114               8        0.200507               3         2.11089               4
  2               0.26     1              0.299    10                     14342         31.6438              11       0.0173421               2         31.6265               6
  1               2.25     1              -99.0    -99                    14346         1.94972              12         1.12399               5        0.825734               5
  1               0.59     1              -99.0    -99                    14349          4.4494               9        0.291752               2         4.15765               5
  1               1.07     1              -99.0    -99                    14350         2.75327               9         0.04416               4         2.70911               4
  1               1.18     2              -99.0    -99                    14352         4.59741               7         3.22868               2         1.36873               4
  1               1.21     2              -99.0    -99                    14366         6.02007               4     6.08127e-18               1         6.02007               3
  1               1.72     2              -99.0    -99                    14367         7.61888              11         6.13984               5         1.47904               4
  1               2.25     1              -99.0    -99                    14369         7.31138              12         6.59824               5        0.713146               5
  1               0.91     1              -99.0    -99                    14371          2.9815              10          1.1664               3         1.81511               5
  1               2.3      1              -99.0    -99                    14391           1.698              11        0.956031               5         0.74197               4
  1               3.06     1              -99.0    -99                    14396         40.4515              15          27.447               5         13.0045               9
  1               0.29     1              0.2755   21                     14398          7.8559              11       0.0353995               2          7.8205               6
  1               0.99     1              1.087    81                     14403         6.65071               9         2.55381               4          4.0969               4
  2               0.51     1              0.5183   25                     14409         35.9038              10         2.98101               3         32.9228               5
  1               1.71     1              -99.0    -99                    14412          2.3203              11         1.23104               5         1.08926               5
  2               2.5      1              -99.0    -99                    14417         26.6866              16         10.8021               5         15.8845               9
  1               2.17     1              -99.0    -99                    14427          6.5869              12         5.00339               5         1.58351               5
  1               2.11     1              -99.0    81                     14431         15.0464              11         12.8908               5         2.15565               5
  1               1.18     2              -99.0    -99                    14435         1.93417               7      0.00439561               2         1.92977               4
  1               0.72     1              0.6378   21                     14458         7.41547               9        0.316507               3         7.09896               4
  1               1.58     1              -99.0    -99                    14459         3.39689              11        0.901909               4         2.49498               5
  1               0.56     1              0.6494   21                     14491         3.42942              10        0.231596               3         3.19782               5
  1               0.51     1              0.5178   21                     14494         7.59391              10         0.25223               3         7.34168               5
  1               1.87     1              -99.0    -99                    14501         9.64622              12        0.320118               5          9.3261               6
  1               0.91     1              0.9358   25                     14502         4.50125              11         1.72201               4         2.77923               5
  1               0.95     2              0.8411   21                     14513         2.19359               8        0.123749               3         2.06984               4
  1               0.62     1              0.6334   21                     14515         2.99176              10        0.234825               3         2.75694               5
  1               0.93     1              -99.0    -99                    14520         3.08535              10        0.457154               3         2.62819               5
  1               0.66     1              0.6831   21                     14521         3.46577               9         0.52323               3         2.94255               4
  1               1.59     1              1.604    104                    14537         6.41768              11         2.15797               4         4.25971               5
  1               2.05     1              -99.0    -99                    14539         2.22562              12        0.287678               5         1.93794               5
  1               1.2      2              -99.0    -99                    14540         4.74582               7     1.01449e-17               1         4.74582               5
  2               0.78     1              -99.0    81                     14557         1.87289               9      0.00833273               3         1.86456               4
  1               1.74     1              -99.0    81                     14558         12.1912              12         2.19469               5         9.99653               5
  1               0.28     1              0.295    10                     14562        0.443457               8        0.045889               2        0.397568               3
  1               0.93     1              0.954    81                     14565         1.91926              11        0.400759               4          1.5185               5
  1               2.16     1              -99.0    -99                    14566         4.17541              14        0.403705               5          3.7717               7
  2               0.66     1              -99.0    81                     14571         1.24389               9     0.000178141               3         1.24371               5
  1               1.28     1              1.277    21                     14572         1.25293              12        0.128679               4         1.12426               6
  1               0.45     1              0.4745   21                     14575         2.24133               9       0.0193664               2         2.22197               5
  1               1.67     1              -99.0    -99                    14581         8.34312              11         0.61762               5          7.7255               5
  3               0.95     2              1.142    72                     14582        0.921486              11         0.62078               4        0.300707               6
  1               1.87     2              -99.0    -99                    14583         1.71396              10        0.827908               5        0.886057               4
  1               0.3      1              0.3      81                     14588        0.121904               7      0.00502246               2        0.116882               3
  1               0.68     1              0.6944   23                     14589         4.73977              10        0.528804               3         4.21097               5
  1               1.45     1              1.489    34                     14599          16.373              12        0.155696               4         16.2174               6
  1               0.6      1              0.638    72                     14605         3.22249               9        0.180951               3         3.04154               4
  1               0.92     1              0.9784   21                     14610        0.807274               9          0.2812               4        0.526073               3
  1               1.15     1              1.14     81                     14614          1.1456              11        0.481448               4        0.664158               5
  1               0.28     1              0.2757   21                     14618         1.73818              11       0.0318274               2         1.70635               6
  1               1.97     1              -99.0    -99                    14620         6.48979              15        0.504111               5         5.98567               8
  2               1.06     2              -99.0    102                    14622         2.73556              12       0.0751333               4         2.66043               7
  2               2.25     1              -99.0    81                     14630         5.82401              14         1.72464               5         4.09937               7
  2               0.39     1              0.4225   21                     14632         6.56516               7     0.000352821               2          6.5648               3
  1               1.19     1              1.219    81                     14637         5.60553              10        0.304631               4          5.3009               5
  1               1.79     2              -99.0    -99                    14639          2.9063              11         1.88597               5         1.02033               4
  1               1.61     1              -99.0    -99                    14646         8.11021              11         5.93304               5         2.17717               5
  1               0.85     1              0.8549   81                     14649        0.986925              10        0.159325               3          0.8276               5
  1               1.53     1              -99.0    -99                    14650         1.95208              11       0.0905307               4         1.86155               5
  1               1.46     2              -99.0    -99                    14652         2.69899               6     7.50597e-19               1         2.69899               4
  1               0.97     1              1.017    72                     14657         1.49606              11        0.398197               4         1.09786               5
  1               0.77     1              0.762    10                     14658         9.39812              10        0.340097               3         9.05802               5
  1               0.84     1              0.8736   21                     14670         9.78157              10         0.32622               3         9.45535               5
  1               1.53     1              1.526    85                     14672         1.10894              10        0.966568               4        0.142376               4
  1               0.92     1              0.936    4                      14673        0.454493               9        0.027265               4        0.427228               3
  1               1.9      2              -99.0    -99                    14690         3.42942              10          1.5673               5         1.86212               4
  2               1.87     1              -99.0    -99                    14694         2.52632              13        0.920464               5         1.60586               7
  1               0.92     1              -99.0    -99                    14715         3.61298               8         0.10267               3         3.51031               4
  1               0.88     1              0.9367   21                     14730         3.86252              11        0.420172               4         3.44235               5
  2               1.23     1              1.226    81                     14732         2.46109              11        0.267847               4         2.19325               5
  1               1.33     1              -99.0    -99                    14735         2.09399              12         0.49564               4         1.59835               6
  1               2.14     1              -99.0    -99                    14736         1.60118              11         1.22786               5        0.373319               4
  2               0.4      1              0.4109   25                     14743         1.47192               8      0.00329146               2         1.46863               4
  1               0.84     1              0.8512   25                     14750         4.73084              10         0.72691               3         4.00393               5
  1               0.72     1              -99.0    -99                    14751         3.76916              10        0.171298               3         3.59786               5
  1               1.07     1              1.109    81                     14752         2.67342              12        0.803502               4         1.86991               6
  1               0.97     1              1.006    10                     14757         2.50227              11         1.06528               4         1.43699               5
  1               0.87     2              0.8428   81                     14769        0.878011               7        0.557025               3        0.320986               3
  1               1.79     1              -99.0    -99                    14772         7.11986              12         1.60324               5         5.51662               5
  1               0.92     1              0.9359   81                     14773        0.645836              10        0.390359               4        0.255477               4
  1               2.36     1              2.275    34                     14778         6.95708              13        0.760225               5         6.19685               6
  1               0.86     1              1.006    81                     14794         3.41159               9        0.277301               4         3.13429               3
  2               0.87     1              0.9399   21                     14796          28.139              12        0.275031               4          27.864               6
  1               1.69     2              -99.0    -99                    14802         6.09724               9         1.37858               4         4.71866               4
  1               0.61     1              0.6374   21                     14803          1.7642               9        0.120763               3         1.64343               5
  3               1.42     1              -99.0    42                     14806         2.05734              13        0.251981               4         1.80536               7
  1               0.78     1              0.7778   21                     14823         0.79046               9        0.166021               3        0.624439               4
  1               0.17     1              0.1133   21                     14824         5.94634               8     1.50603e-18               1         5.94634               4
  1               1.24     1              -99.0    -99                    14832         13.1418              11         1.95812               4         11.1837               5
  1               3.04     1              2.975    34                     14833         15.9232              12         3.10106               5         12.8221               5
  1               0.79     1              0.202    72                     14834         1.04554               8     0.000175017               2         1.04536               3
  1               0.18     1              0.2019   21                     14836         4.86009              10        0.752208               2         4.10788               5
  3               1.24     1              -99.0    42                     14853         18.5573              13         1.67075               4         16.8865               7
  1               0.95     1              1.011    81                     14854         6.30633              12        0.890168               4         5.41616               6
  1               1.2      1              1.223    81                     14857          13.721              11        0.830285               4         12.8907               5
  1               1.33     1              -99.0    -99                    14858         5.03395              12        0.374397               4         4.65956               6
  1               1.19     1              -99.0    -99                    14859         4.87854              11        0.214961               4         4.66358               5
  3               1.35     1              1.4      81                     14867         5.48064              10        0.530858               4         4.94978               4
  1               0.82     1              0.8201   21                     14875          2.0901              10         0.56098               3         1.52912               5
  2               2.5      1              2.487    104                    14890         51.2874              15         1.20018               5         50.0872               8
  2               0.66     1              -99.0    81                     14896         5.17122              12         2.00763               3         3.16359               7
  1               2.56     1              -99.0    -99                    14903         12.2567              13         4.49049               5         7.76617               6
  1               0.79     1              0.8206   21                     14904         2.62112              10        0.389387               3         2.23174               5
  1               2.28     1              2.161    34                     14905         7.94505              13         2.03184               5         5.91321               6
  1               0.85     1              0.969    72                     14906          1.6299               9        0.216116               4         1.41378               3
  1               2.07     2              -99.0    -99                    14910         2.44978               8     1.79085e-19               1         2.44978               5
  2               5.57     1              -99.0    -99                    14914         10.2038              14         5.87042               5         4.33342               7
  1               0.93     1              0.8467   21                     14915          6.6557              10         1.55281               3         5.10289               5
  1               2.03     1              -99.0    -99                    14919         4.18763              13         0.95179               5         3.23584               6
  1               0.87     1              0.9481   21                     14920          2.3981               8        0.220244               4         2.17786               2
  1               2.86     1              -99.0    -99                    14926         15.3335              13         3.48262               5         11.8509               6
  1               1.2      1              1.014    72                     14930         1.61258               8        0.247163               4         1.36541               3
  1               2.08     1              -99.0    -99                    14938         4.92792               9         3.20544               5         1.72248               2
  1               3.67     1              -99.0    -99                    14962           12.58              14         2.36234               5         10.2177               7
  3               1.65     2              -99.0    -99                    14980         26.7085               9        0.132261               2         26.5762               6
  1               0.92     1              1.012    21                     14981         2.04765               9         0.78594               4         1.26171               4
  1               0.96     1              0.97     81                     14982         8.69058              12          1.0564               4         7.63418               6
  2               2.12     1              2.088    34                     14986         34.9063              12         3.46589               5         31.4404               5
  1               1.16     1              -99.0    -99                    14994         24.0292              11         5.33654               4         18.6926               5
  2               0.96     1              0.784    81                     15008        0.397965               7        0.110583               3        0.287382               3
  1               0.54     1              0.569    72                     15010         2.18127               6         1.48376               3        0.697509               2
  2               1.52     1              1.371    21                     15027         6.20419              11         5.88995               4         0.31424               5
  1               0.92     1              1.0      21                     15028         2.69869               9        0.452353               4         2.24634               3
  1               2.36     1              -99.0    -99                    15033         4.34368              14        0.609223               5         3.73445               7
  1               1.48     1              1.53     104                    15035         4.20419              11         1.02467               4         3.17952               5
  1               0.89     1              0.8889   21                     15053         5.95692              10      0.00403459               3         5.95289               5
  1               1.63     1              -99.0    -99                    15058         2.81458              11         0.42869               5         2.38589               5
  1               1.16     1              -99.0    -99                    15060         3.58208              11        0.187782               4          3.3943               5
  2               0.22     1              0.214    81                     15061         19.5699               9         12.0391               2         7.53076               5
  2               0.71     1              0.679    21                     15063         10.4081              10         1.03585               3         9.37226               5
  1               0.32     2              -99.0    -99                    15069         1.18483               8        0.408652               2        0.776177               5
  1               1.54     2              -99.0    -99                    15071         2.09649               9       0.0217681               4         2.07472               4
  2               0.58     1              0.6373   21                     15072         8.19382               8      0.00857198               3         8.18525               4
