#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
17365      0.2824      0.1376      0.7435      0.3165       1.103      0.5631       1.034      0.5897       0.651        0.41       0.181      0.1232     0.07026     0.04864    0.001988   0.0009999     0.01237    0.008658
17369      0.3865      0.2098       1.005      0.6636       1.348      0.9248       1.124      0.7757      0.6551      0.4539      0.1678      0.1165     0.06293     0.04367    0.002641    0.001835     0.01094    0.007666
17370      0.2926      0.2824      0.4166      0.4131      0.2685      0.2674      0.1341      0.1337     0.05106     0.05094     0.01041     0.01038    0.003939    0.003928    0.001173    0.001173   0.0006935   0.0006935
17371       1.813      0.5555       3.667       1.248       3.762       1.939       2.447       1.512       1.142       0.777      0.2464      0.1786      0.0932      0.0687     0.00867     0.00347     0.01638     0.01228
17378       0.296      0.2572      0.4444      0.4264      0.3943       0.388      0.2442      0.2416      0.1116      0.1108     0.02377     0.02359    0.009005    0.008935    0.001131    0.001131     0.00158    0.001579
17380        2.21      0.4265       2.733        0.25       1.897       0.352      0.9527      0.2223      0.3635     0.09705     0.06862     0.02033     0.02515     0.00769    0.008621    0.001298    0.004355     0.00133
17381       2.606       0.636       6.665      0.6275       10.47      0.7885       11.26       1.376       8.878       1.432       3.296      0.8645       1.414      0.4316     0.01597     0.00179      0.2523      0.0815
17386       1.237      0.3803       3.267       0.268       5.085       0.462        4.84      0.7965       3.208      0.7635      0.9113      0.2777      0.3526      0.1145    0.009474     0.00052     0.06114     0.02091
17389       1.119      0.4406       1.741       0.425       1.524       0.382      0.9194      0.2477      0.4123      0.1402     0.08606     0.03444     0.03228     0.01355    0.004448    0.001477    0.005543    0.002493
17393      0.4935      0.4198      0.8349      0.4032       0.991       0.354      0.9935      0.6085      0.8396      0.6525       0.364      0.3154      0.1663      0.1465    0.001146    0.001146     0.03059     0.02679
17395      0.8786      0.3205       1.508      0.6329       1.166      0.5967      0.6323      0.3515       0.251      0.1475      0.0513     0.03149     0.01943     0.01209    0.003527    0.001352     0.00341    0.002131
17396      0.6069      0.0731       1.534       0.254       2.326      0.6325       2.129      0.6985       1.339       0.494      0.3679      0.1491      0.1411     0.05892     0.00435    0.001039     0.02445     0.01049
17409      0.7803      0.3967       1.353      0.4712        1.17      0.3369      0.7515      0.2525      0.3546      0.1402     0.07679     0.03432     0.02898     0.01344    0.003524    0.001399    0.005084    0.002441
17415      0.4666      0.3911      0.7836      0.7514      0.6881      0.6769      0.3956      0.3911       0.165      0.1634     0.03473     0.03443     0.01326     0.01315    0.001717    0.001701    0.002324     0.00232
17418       1.341       0.153       2.699      0.2225       2.797       0.264       1.729        0.21      0.7763      0.1111      0.1625     0.02655     0.06115     0.01042    0.006675   0.0006355     0.01071    0.001888
17422       2.535        0.69       5.134      0.2255       5.434       1.241       4.007       1.563       1.982      0.9565      0.4534      0.2544      0.1711     0.09904     0.01341    0.000445     0.02992      0.0177
17434        2.41      0.2675       2.325      0.2875       1.277       0.164      0.5749     0.07445         0.2      0.0259     0.03591     0.00462     0.01303    0.001665    0.008391    0.001148    0.002254   0.0003085
17446       1.499      0.1195       4.615        0.05       8.186      0.1695       8.186      0.2975       5.675       0.311        1.68       0.115      0.6584      0.0476      0.0144     0.00057      0.1155     0.00845
17459        1.24      0.4973       1.854       0.479       1.651      0.7116      0.9941      0.5269      0.4413      0.2629      0.0933      0.0603     0.03539     0.02343    0.004775    0.001493    0.006185    0.004245
17474       0.502      0.1933      0.7545      0.1345      0.7064      0.1756       0.409      0.1459      0.1764     0.07644     0.03647     0.01815     0.01375    0.007124    0.002092   0.0005765    0.002416    0.001282
17478      0.5315      0.2307       1.253        0.48       1.609        0.53       1.367      0.4785      0.7504      0.2676      0.1878      0.0697     0.07133     0.02712    0.003286    0.001148      0.0124    0.004847
17491       3.278       0.251       8.385      0.3965       10.74        0.25       8.576       0.278       4.424      0.2085       1.044      0.0633      0.3961     0.02605     0.02219     0.00091     0.06945     0.00493
17500        1.51       0.435        3.83      0.3875       5.772      0.4535        5.47      0.8205       3.639       0.795       1.038       0.298      0.4023       0.124     0.01041    0.000748      0.0698     0.02277
17501       1.112      0.2515       2.128       0.457       1.881       0.431       1.116      0.3388      0.4889      0.1822      0.1028     0.04296     0.03902     0.01678    0.004879   0.0009355    0.006879    0.003017
17512      0.4565       0.376      0.7422      0.6688      0.6313      0.5867      0.3574      0.3356      0.1467      0.1388      0.0306     0.02918     0.01166     0.01114     0.00171    0.001542    0.002048    0.001963
17519       1.708      0.3855       2.546         0.7        2.39       0.991       1.761      0.8792      0.8704      0.4746      0.2001      0.1154     0.07596     0.04424    0.004749    0.002556     0.01341    0.007816
17538      0.6615      0.4846       1.492      0.5792       2.869      0.5815       3.717       1.024       3.294       1.247       1.636      0.8146      0.8021       0.433    0.004315    0.002359      0.1607     0.09253
17540      0.2827      0.2339      0.4547      0.4328      0.4664      0.4589      0.3195      0.3165      0.1539      0.1528     0.03396     0.03375     0.01294     0.01285    0.001093    0.001092    0.002268     0.00228
17544       1.427      0.3745       3.246       0.499       3.699       0.695       2.647      0.6795        1.26      0.3793      0.2751      0.0944      0.1029     0.03664    0.008346    0.001303     0.01811    0.006795
17554      0.5538      0.0887       1.645        0.07       2.638       0.212       2.472      0.3805       1.628       0.345      0.4614      0.1206      0.1784     0.04945    0.004843   0.0003015     0.03089     0.00906
17562       2.293       1.747       3.932       1.909       5.321       4.629       6.034       5.786       5.389       5.311       2.359       2.345       1.074       1.068     0.01694    0.000705      0.1961      0.1948
17566       6.704       1.037       19.06       0.535       26.97       3.805       23.45       5.315       14.12       4.555       3.738        1.46       1.418      0.5745     0.05128    0.005705      0.2423      0.1003
17577       29.73         0.4       38.03        0.47       26.36       0.315       13.35        0.16       5.156      0.0635      0.9513     0.01165      0.3436      0.0042      0.1135     0.00145     0.05879     0.00075
17583      0.2762      0.2165      0.4668      0.4281       0.599       0.582      0.4953      0.4877      0.2601      0.2573     0.06249     0.06191     0.02384      0.0236    0.001166    0.001166    0.004203    0.004159
17584       1.054      0.3118       2.063       0.504       2.202       0.507       1.429       0.391       0.657      0.2088      0.1392     0.04977     0.05241     0.01945     0.00514    0.001387    0.009172    0.003519
17589       2.185      0.1185       3.757       0.185       2.956       0.187       1.602       0.129       0.636     0.05735      0.1316      0.0118     0.05008    0.004435    0.008507   0.0005375    0.008803   0.0007735
17591       1.336      0.5756       3.114       0.385       4.694       0.329       4.502      0.6835       3.108      0.6955      0.9123      0.2697      0.3568      0.1137    0.007998    0.001103     0.06221     0.02082
17598      0.4434      0.3717      0.5968      0.5101      0.4314      0.3664      0.2515      0.2158      0.1143      0.0996     0.02422     0.02133    0.009158    0.008093    0.001706    0.001524    0.001605    0.001433
17608       2.305      0.0955       3.313      0.1475       2.446      0.1115       1.258      0.0575      0.4867     0.02235     0.09355    0.004295     0.03453    0.001585    0.009328   0.0004355    0.005978    0.000279
17613       1.058      0.5257       1.281      0.6046       1.025      0.6525      0.5673      0.3992      0.2305      0.1722      0.0476     0.03714     0.01807     0.01428    0.004018    0.001902    0.003179     0.00252
17624       1.292      0.6579       4.395      0.7205       10.29      0.3545       13.77       0.765       12.68       1.355       5.777       0.972       2.672       0.507     0.01861    0.001695      0.4951      0.1023
17627       1.211      0.4644       1.905      0.5155       1.537       0.297      0.8386      0.1582      0.3515      0.0763     0.06957     0.01762     0.02557     0.00679    0.005178    0.001626    0.004385    0.001217
17631       6.903       0.075       12.37       0.155       11.09       0.145       6.444      0.0835       2.756       0.036      0.5512     0.00715      0.2041     0.00265     0.03208     0.00042     0.03531    0.000465
17640      0.8268      0.3882       1.599      0.4665       1.925      0.6895        1.52      0.7119      0.8042      0.4428      0.1971       0.123     0.07524     0.04806    0.004143    0.001261     0.01324      0.0086
17645       2.022       0.359       2.556      0.6025       1.716      0.7428      0.8827      0.4604      0.3387      0.1964     0.06788     0.04252     0.02558     0.01637    0.007106    0.001285    0.004492    0.002851
17654       4.808       0.774       9.402      0.2155       9.334       0.966        6.39       1.177       2.947       0.692       0.626       0.176       0.231     0.06765     0.02449     0.00077     0.03958     0.01195
17660       2.147      0.3765       4.209       0.347       4.932       0.587       3.756       0.614       1.873      0.3595      0.4309      0.0938       0.163     0.03685    0.009524    0.001296     0.02858     0.00668
17661       2.219      0.1705       2.726       0.225       1.799       0.176      0.8764      0.0977      0.3281      0.0404      0.0599    0.007565     0.02164    0.002725    0.008483   0.0007025    0.003732   0.0004655
17665       1.674       0.437       3.896      0.5435       5.021      0.7875       4.131      0.9955       2.231      0.6585      0.5489      0.1885      0.2076      0.0749     0.01012    0.001125     0.03598     0.01354
17668       1.061      0.4913       1.583       0.454       1.171      0.4137      0.6714      0.3068      0.2921      0.1569     0.06107     0.03639      0.0231     0.01418    0.004339    0.001634    0.004063    0.002548
17674       1.187      0.5433       2.224      0.5415       3.686       0.425        3.97      0.7945       3.349       1.041        1.57      0.6874      0.7421       0.352     0.00405    0.002125      0.1435     0.07249
17675      0.7804      0.2028       1.488       0.352       1.512      0.4155      0.9387      0.2823      0.4229      0.1357     0.08883     0.03018     0.03347     0.01158    0.003658   0.0009335    0.005864    0.002069
17676       5.659       0.042       10.28       0.085       9.055       0.078       5.148       0.045       2.136      0.0185      0.4432      0.0039      0.1681     0.00145     0.02474     0.00022     0.02953     0.00026
17681      0.7475      0.1221        1.72      0.2325       2.234      0.3305       1.808       0.307        1.02      0.2032      0.2538       0.058     0.09478     0.02212    0.004214    0.000704     0.01604    0.003735
17689       0.872      0.3751       1.931      0.1845       2.669        0.58       2.538      0.7735       1.721       0.622      0.5004      0.2033      0.1949      0.0819    0.004733    0.001116     0.03396     0.01468
17691      0.7189       0.276       1.668       0.615       2.454        0.89       2.158      0.8165       1.222      0.4927      0.3117       0.139      0.1191     0.05518    0.004531    0.001847     0.02086     0.01006
17699       3.252      0.3115       2.405      0.1705        1.18       0.083       0.617     0.09725      0.2716      0.0677      0.0626      0.0196      0.0245    0.007575   0.0002188   0.0002188     0.00461    0.001311
17715      0.4945      0.3338       1.011      0.3873       1.411      0.8399       1.307       0.918      0.8417      0.6264      0.2394      0.1837     0.09345     0.07205    0.002234    0.001818     0.01652     0.01275
17750      0.2851      0.1478      0.6181       0.404       0.778      0.6321      0.6531      0.5669      0.3607      0.3215      0.0919      0.0831     0.03529     0.03191    0.001419    0.001346    0.006271    0.005649
17757       2.553       0.449       5.468      0.4105       5.726       0.431       3.867       0.539       1.826       0.344      0.3949      0.0923      0.1489     0.03705     0.01377     0.00122     0.02611    0.006875
17758       9.187       0.138       21.51        0.46       25.24       0.615       19.02       0.495       9.344       0.251       2.102       0.057      0.7899      0.0213     0.05518    0.001605      0.1375      0.0037
17759      0.8877      0.5253       2.055      0.3905        3.04       0.435       3.159       0.766        2.37       0.728      0.7809      0.2762      0.3172      0.1159    0.005088    0.001184     0.05546     0.02058
17763      0.5786      0.2485       1.074      0.5108       1.183      0.6277         0.8      0.4441      0.3776      0.2218     0.08177     0.05043     0.03095     0.01938    0.002568     0.00131    0.005422    0.003473
17770       12.88        0.35       25.07       0.385        25.3       0.435        17.8       0.385       8.358      0.1935       1.807      0.0425      0.6615      0.0152     0.06232     0.00194      0.1117      0.0024
17784       2.351      0.3935         4.1       0.881       3.376       1.107       1.873        0.72       0.761      0.3241      0.1566     0.07222     0.05936     0.02805    0.009691    0.001499     0.01042    0.004984
17788       3.254      0.3365       6.846       0.334       7.567      0.8285       5.103       0.793       2.414      0.4605      0.5232      0.1168      0.1976     0.04645     0.01657     0.00114     0.03467     0.00855
17790      0.9018      0.4272       3.529       0.725       7.956       0.612       9.662       1.318       8.444       1.756       3.587       1.161       1.613      0.5905     0.01451     0.00129      0.2936      0.1143
17793       4.181        0.29       5.651      0.5095       4.073       0.576       2.135      0.3915      0.8418      0.1802      0.1571      0.0358     0.05677     0.01295     0.01603    0.001195    0.009689    0.002171
17804       0.399        0.22      0.9901      0.5319       1.319      0.7115       1.095      0.5893       0.654       0.365      0.1837      0.1105     0.07092     0.04358    0.002662    0.001438     0.01234    0.007701
17808      0.7471      0.5759       1.011      0.5955       0.854      0.4271       0.709       0.493      0.4614      0.3737      0.1339      0.1151     0.05258     0.04516    0.001236    0.001236    0.009303    0.007858
17836      0.5259      0.1248       1.161      0.5027       1.781      0.8911       1.691      0.8991       1.047      0.6163      0.2884      0.1818      0.1118     0.07142    0.003167     0.00165     0.01968     0.01267
17841        2.05      0.5775       4.291       0.556       4.559      0.9685       3.429       1.119         1.7       0.684      0.3887       0.182      0.1457      0.0705     0.01101    0.001293     0.02525     0.01251
17850      0.6299      0.1653       1.665       0.468       2.501      0.6405       2.165      0.6155       1.205      0.3674      0.3027       0.101      0.1156     0.04022    0.004682    0.001337     0.02026    0.007375
17853       1.683      0.3545       4.495       0.659       6.517        0.95       5.517       1.026       3.022       0.652      0.7528      0.1867      0.2856      0.0744     0.01282    0.001595     0.04973     0.01365
17860       0.781      0.1445       2.123       0.098       3.151       0.417       2.898       0.622       1.798      0.5165       0.491      0.1741       0.189     0.07095    0.006019    0.000428     0.03294     0.01302
17862       1.067      0.3471       1.991       0.527       2.057       0.664       1.523      0.6382      0.7547      0.3673      0.1718     0.09298     0.06367     0.03492    0.004888    0.001416     0.01087    0.005981
17868      0.2711       0.252       0.524       0.514      0.5204      0.5166      0.3616      0.3599      0.1675      0.1669     0.03576     0.03565     0.01306     0.01301    0.001333    0.001333    0.002204    0.002194
17872      0.3468      0.1785       0.742      0.3641      0.8807      0.4343      0.6502      0.3549      0.3151      0.1832     0.07008     0.04303     0.02622     0.01631    0.001893   0.0009628     0.00455    0.002854
17873      0.3749      0.1316      0.9799      0.3791       1.437       0.648       1.281      0.6242      0.7589      0.3812       0.212      0.1161     0.08176     0.04584     0.00275    0.001159     0.01421    0.008112
17874      0.6156      0.4134       1.707       0.591        3.53       0.296       4.301       0.638        3.97       0.872       1.913       0.593      0.9032      0.3059    0.006039   0.0009325      0.1718     0.06335
17881       1.177      0.3162       2.676       0.593        3.78       1.171       3.205       1.279       1.746      0.8145      0.4332      0.2293      0.1657     0.08977    0.007004    0.002178     0.02921     0.01608
17911       15.93       0.875        17.4       1.025       9.148       0.549       4.103       0.248       1.448      0.0875       0.277      0.0167      0.1028     0.00618     0.05662     0.00351     0.01838     0.00114
17923      0.5989      0.1911       1.354       0.305       1.925      0.6105       1.739       0.652       1.097      0.4669      0.3051      0.1436       0.118     0.05743    0.003278    0.001172     0.02066     0.01036
17929      0.1957      0.1236      0.4482      0.2603      0.7293      0.4778      0.7356      0.5254      0.5201      0.3992       0.157      0.1262     0.06189      0.0504     0.00134   0.0008273     0.01087     0.00892
17938       1.261      0.2929       3.203       0.629       4.328       1.033       3.565        1.03       1.881      0.6265      0.4549      0.1706      0.1731      0.0677     0.00879     0.00175     0.03032     0.01231
17950      0.2555      0.1926      0.5047      0.4688      0.6593      0.6447      0.5662      0.5598      0.3129      0.3105     0.07973     0.07927     0.03052     0.03034    0.001285    0.001284    0.005403    0.005367
17951       0.412      0.1541      0.8249      0.3232       1.206      0.5895       1.144      0.6359      0.7655      0.4715      0.2208      0.1456     0.08586     0.05765    0.002217    0.001038     0.01499     0.01019
17959      0.3423      0.3126      0.4766      0.4627      0.4043      0.3993      0.2982      0.2962      0.1542      0.1535     0.03638     0.03624     0.01399     0.01394    0.001326    0.001326    0.002489    0.002495
17966      0.8893      0.4996       1.431       0.607       1.268      0.4506      0.8033      0.3078      0.3762      0.1597     0.08095     0.03735     0.03053     0.01449     0.00374    0.001815    0.005306    0.002662
17990       1.045      0.2396       2.448       0.612        3.39       0.955           3        1.04       1.777       0.718      0.4714      0.2143      0.1807     0.08508    0.006382    0.001568     0.03154     0.01529
18002       1.696       0.465       3.932        0.62       4.479        0.46       3.536       0.662       1.829       0.472      0.4336      0.1399       0.163     0.05555      0.0103    0.001348     0.02818     0.01006
18003      0.9797      0.1474       2.858       0.126       4.665      0.1885       4.395      0.4095       2.883       0.391       0.813      0.1426      0.3135      0.0595    0.008471   0.0003035      0.0543     0.01104
18008       8.186        1.01       9.386        0.36       8.142        0.66       5.619       0.841       2.688      0.5645       0.604      0.1589      0.2296     0.06445     0.01217    0.002699     0.04084     0.01202
18011      0.6629      0.6071      0.8908      0.5742       1.282      0.3822      0.9965      0.3615      0.8159      0.4772      0.3634       0.264      0.1686      0.1268    0.001017    0.001017     0.03161     0.02369
18021       1.079      0.4549       3.205      0.3215       5.231       0.821       5.367       1.478       3.932       1.487       1.254      0.6023      0.5039      0.2578    0.009798    0.001102     0.08783     0.04597
18022      0.7724      0.2856       1.842       0.479       2.612       0.502       2.189        0.49       1.183      0.2975      0.2884     0.08545      0.1089     0.03415    0.005028    0.001088     0.01883    0.006235
18028      0.3451       0.301      0.6171      0.5919      0.5882      0.5778      0.4968      0.4924       0.268      0.2663     0.06587     0.06553     0.02523     0.02509     0.00156     0.00156    0.004467    0.004441
18035      0.3085      0.2558      0.4925      0.4626      0.5601      0.5479      0.4463      0.4411      0.2285      0.2265     0.05355     0.05315     0.02023     0.02007     0.00125     0.00125    0.003529    0.003499
18036       1.997       0.301       4.222      0.3605       4.798       0.591       3.243      0.5475       1.535      0.3135      0.3331     0.07885      0.1258     0.03119     0.01042    0.001063      0.0221    0.005735
18044       2.925      0.1945       5.277      0.1575       4.639       0.346       2.625       0.258        1.09      0.1268      0.2246      0.0298     0.08493     0.01172     0.01285    0.000585      0.0149    0.002105
18051       1.548       0.332       2.442        0.64       1.664       0.648      0.8582      0.3878      0.3298      0.1635     0.06693     0.03557     0.02535     0.01376    0.005614    0.001281    0.004466    0.002415
18058      0.9565      0.1275       1.597      0.3115       1.188      0.3598      0.6323       0.226      0.2475     0.09835     0.05008      0.0216     0.01891     0.00836    0.003829    0.000536    0.003319    0.001473
18072       2.966      0.2815       7.658      0.3265       11.59       0.795        10.5       1.246       6.309       1.002       1.687       0.332      0.6474      0.1361     0.02192     0.00078      0.1129     0.02513
18078       1.209      0.7018        2.81      0.5955       3.781       0.624       3.683       1.161       2.602       1.147      0.8128      0.4422      0.3256      0.1855    0.006026    0.001896     0.05693     0.03281
18080      0.3529      0.3383      0.5836      0.5784      0.4301      0.4286      0.2301      0.2296      0.0907      0.0905     0.01882     0.01877    0.007173    0.007157    0.001258    0.001258    0.001261    0.001261
18083      0.9115      0.8185       1.488       1.168       2.359       1.307       2.103       1.403       1.459       1.082      0.6206      0.5114      0.2995      0.2544    0.001656    0.001442     0.05881     0.05049
18096      0.4154      0.2356      0.7478      0.3623      0.8167      0.3944      0.5658      0.2951      0.2801        0.16     0.06348     0.03902     0.02415     0.01519     0.00189   0.0009563    0.004271    0.002738
18102      0.7641      0.7459      0.8623      0.8557      0.7775      0.7755      0.4502      0.4494      0.1887      0.1884     0.03982     0.03976     0.01521     0.01519    0.002825    0.002825    0.002679    0.002679
18103       1.444       1.327       2.459       1.987       3.814       2.188       3.643       2.694       2.805       2.406       1.318       1.239      0.7201      0.6909     0.00515    0.003408      0.1721      0.1671
18105     0.08408     0.03732       0.269      0.0176      0.4618      0.0933      0.5074      0.1692       0.401      0.1736      0.1419     0.07641     0.05942     0.03411     0.00086    0.000159      0.0105    0.006189
18106       1.064      0.3023        2.49      0.3515       3.274       0.536       2.898      0.6355       1.834       0.538      0.5071      0.1787      0.1951     0.07215    0.006034    0.001087     0.03384     0.01297
18118       1.617      0.2965       3.079      0.5915       2.738      0.5295       1.576       0.305      0.6568      0.1273      0.1382      0.0268     0.05277     0.01023    0.006916    0.001344    0.009293    0.001807
18122      0.7865      0.5775       1.015      0.4782       1.085      0.4326      0.9881      0.6199      0.6818      0.5072      0.2067       0.165     0.08211      0.0659    0.001373    0.001372     0.01455     0.01157
18124      0.3265      0.3265      0.3135      0.3135      0.1743      0.1743      0.0863      0.0863     0.04377     0.04377     0.01124     0.01124     0.00433     0.00433   0.0002017   0.0002017   0.0007665   0.0007665
18126      0.4235      0.4167      0.6892      0.6868      0.9598      0.9592       1.164       1.164       1.158       1.158      0.6075      0.6075      0.3188      0.3188   0.0009045   0.0009045     0.07555     0.07555
18133      0.4741      0.2775      0.7934      0.3656       1.117       0.566       1.025      0.5694      0.7095      0.4485      0.2109      0.1447     0.08281     0.05809     0.00212    0.001049     0.01451      0.0103
18159      0.7355      0.1275       1.811        0.44       2.602        0.78       2.307       0.839       1.347      0.5547      0.3533      0.1609      0.1351     0.06357    0.004906    0.001294     0.02356      0.0114
18160       1.585      0.1915       3.436       0.506       3.752      0.5715       2.469      0.3785       1.159      0.1781      0.2509     0.03855     0.09525     0.01465     0.00838    0.001297     0.01679      0.0026
18164        1.15      0.4188       2.147       0.634       1.972      0.7815       1.197      0.5607      0.5424      0.2882      0.1142      0.0663     0.04296     0.02559    0.005334    0.001787    0.007472    0.004638
18166       2.794       0.531       5.164       0.502       4.674        0.49       2.806       0.456       1.235      0.2553      0.2541     0.06275     0.09519     0.02482     0.01326    0.001575     0.01662     0.00451
18169      0.5074      0.4245      0.7332      0.6918      0.7032      0.6878      0.4789      0.4726      0.2351      0.2329     0.05273     0.05227     0.02012     0.01994    0.001913    0.001913    0.003563    0.003543
18172      0.3955        0.35      0.5513      0.5297      0.4134      0.4056      0.2522      0.2491      0.1191      0.1181     0.02591     0.02569    0.009844    0.009756    0.001522    0.001522    0.001731    0.001731
18174      0.2987      0.2014      0.5953      0.4687      0.8044      0.6807      0.6919      0.6001      0.3811      0.3349     0.09541     0.08469     0.03638     0.03237    0.001544    0.001341    0.006366    0.005674
18187       5.315        0.08       6.004      0.0925       3.732      0.0575       1.763       0.027      0.6421     0.00995      0.1163      0.0018     0.04204     0.00065     0.02006    0.000315    0.007307    0.000116
18194       18.46       0.295       32.57        0.62       29.26       0.595        18.8        0.39       8.258      0.1735       1.674       0.035      0.6085     0.01265      0.0842     0.00202      0.1029      0.0021
18212       1.829      0.7025       3.389       0.445       4.655       0.591        4.64       1.083       3.516       1.117       1.235      0.5068      0.5202      0.2316    0.007898     0.00165     0.09228     0.04263
18216       7.471      0.2915       9.364       0.498       5.178       0.435       2.376       0.237      0.8708      0.0967      0.1731      0.0209     0.06478       0.008     0.02414    0.001365     0.01154     0.00139
18224       4.216       0.384       8.877       0.427       9.526       1.134        6.29       1.032       2.942      0.5845      0.6318      0.1458      0.2384     0.05765     0.02152    0.001385     0.04177     0.01059
18225      0.8801      0.3639       1.562      0.4975       1.443      0.5168      0.8917      0.3833      0.4022      0.1938     0.08547     0.04503     0.03242     0.01756     0.00402    0.001408    0.005714    0.003164
18246      0.1732      0.1732      0.4252      0.4252      0.5585      0.5585      0.5355      0.5355      0.3482      0.3482      0.0983      0.0983     0.03806     0.03806    0.001035    0.001035    0.006645    0.006645
18251       0.392       0.392      0.4951      0.4951      0.3817      0.3817      0.3137      0.3137      0.1827      0.1827     0.04693     0.04693     0.01764     0.01764    0.000702    0.000702    0.002992    0.002992
18253       9.563       1.677       17.32        0.47       16.99        2.03       11.29       2.121       5.156       1.215       1.084      0.2994      0.4012      0.1163     0.04278    0.001305     0.06917     0.02076
18254       4.372      0.3225       7.438       0.588       6.429        0.52       3.978      0.3265       1.716      0.1415      0.3414     0.02815      0.1239     0.01015     0.01948    0.001665     0.02098    0.001715
18264       1.625      0.4665        3.88       0.692       4.585       0.478       3.545      0.5195       1.849      0.3895      0.4409      0.1196      0.1658     0.04815     0.01027     0.00148     0.02867    0.008815
18265       2.187         0.6       4.651       0.535       5.291       1.148       3.942       1.159       1.928      0.6645      0.4347      0.1683      0.1626     0.06528     0.01192    0.001615     0.02834     0.01182
18273      0.6111      0.1893       1.553        0.39       2.199       0.855       2.082       1.036       1.415      0.8266      0.4154      0.2666      0.1622      0.1062    0.003825    0.001694     0.02806     0.01846
18284      0.9553      0.3878       1.963       0.642       2.232       0.788       1.687      0.7475       0.844       0.425      0.1939       0.108     0.07389     0.04242    0.004953    0.001667     0.01307     0.00769
18293      0.8255      0.4086       1.004      0.3347      0.6885      0.2775      0.3749       0.184      0.1522     0.08385     0.03084      0.0185      0.0116    0.007137    0.003219    0.001414    0.002037     0.00126
18295      0.5982      0.0342       1.704      0.2655       2.549       0.751       2.309      0.8785       1.434      0.6603      0.3915      0.2039      0.1503     0.08063    0.004906    0.001124     0.02604      0.0143
18302      0.5694      0.3541       1.128       0.657       1.132      0.6282       0.857       0.497      0.4325      0.2617      0.1001     0.06269     0.03768     0.02381    0.002809    0.001761    0.006552    0.004168
18303      0.7547      0.2784       1.741       0.523        2.63       0.967       2.569       1.157       1.776       0.941       0.528      0.3112      0.2068      0.1252    0.004731    0.001759     0.03577     0.02186
18305      0.8463      0.2237       1.567      0.2725       1.421      0.2325      0.8389      0.1691      0.3707      0.0909     0.07654     0.02181     0.02869     0.00856    0.003988    0.000801     0.00501     0.00155
18325       7.297      0.5105       13.61        0.52       12.47       1.045       7.192      0.7805       3.046      0.3865      0.6323      0.0908      0.2394      0.0357     0.03297     0.00161     0.04204    0.006425
18327      0.3577      0.2115       1.078      0.2365       1.768        0.34       1.992      0.6675       1.667      0.7483      0.6531       0.373      0.2852      0.1746    0.003182   0.0006435     0.05126     0.03236
18329      0.4932      0.2646       1.272       0.172       2.048       0.338       2.231       0.573       1.743      0.5415      0.6028      0.2116      0.2491      0.0905    0.003615   0.0007285     0.04363     0.01635
18334       0.237       0.187      0.4717      0.4453      0.6351      0.6249      0.5691      0.5649       0.322      0.3204      0.0833       0.083     0.03213     0.03201    0.001219    0.001219    0.005697    0.005673
18341       4.289       0.207       10.37       0.245       12.68        0.46       9.832      0.5585       4.917       0.356       1.125      0.0985      0.4228     0.03915     0.02705     0.00064     0.07338    0.007135
18342       14.49        0.84       11.49        0.68        5.05      0.3025       2.069      0.1245      0.6747      0.0405      0.1193      0.0071     0.04339     0.00258     0.05675    0.003565    0.008253    0.000518
18350        2.03      0.3335        3.18       0.216       2.606      0.4745       1.428       0.344      0.5794      0.1649      0.1173      0.0379     0.04412     0.01482    0.008508    0.000986    0.007712    0.002648
18357      0.9056      0.5104       1.321      0.5663      0.9535      0.4656      0.5264      0.2938      0.2336       0.148     0.04941     0.03389     0.01875     0.01314    0.003686    0.001796    0.003308    0.002354
18370      0.3761      0.3585      0.5059      0.4991      0.4364      0.4342      0.2484      0.2477      0.1025      0.1022     0.02146     0.02141    0.008186    0.008164    0.001375    0.001375    0.001439    0.001439
18375      0.8723      0.2537       1.461      0.9631       1.855       1.517       1.563        1.35      0.8888      0.8042      0.2272      0.2096     0.08601     0.07909    0.003254    0.003254     0.01485      0.0135
18379      0.9196      0.5024       2.575      0.3845       4.669      0.2115       5.258      0.6365       4.203       0.804       1.487       0.415      0.6218      0.1931    0.007883   0.0009975      0.1096     0.03576
18385       2.669        0.21       6.202      0.2615       7.584      0.4385        5.93        0.46       3.161       0.324      0.7598     0.09175      0.2821     0.03475     0.01543    0.000885     0.04764    0.005855
18389       9.795       1.365       18.59        0.29       17.57       1.835       10.46       1.718       4.575       0.959       0.953       0.241      0.3598      0.0965     0.04635     0.00309     0.06318     0.01764
18392       2.976       0.942       7.975        0.87       13.98        0.75       16.49       0.525        15.7        0.64       8.204      0.4255       3.955       0.228     0.02155     0.00195      0.7728     0.04695
18401      0.9487      0.2384       1.986       0.177       2.648       0.413       2.459       0.571       1.633      0.4605      0.4677      0.1515      0.1815      0.0618    0.004464    0.000894     0.03157     0.01119
18405       3.801      0.3395        8.09      0.6145       8.454       1.139         5.3      0.8875       2.412       0.464      0.5175        0.11      0.1971      0.0432     0.01901    0.001585     0.03479     0.00787
18406       0.537      0.1833       2.095      0.1405       4.436       0.071       5.399       0.261        4.53      0.4235       1.737      0.2415      0.7485      0.1164    0.007999   0.0003315      0.1331     0.02245
