# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
15482      0.4853       0.074       1.229        0.13       1.589      0.1615       1.285       0.135      0.7067      0.0817      0.1726     0.02235     0.06413     0.00847
15484       1.067      0.0285       2.066      0.1065       2.007       0.151       1.369      0.1265      0.6255     0.06575      0.1318     0.01545     0.04804    0.005685
15516       3.504      0.2365       6.547       0.348       6.029      0.5945       3.489      0.4285       1.481       0.209      0.3078      0.0486      0.1166     0.01904
15520      0.2816      0.1709      0.5972      0.3318      0.6254      0.3573      0.4351      0.2617      0.2103      0.1312     0.04642     0.02993     0.01763      0.0115
15524       4.676      0.3745       13.68        0.43       19.41        0.79       16.38        0.95        9.65        0.82       2.489      0.2575       0.934      0.1001
15525       1.865        0.35       2.729       0.929       1.889      0.9828      0.9826      0.5884      0.3796      0.2468     0.07641      0.0528     0.02884     0.02028
15528       2.557       0.306       3.478      0.4155       2.506      0.2995       1.305       0.156      0.5141      0.0615     0.09559     0.01141     0.03453     0.00413
15552      0.4775      0.2622       0.999      0.4481       1.114      0.4613      0.8122      0.3389      0.4089       0.179     0.09128     0.04542     0.03454     0.01791
15563      0.3392     0.01995       1.538        0.14       2.707       0.323       2.704      0.3845       1.924       0.312      0.5915      0.1105       0.234      0.0458
15571      0.7361       0.279       1.885       0.694       2.582       1.121       2.141       1.055       1.133      0.6022      0.2722      0.1587      0.1046     0.06243
15575       2.514       0.253       4.083       0.439        3.27      0.4895       1.783      0.3065      0.7129      0.1345      0.1446      0.0294     0.05456     0.01136
15578      0.4167      0.2426      0.9119      0.4692       1.032      0.4702      0.8217      0.3704       0.443      0.2249      0.1095     0.06164     0.04152     0.02401
15587       3.662       0.492       8.269       0.646        9.28        1.37       6.387       1.231       3.055      0.6955       0.668      0.1739      0.2526     0.06865
15588      0.5655     0.01805       2.412      0.1745       5.208       0.032       6.079      0.2995       4.958       0.496       1.739      0.2615      0.7211      0.1222
15598       0.768      0.3661        1.09      0.3736       1.016      0.5173      0.6153      0.3628      0.2736       0.177     0.05777     0.04009     0.02191     0.01553
15599       6.424       0.295       9.598      0.7215       6.656      0.7015       3.441       0.417       1.319      0.1755       0.266      0.0381      0.1005     0.01472
15600      0.5075      0.1108       2.263      0.4805       4.851      0.7525       5.803       1.014       4.765       1.067       1.683      0.4575      0.6997      0.2028
15617      0.2218      0.1826       0.387      0.3124      0.3864      0.3255      0.2447      0.2162       0.113      0.1028     0.02463     0.02277    0.009421    0.008749
15625       1.835      0.2735       4.001       0.597       4.159      0.7355       2.562      0.5175       1.149      0.2539      0.2448     0.05835     0.09313     0.02277
15629      0.1739      0.1739      0.4962      0.4962       0.867       0.867       0.863       0.863      0.6125      0.6125      0.1872      0.1872      0.0739      0.0739
15630       17.69         0.3       16.01        0.27       8.077       0.137       3.514      0.0595       1.185        0.02      0.2107     0.00355     0.07641    0.001295
15634       1.386      0.4854       2.336       0.482       2.321      0.9725       1.465      0.7577      0.6741       0.394      0.1448      0.0926     0.05502     0.03616
15635      0.6079      0.1686       2.215      0.5855       3.886      0.8215       3.747      0.7825       2.679      0.7965      0.8316      0.3094      0.3328      0.1314
15637       1.158      0.1653       3.292      0.4245       5.051       0.472        4.59      0.3255       2.621       0.176      0.6742      0.0453      0.2582     0.01735
15639      0.3237      0.3237      0.5555      0.5555      0.4864      0.4864      0.3437      0.3437      0.1761      0.1761      0.0422      0.0422     0.01627     0.01627
15640      0.4301      0.2526      0.8841       0.438      0.9086      0.4434      0.6285      0.3332      0.3061      0.1719     0.06831     0.04049     0.02614      0.0158
15645       7.082      0.2245       16.99        0.54       20.15        0.64        14.3        0.45       7.011      0.2225       1.568        0.05      0.5981     0.01895
15647       2.101      0.1665       2.366       0.187       1.467       0.116      0.6918      0.0548      0.2516      0.0199     0.04556    0.003605     0.01647    0.001305
15654        17.3       0.365       29.66       0.625       23.34        0.49       12.78        0.27       5.097      0.1075       1.052       0.022      0.3998      0.0084
15658       1.803      0.4205       2.404      0.4125       1.839      0.6715      0.9855      0.4485      0.3942      0.2036     0.07931     0.04499     0.02979     0.01738
15677      0.8729      0.0298       2.372       0.083       9.857       0.783        31.7       1.045       59.35       0.495       71.83        2.86       55.03       3.175
15678      0.3988      0.1162      0.4229      0.1669        0.25      0.1208      0.1162     0.05996     0.04174     0.02277    0.007537    0.004163    0.002727    0.001503
15681       1.202       0.161       5.487      0.6285       12.12        0.55       14.21        1.13       11.89        1.72       4.388      0.9865       1.859       0.475
15685      0.2098      0.2098      0.2678      0.2678      0.1656      0.1656     0.08095     0.08095     0.03024     0.03024     0.00605     0.00605    0.002276    0.002276
15687      0.4808      0.3675      0.8667      0.5754      0.9275      0.5894      0.6524      0.4146      0.3262      0.2134     0.07512     0.05069     0.02872     0.01959
15700       2.361      0.4765       3.192      0.6445       2.291      0.4625       1.189      0.2401       0.467      0.0943     0.08677     0.01753     0.03134    0.006325
15703       8.501      0.3535       12.45        0.52       9.509       0.396         5.2      0.2165       2.112       0.088      0.3996     0.01665      0.1444       0.006
15707       1.111       0.306       2.358      0.7035       2.361      0.8985        1.44      0.6109      0.6413      0.2932      0.1358      0.0661     0.05156      0.0256
15715      0.9898      0.3763       1.479      0.5793       1.266      0.7072      0.7149      0.4511      0.2992      0.2032     0.06165     0.04425     0.02329     0.01701
15718       0.278      0.1407      0.8972      0.4348       1.328      0.6293       1.169      0.5485       0.731      0.3431      0.1954      0.0937     0.07394     0.03566
15729       1.153      0.2848        4.21       1.852       17.79       8.441        37.7        6.13       56.39        5.36        54.4       22.54       38.11       21.84
15737      0.8807      0.2493       1.849       0.371       1.998      0.5605       1.284      0.4233      0.5948      0.2186      0.1284     0.05162     0.04886      0.0202
15743      0.4611      0.1271       1.696      0.5275         2.8        1.05       2.671       1.123        1.81      0.8571      0.5299      0.2767      0.2064      0.1107
15745      0.4561      0.1721       2.089      0.8385       4.088       1.272       4.464       1.147        3.39       0.764       1.122      0.2229      0.4553      0.0867
15746      0.1977      0.1977      0.3599      0.3599      0.3962      0.3962      0.3032      0.3032      0.1557      0.1557     0.03644     0.03644       0.014       0.014
15747        1.97      0.1905       3.801      0.1985       3.728       0.538        2.25      0.4385      0.9933      0.2326      0.2087     0.05625     0.07898     0.02222
15757      0.3947      0.3947       0.572       0.572        0.45        0.45      0.2464      0.2464     0.09825     0.09825     0.02028     0.02028     0.00771     0.00771
15761       0.129       0.129      0.4097      0.4097      0.6915      0.6915       0.768       0.768      0.6045      0.6045      0.2023      0.2023      0.0826      0.0826
15762      0.6412      0.1583       1.238      0.2557       1.232      0.3619       0.749       0.255      0.3328      0.1252     0.07029     0.02871     0.02667     0.01117
15765     0.04512     0.03732      0.1143     0.08766      0.5542      0.4017       1.121      0.8051       1.644       1.185       1.503       1.126       0.948      0.7211
15780      0.1264     0.09111      0.2922      0.1933      0.3511       0.212      0.2724      0.1566      0.1397     0.07879     0.03262     0.01797     0.01212    0.006531
15786      0.5077      0.4331      0.6586      0.5264      0.5614      0.4546      0.3128      0.2583      0.1268      0.1077     0.02591     0.02248    0.009795    0.008555
15793      0.4159      0.2796      0.4757      0.2591      0.3544      0.2408      0.1899        0.14     0.07491     0.05799     0.01528     0.01226    0.005786    0.004694
15801      0.1908     0.02665       0.837      0.2021       1.807      0.4305       2.099      0.6345       1.711       0.635      0.6078      0.2721      0.2537      0.1205
15806      0.2837      0.1034        1.16      0.3053       2.111      0.5665       2.166      0.5905       1.556       0.456      0.4802       0.159      0.1898     0.06585
15808       17.83        0.22       21.62       0.265       11.88       0.145       5.436       0.067       1.978      0.0245      0.3903      0.0048      0.1459      0.0018
15820        5.12      0.9085       21.06       1.235       35.66       0.615        34.7       2.355       24.12       2.775        7.25       1.228       2.849      0.5345
15826       6.917      0.1715       18.07        0.45       23.07        0.57       18.54        0.46       10.15        0.25       2.485      0.0615       0.924     0.02295
15827       7.767      0.0705       12.87       0.115       10.23        0.09       5.587      0.0505        2.23      0.0205      0.4548      0.0041      0.1721     0.00155
15828      0.7371     0.07265       3.018      0.3875       6.282      0.3815       7.228      0.6445       5.722       0.817       1.927       0.384      0.7874      0.1743
15832       1.025      0.3194       2.019      0.6185       2.032      0.7885       1.243      0.5365      0.5553      0.2577      0.1178     0.05815     0.04471     0.02251
15834       1.193      0.3191       1.803       0.395       1.424        0.45      0.8174      0.3257      0.3396      0.1502     0.06585     0.03096     0.02384     0.01124
15845      0.5275      0.4391      0.6665      0.5235      0.5289        0.44       0.289      0.2493      0.1154      0.1018     0.02375     0.02131    0.009016    0.008134
15847        2.76       0.105       7.954       0.303       12.62        0.48       11.71       0.445       6.848      0.2605       1.809      0.0685      0.7006     0.02665
15853       0.739      0.3591       1.214      0.4509       1.054      0.3327      0.6311      0.2388      0.2853      0.1265     0.05956     0.03004     0.02235     0.01169
15858      0.1133      0.0044      0.5587     0.03955       1.441       0.149       1.955       0.283       1.777       0.337      0.7574      0.1978        0.34     0.09815
15862       3.721       0.427       5.071       1.626       3.521       1.704       1.818       1.014      0.6984      0.4236      0.1387     0.08965     0.05204     0.03427
15863       3.839      0.2925        6.56         0.5       5.676      0.4325       3.514      0.2675       1.515      0.1155      0.3016     0.02295      0.1094     0.00835
15874       0.345       0.212      0.6762      0.3938      0.7129      0.4571      0.4475      0.3022      0.2012      0.1453     0.04285     0.03256     0.01629     0.01257
15879      0.3983      0.1182       1.775       0.563       3.746       1.057       4.438        1.24       3.541       1.155       1.216      0.4562      0.5005      0.1963
15888        2.11      0.3735       4.939       0.718       5.579       1.433       3.764       1.217       1.801      0.6725      0.3967      0.1661      0.1513     0.06568
15893      0.1835      0.1835       0.456       0.456      0.6485      0.6485      0.5735      0.5735      0.3281      0.3281     0.08885     0.08885     0.03449     0.03449
15897      0.8971      0.2399        1.87       0.438       1.981       0.475       1.222      0.3229      0.5485       0.155      0.1169     0.03499     0.04449     0.01358
15902       31.99        0.13       36.11       0.145       22.43        0.09       10.59        0.04       3.854      0.0155      0.6982      0.0028      0.2524     0.00105
15907       1.196       0.058       2.077       0.081       1.657      0.0835      0.9075      0.0558      0.3622     0.02535     0.07475     0.00551     0.02841     0.00212
15909       1.023      0.2373       2.255        0.32       2.639      0.4725       1.757      0.4085      0.8335      0.2285      0.1823       0.057      0.0695     0.02262
15914      0.9691      0.1838       2.026       0.237       2.154      0.4515       1.377      0.3595       0.636      0.1912      0.1369     0.04612     0.05205     0.01817
15916       0.259      0.1862      0.5242       0.359       0.587        0.43      0.3858      0.2918        0.18      0.1427     0.03915     0.03222     0.01495     0.01244
15917      0.7525      0.3785       1.312      0.4449       1.336      0.4018      0.8299      0.2942      0.3674      0.1446     0.07723     0.03437     0.02905     0.01354
15920      0.0808      0.0808      0.1699      0.1699      0.1797      0.1797      0.1255      0.1255     0.06305     0.06305     0.01444     0.01444    0.005525    0.005525
15921      0.3359      0.2755      0.8725      0.6945       1.266      0.9695       1.146      0.8731      0.6626      0.5114      0.1744      0.1369     0.06805     0.05395
15927       1.881       0.073       9.696       0.278       18.56        0.41       19.78         0.4       14.85       0.305       4.931       0.133       2.007       0.059
15928      0.4011      0.3533      0.4008      0.3256      0.3093      0.2555      0.1668      0.1389     0.06559     0.05541     0.01321     0.01139    0.004978    0.004321
15930      0.9202      0.0684       4.253       0.414         9.4      0.6105        11.1       0.875       9.223       1.016       3.325      0.5005       1.393      0.2315
15952      0.4092      0.2187       1.044      0.4589       1.496      0.6131       1.286      0.5735      0.7054      0.3416      0.1947       0.113     0.07546     0.04544
15962       1.921       0.356       4.737      0.5745        5.86       0.235       4.527      0.3505       2.291      0.2705      0.5297     0.08415      0.2018      0.0348
15970       2.155       0.141        3.69       0.242       2.899        0.19       1.586       0.104      0.6325      0.0414      0.1305      0.0085      0.0496     0.00325
15971       12.54        0.41       12.62       0.415       7.056      0.2325       3.192       0.105       1.113      0.0365      0.1995     0.00655     0.07221    0.002375
15978      0.4883      0.3619       1.103      0.7829       1.375        1.02       1.176      0.9387      0.6336      0.5354       0.157      0.1381     0.06075     0.05395
15984      0.5383       0.135       2.335       0.574       4.062       0.999       4.015       0.988       2.829      0.6985      0.8557      0.2153      0.3364      0.0852
15997      0.4479      0.0878       1.483      0.2785       2.529       0.378       2.502       0.502       1.703      0.4145      0.4979      0.1415      0.1946     0.05825
15999      0.4108      0.2179       1.048      0.5115       1.441      0.6944        1.28      0.6652      0.7229      0.4081      0.1855      0.1145     0.07199     0.04551
16004      0.1987       0.022      0.8778      0.1553       1.927      0.2565       2.261      0.3755       1.843      0.3865      0.6505      0.1683      0.2705     0.07495
16008       0.471       0.227       1.699      0.7254       3.079       0.922       3.079      0.8345       2.168      0.6085      0.6878      0.2383      0.2802      0.1063
16018       1.933       0.179       4.456       0.307       5.097       0.495       3.793       0.443       1.845       0.243       0.411     0.05985      0.1539     0.02315
16031       1.285       0.027       1.607       0.034       1.085      0.0225       0.538     0.01135      0.2044      0.0043     0.03747    0.000795     0.01354    0.000285
16032      0.1985      0.1985      0.4708      0.4708      0.6625      0.6625        0.58        0.58      0.3273      0.3273      0.0845      0.0845     0.03243     0.03243
16037        1.77       0.365       3.627      0.5955       3.537        0.93       2.295       0.738       1.038      0.3776      0.2156     0.08615     0.07975     0.03286
16051      0.5448      0.2727       1.456      0.6802       2.145       1.049       1.882       1.064       1.041      0.6697      0.2636      0.1858      0.1011     0.07271
16057      0.6711      0.0326       2.339       0.082       4.469       0.063       4.662      0.2385       3.368       0.298       1.034       0.126      0.4104      0.0548
16061      0.1648      0.1241      0.5247      0.3884      0.7905      0.5375      0.6934      0.4577      0.4286      0.2763      0.1178     0.07559     0.04636     0.03019
16077       1.136      0.2018       2.026      0.3595       1.821      0.3235       1.169      0.2074      0.5129     0.09105      0.1039     0.01844     0.03773      0.0067
16080      0.2737      0.1103      0.9732      0.3388       1.936       0.586       2.118       0.826       1.634      0.7693      0.5388      0.2928      0.2191      0.1243
16092      0.2462      0.2462      0.1825      0.1825      0.0997      0.0997     0.04738     0.04738      0.0175      0.0175    0.003479    0.003479    0.001305    0.001305
16095       1.303      0.3206       2.732      0.4655       2.929       0.766       1.884       0.587      0.8736      0.3054      0.1886      0.0726     0.07181     0.02849
16102       6.944       0.291       9.541       0.779        5.93       0.651       2.908      0.3625       1.083      0.1469      0.2157      0.0313     0.08108     0.01198
16103       1.198      0.0885       4.062       0.299       6.161       0.453       5.492       0.404       3.488      0.2565      0.9499      0.0701      0.3612     0.02655
16104      0.3393       0.225      0.9072      0.5779       1.405      0.9519       1.276      0.9113      0.7351       0.544      0.1917      0.1463     0.07392     0.05698
16111      0.2126      0.2126      0.5145      0.5145      0.7045      0.7045       0.612       0.612      0.3423      0.3423     0.08755     0.08755     0.03354     0.03354
16112      0.3097      0.1586      0.8914      0.4296       1.447      0.6143       1.402      0.5657      0.9263      0.4357       0.265      0.1413      0.1033      0.0568
16115       1.555      0.4465       1.953      0.7635       1.402      0.7638      0.7343      0.4497      0.2852      0.1875     0.05696     0.03951     0.02141     0.01508
16121      0.3456      0.0543       1.506      0.2915       5.373       0.562       8.838      0.3155       10.01       1.114       6.016       1.343       3.036       0.786
16132      0.2483      0.2483      0.6785      0.6785       1.077       1.077      0.9985      0.9985       0.584       0.584      0.1543      0.1543      0.0597      0.0597
16147      0.1544      0.0156      0.7384      0.1133       1.881      0.4405       2.512      0.8195       2.287      0.9205      0.9842      0.5038      0.4445      0.2452
16166      0.4019      0.1725       1.111      0.4307       1.743      0.5915       1.632        0.52      0.9454      0.3346       0.246     0.09535     0.09398     0.03752
16170        0.41       0.327      0.5495      0.3737      0.4185      0.2627      0.2587      0.1704       0.115     0.08067      0.0243     0.01799    0.009218    0.006942
16175       4.206       0.288       9.265       0.208        10.1      0.6235       6.476       0.572       2.996      0.3265       0.648     0.08295       0.247      0.0332
16178      0.7528      0.4753       1.402      0.7245       1.549      0.7412       1.109      0.6031      0.5508      0.3395       0.126     0.08521     0.04804     0.03327
16189      0.1778     0.00425      0.8848      0.0522       2.281       0.122       3.154      0.2345       2.961       0.359       1.306       0.235      0.5942      0.1205
16196      0.3708      0.3132      0.6572      0.5089      0.5956      0.4154      0.4224      0.2926      0.2141      0.1525     0.04951     0.03613     0.01895     0.01394
16197       1.546      0.2035        2.93       0.285       2.784       0.303       1.611       0.214      0.6838      0.1035      0.1421     0.02385     0.05383    0.009335
16200       1.674       0.136       3.812       0.266       4.356      0.4285       3.239      0.3815       1.574       0.209      0.3505     0.05145      0.1311     0.01985
16201      0.7541      0.2103       1.934       0.399       2.563       0.404       2.039      0.3605        1.08      0.2396      0.2657     0.07315      0.1021     0.03002
16202       2.408       0.116       5.802      0.2795       6.863      0.3305       4.677      0.2255       2.262       0.109      0.5052     0.02435      0.1941     0.00935
16212      0.5049      0.1443       2.352       0.629       5.273       0.935       6.338       0.981       5.401       1.251       2.095      0.7165       0.908       0.348
16213      0.3593      0.3593        0.81        0.81       0.913       0.913      0.7845      0.7845      0.4406      0.4406       0.112       0.112     0.04286     0.04286
16215      0.7023      0.2397       1.502      0.4065       1.649      0.4725       1.131      0.3542      0.5419       0.181      0.1184      0.0423     0.04478     0.01648
16216      0.2285     0.09635      0.6779      0.2656       1.121      0.3535       1.193      0.4152      0.8927      0.4104      0.2859      0.1612      0.1156     0.06851
16221      0.8164      0.1734       1.652       0.288       1.769      0.4685       1.135      0.3575       0.526      0.1856      0.1135     0.04402     0.04319     0.01726
16224       0.979       0.371       1.445       0.353       1.045      0.2707      0.6097      0.2113      0.2636       0.108     0.05374     0.02492     0.02009    0.009675
16225      0.7402      0.2848       1.934      0.7055       2.675       1.171       2.262       1.217       1.223      0.7367      0.3041      0.2001      0.1176     0.07904
16234      0.3138      0.2099       0.728      0.4271       0.905      0.4231      0.7098      0.3112      0.3864      0.1759      0.0957      0.0454      0.0363     0.01755
16236       2.006      0.3735       5.134       0.595       7.042       0.952       5.778       1.203       3.068      0.8355      0.7468      0.2503      0.2873       0.101
16248       1.394       0.049       4.737       0.168       7.191       0.255       6.414      0.2275       4.077      0.1445       1.111      0.0395      0.4225       0.015
16251       10.46        0.14       16.48        0.22       12.86        0.17       6.882       0.091       2.719       0.036      0.5434     0.00715      0.2039      0.0027
16264       1.175      0.1465       2.441      0.1995       2.522      0.2875        1.55       0.216      0.6942      0.1103      0.1477     0.02615     0.05614     0.01027
16268       1.655      0.0605       4.658       0.171       7.077      0.3115        6.39       0.318       3.595      0.1965      0.9235     0.05485        0.36     0.02165
16282       1.286       0.264       2.864       0.461       3.241       0.588       2.115      0.4385      0.9907      0.2253       0.216     0.05315     0.08247     0.02083
16284       3.102       0.144       5.168       0.162       4.167      0.3095       2.277       0.221      0.9128      0.1043      0.1853       0.024      0.0699    0.009395
16285      0.3588      0.2446       1.016      0.6595       1.469      0.7941       1.272      0.6042      0.7397      0.3373       0.189     0.08345     0.07087     0.03103
16286       2.381      0.2955       6.432       0.572       9.089       1.101       7.847       1.284       4.305      0.8395       1.075      0.2413      0.4103      0.0965
16289      0.7151       0.309       1.484       0.474       1.611       0.559       1.083      0.4425      0.5174      0.2353      0.1139     0.05649     0.04348     0.02217
16297      0.9689      0.1021         4.7       0.617       11.02       1.046       14.17       1.125       12.41        1.35        4.85      0.6985       2.096       0.335
16299      0.5318       0.232       1.144      0.3846         1.4       0.514      0.9605      0.4115      0.4651      0.2206      0.1034     0.05328     0.03953     0.02091
16307       3.172        0.41       5.258      0.8905       4.035       0.809       2.182      0.4725      0.8619      0.1971      0.1764      0.0422     0.06687     0.01622
16318      0.6219     0.07355       1.591       0.134       2.075      0.1845       1.645       0.198      0.8441      0.1226      0.1978      0.0336     0.07569     0.01354
16321      0.1882      0.0104        1.02      0.1119       2.741      0.2365       3.932       0.314       3.912      0.4895       1.881      0.3915       0.884       0.209
16332      0.6555      0.1086       3.508       0.871       10.27      0.7475       14.78       0.875       14.44       2.095       7.246       1.945       3.446       1.054
16349      0.3537      0.3537      0.4437      0.4437      0.2632      0.2632      0.1258      0.1258     0.04653     0.04653     0.00926     0.00926    0.003477    0.003477
16375      0.2555       0.168      0.9126      0.5884       1.559      0.8759       1.486      0.7932       1.007      0.5195       0.323      0.1776      0.1302     0.07338
16381       1.683      0.2255       4.067       0.544       4.847       0.667       3.383       0.563       1.633      0.3095      0.3601     0.07625      0.1366     0.02995
16384       1.159      0.2547       1.909      0.4155       1.552       0.401      0.8518      0.2382      0.3426      0.1013     0.06975      0.0216     0.02634    0.008275
16398      0.3338      0.3338       0.624       0.624      0.5855      0.5855      0.4067      0.4067      0.2021      0.2021     0.04665     0.04665     0.01806     0.01806
16399      0.4932       0.472      0.6856      0.6524      0.5469      0.5221      0.3012       0.288      0.1207      0.1155     0.02491     0.02395    0.009464    0.009116
16433       2.524      0.3005       4.633      0.5395        4.09      0.9275       2.433      0.6865       1.053      0.3392      0.2107     0.07515     0.07759     0.02862
16435      0.7364      0.4366       1.232       0.533       1.063      0.3634      0.6682      0.2284      0.2951      0.1076     0.05991     0.02418     0.02247     0.00955
16440      0.8327      0.4614       1.071      0.7248      0.7669      0.6091      0.4051      0.3394      0.1584      0.1368     0.03237     0.02855     0.01227     0.01088
16449      0.9565      0.3476       2.203      0.5065       2.602       0.781        1.98      0.7275       1.039      0.4639      0.2515      0.1296     0.09632     0.05188
16456       3.024       0.192       5.241       0.332       4.383      0.2775       2.442      0.1545      0.9923      0.0627      0.2041     0.01295     0.07731    0.004895
16466      0.8292      0.0509       3.464       0.283       7.795      0.4385       9.607      0.5425       8.069      0.6065       2.897       0.284       1.212       0.129
16468      0.2352      0.0945      0.7034      0.2679       1.207      0.4004       1.194      0.3701      0.7784      0.2286      0.2158     0.07165     0.08395     0.02946
16484      0.5773      0.3353       1.093       0.468       1.105      0.3471      0.7967      0.2694      0.3876        0.16     0.08675     0.04145     0.03283      0.0164
16488       0.923       0.351       2.195      0.7115       2.682       0.921       2.173       0.952       1.136      0.5671      0.2728      0.1515      0.1048      0.0598
16493       1.434      0.2735       2.696      0.5145       2.544      0.4855         1.7      0.3245      0.7636      0.1457      0.1584      0.0302     0.05767       0.011
16495       1.333       0.034       2.812        0.09       2.972       0.113       2.144      0.0895       1.027      0.0466      0.2261     0.01105     0.08282     0.00407
16501       1.393      0.3805       2.965      0.5215       3.325      0.7955       2.276       0.694       1.097      0.3909       0.243      0.0979     0.09275     0.03885
16502      0.5689      0.2709       1.533      0.6776       2.332       1.151       2.079       1.137       1.171      0.6996         0.3      0.1922       0.115     0.07537
16512      0.3229      0.1448      0.9254      0.3677       1.551       0.494       1.566       0.494       1.027      0.4142      0.2935      0.1394      0.1144     0.05648
16514      0.6929      0.2602       1.133      0.2834      0.9108      0.1822      0.5033      0.1008      0.2056     0.04115     0.04083    0.009615     0.01501     0.00373
16516      0.2596     0.06135      0.3448     0.05975      0.2258      0.0847      0.1146     0.05363      0.0435     0.02307     0.00866     0.00503    0.003258    0.001941
16543       16.51         0.1       28.57       0.175       22.72       0.135        12.5       0.075       5.002      0.0305       1.034       0.006      0.3932      0.0024
16550      0.9127      0.2793       2.202      0.5365       2.643      0.4455       2.026       0.376        1.03      0.2192      0.2391     0.05735     0.09125     0.02285
16559      0.5298       0.337       1.124       0.569       1.492      0.7319       1.181      0.7001      0.6303      0.4208      0.1605      0.1183     0.06224     0.04695
16567       1.077      0.1157       3.494      0.3755       5.162       0.555       4.532      0.4975       2.831       0.326      0.7611     0.09075      0.2884      0.0347
16576       1.512      0.2055       3.497       0.373       4.039       0.505       3.004       0.434        1.46      0.2325      0.3254     0.05635      0.1218     0.02165
16594       1.867      0.4225       4.284       0.534       4.862       1.015       3.579      0.9905        1.73      0.5605      0.3864      0.1429       0.145     0.05629
16601      0.9629       0.251       2.276      0.4685       2.649      0.3835       1.834       0.268       0.903      0.1481      0.2031     0.03715     0.07791     0.01481
16606      0.5531      0.3173      0.6085      0.4716      0.3372      0.2903      0.1565      0.1398     0.05719     0.05191      0.0113     0.01037    0.004235     0.00389
16609      0.1656     0.01835      0.8929      0.2051       2.485        0.45       3.418      0.7575       3.087      0.9425       1.368      0.5789      0.6312      0.2961
16616       0.147     0.03955      0.7362      0.1982       2.006      0.5405       2.881      0.7755       2.762      0.7565       1.249      0.3843      0.5736       0.183
16624        0.58      0.2339       0.861       0.347      0.6649      0.2681      0.3673      0.1481        0.15     0.06049     0.02847     0.01148     0.01029    0.004149
16625      0.3366      0.2341      0.8865      0.5785       1.333      0.8479       1.168      0.7761      0.6574      0.4506      0.1671      0.1182     0.06373     0.04557
16650       1.016      0.2349       1.741      0.4025       1.508       0.349      0.9355      0.2166      0.4037      0.0934      0.0804      0.0186     0.02917    0.006745
16656       1.139      0.1968       1.943       0.345       1.487        0.31      0.8029      0.1802       0.317     0.07495     0.06484     0.01602     0.02458     0.00615
16667      0.2597      0.1083      0.8108      0.3382       1.403      0.5133       1.424      0.5053      0.9468      0.3613      0.2695      0.1148      0.1047     0.04629
16671      0.1231      0.1231      0.4215      0.4215      0.6925      0.6925       0.657       0.657      0.4461      0.4461      0.1295      0.1295     0.05025     0.05025
16677      0.9093      0.1318       2.034       0.203       2.347       0.234       1.548       0.175      0.7248       0.097      0.1578     0.02415     0.06021     0.00961
16678      0.1539      0.1539       0.336       0.336      0.3826      0.3826      0.2812      0.2812      0.1472      0.1472     0.03514     0.03514     0.01355     0.01355
16679      0.8056      0.4204       1.095      0.5972      0.9556      0.7704      0.6172      0.5478       0.282      0.2599     0.05999     0.05611     0.02191     0.02049
16681       2.654      0.0645       13.09        0.26        29.2       0.465       35.32        0.62       29.37        0.63        10.8         0.3        4.56      0.1365
16703       4.125      0.1155       5.614      0.1565       4.049       0.113        2.11       0.059      0.8312      0.0232      0.1546      0.0043     0.05583     0.00156
16711      0.9963      0.4057       2.031      0.5635       2.334       0.833       1.787      0.8582      0.9009      0.5061      0.2096      0.1322     0.08002     0.05198
16716        5.55      0.0895       4.612      0.0745       2.129       0.034      0.8919     0.01445      0.2938     0.00475       0.052     0.00084      0.0189    0.000305
16723       1.735       0.372        1.73      0.8349       1.038      0.7045      0.5088      0.3841      0.1904      0.1508     0.03802     0.03102     0.01432     0.01176
16724       2.401      0.3365       4.468      0.5755       4.122      0.7145       2.387        0.47       1.014      0.2181       0.211     0.04875     0.07991      0.0189
16730      0.9697      0.3923       2.005      0.5835       2.271       0.851       1.524      0.6497      0.7253      0.3417      0.1591     0.08136     0.06071     0.03186
16735       2.065       0.391       4.804       0.613       5.412      0.5395       3.584       0.546       1.709      0.3375      0.3797      0.0848      0.1458      0.0332
16757        1.36      0.6895       2.552       0.847        2.35       0.519       1.431       0.383      0.6762      0.2418      0.1471     0.06441     0.05545     0.02557
16759      0.3355      0.3014      0.5161      0.4294      0.4119      0.3181      0.2704      0.2103      0.1341      0.1066     0.03043     0.02465     0.01171    0.009548
16762      0.3015      0.2644      0.5307      0.4383      0.5744      0.4726      0.4111      0.3389      0.2098      0.1755     0.04884     0.04138     0.01872     0.01593
16764       0.224     0.09115       1.068      0.4265       2.349      0.7325       2.833       0.819       2.246       0.735      0.7903      0.3317      0.3307      0.1501
16771       3.368       0.023       6.244      0.0625       5.803      0.0925        3.83      0.0795       1.708        0.04      0.3517     0.00935       0.128     0.00345
16774       1.249      0.2697       3.608      0.7395       5.672      0.9665       5.224       0.929       3.051      0.6425      0.8032      0.1943      0.3093      0.0783
16775       1.864       0.159       6.127      0.4235       9.107      0.6225       8.003       0.547       4.965      0.4195       1.329      0.1285      0.5032     0.05045
16779      0.1925     0.09055      0.5703       0.252      0.9535      0.3546       1.049      0.4364      0.7805      0.4225      0.2527      0.1601      0.1025     0.06752
16784      0.8479      0.3111       1.994       0.608       2.481      0.8315       1.877      0.7105      0.9421      0.3869      0.2159      0.0952     0.08232     0.03718
