#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
15853      189.0832825   62.1649399      0.83       40.69       4.958       30.44       6.812       2.964       2.534       7.504        0.04        5.28       0.063        4.59        0.41       5.348       0.518          22       9.968           0          -1         -99         -99       2.738         -99           1
15858      189.2918549   62.1656380      3.07       14.56       3.018   1.903e-07       8.349      0.7254       2.481       1.652       0.032       2.461       0.057       3.807       0.354       4.331       0.435         -99       10.53      0.1503          -1         -99         -99       11.83         -99           1
15862      188.9954681   62.1653061      0.41         236       12.17         -99       1e+10       11.78       2.717       81.13       0.058       70.91       0.078       59.44       0.476        87.7       0.553       18.49       10.97      0.0412      0.4564           1          21      0.1312        1855           0
15863      188.9956360   62.1644669      1.15       142.3       11.32         -99       1e+10          23         2.9       84.63       0.058        73.6       0.079       53.86       0.478       54.77       0.552       19.51       11.11     0.06579       1.149           1          25     0.06579        1863           0
15874      189.3298950   62.1654091      0.64       37.79       6.953         -99       1e+10        1.95       2.466       17.76       0.043       11.27       0.072       11.22       0.451       10.13       0.545       20.68       9.938      0.1606      0.7779           2          23      0.1062   2.879e+04           1
15879      189.3327942   62.1653328      2.47       144.1       7.072         -99       1e+10       6.569       2.504        10.3       0.043       15.43       0.075       27.85       0.469       52.11       0.565       22.46       11.09      0.2124       2.647           1          34      0.2312   2.905e+04           1
15888      189.0601654   62.1649742      0.93       249.6       7.927       180.9       8.844       16.96       2.607       51.44       0.049       36.87       0.069       31.47       0.409       24.96       0.519       19.96       10.82     0.03758      0.9351           1          21     0.02909        5332           1
15893      189.1847076   62.1651459      1.73       26.27       3.639   1.903e-07        7.45       4.188       2.469       3.921       0.039       4.053       0.062       2.478       0.406        2.18       0.499        22.7        10.1     0.04853          -1         -99         -99       9.229         -99           1
15897      189.0412598   62.1647491       0.7       64.68       4.532       50.86        6.16       7.019       2.787       14.51        0.04       9.958       0.064       10.93       0.414       7.746       0.509       21.15       9.998      0.0531      0.7474          -1          81      0.0817        4125           1
15902      189.0274048   62.1643295      0.83       469.5       16.01       328.8       18.92       209.2         5.4       114.4       0.062       84.28       0.076       96.29       0.435       89.55        0.51       18.92       11.18      0.4978       0.637           1          72      0.5064        3349           1
15907      189.1599579   62.1647644      0.44       40.58       4.408       51.82       10.22         7.7       2.447       34.02       0.046       25.25       0.066       18.63       0.426       17.76        0.52       19.85       7.878      0.6211       0.513           1          21      0.6782   1.341e+04           1
15909      189.2635956   62.1646957      0.89        98.1       3.418       68.47       6.638         7.9       2.568       15.34       0.038       11.29       0.062       10.84       0.371       8.792       0.464       21.53       10.09     0.08728       0.905           1          72     0.09454   2.318e+04           1
15914      189.0345917   62.1644096      0.82       65.99       4.883       69.35       7.376       7.836       2.998       15.91       0.041       10.85       0.063        10.5       0.418       6.168       0.508       20.97       10.09     0.02747      0.8403           1          21     0.01373        3749           1
15916      189.1100006   62.1646194      0.72       33.45       5.817       22.78       5.985       4.759       2.509       6.308       0.039       4.324       0.064         4.2       0.426       2.898        0.53       22.23       9.618     0.06866        0.84           1          72      0.0412        9104           1
15917      189.1188965   62.1643410      0.98       47.18       5.357       46.32       8.082       6.554        2.47       11.59       0.041       8.478       0.065       6.715       0.428       7.403       0.535       21.73       9.938      0.0513       1.014          -1          81     0.08571        9802           1
15920      189.2244110   62.1645584      0.92       19.63       3.449       37.08       9.327      0.1776        2.49       6.683       0.038       4.987       0.061       4.683       0.408        2.29       0.478       22.42       10.02     0.08571          -1         -99         -99        12.2         -99           1
15921      189.3690491   62.1645012      1.52       48.87       10.09         -99       1e+10       7.069       2.643       16.29       0.158       18.46       0.225         -99         -99       12.36       1.441       21.51       10.69      0.1532          -1         -99         -99       14.37         -99           0
15927      189.0130310   62.1630478      3.12       221.5       8.158       54.82       16.06          40         2.8       7.387        0.04       9.552       0.064       13.83       0.442       14.53       0.511       22.63       11.46     0.05819          -1         -99         -99       5.795         -99           0
15928      189.0629120   62.1643753      0.49       24.12       3.423       16.31       8.945       2.661       2.629       8.998       0.038       7.684       0.063       6.978       0.409       10.13       0.514       21.29       9.738     0.08728      0.4536           1          21      0.0817        5501           1
15930      189.2494965   62.1645203      2.46       135.6       5.407       25.19       5.756          25         2.5       4.572       0.037       6.331       0.064       8.933        0.39       7.413       0.481       23.37        10.8      0.1235          -1         -99         -99       4.312         -99           1
15952      189.1479340   62.1632500      1.75       30.57       5.387       12.95       8.322      0.9363       2.437       5.418       0.044         5.1       0.065       4.618       0.429       2.867       0.529       23.19       10.04      0.7617          -1         -99         -99       1.276         -99           1
15962      189.3742218   62.1641846      1.04       145.2       26.43         -99       1e+10       1.359       2.923         -99         -99       13.44       0.372         -99         -99         -99         -99       21.05       10.75      0.5812          -1         -99         -99       11.35         -99           0
15970      189.1711884   62.1636429      0.31       123.9        12.1       124.4       9.824       6.756       2.488       45.49       0.049       40.48       0.069       31.11       0.421       58.75       0.508       19.36        10.4      0.1524      0.4099           1          21      0.1347   1.444e+04           1
15971      189.1732330   62.1633987      0.58         371       16.57       207.8       12.08        90.8         5.7       127.9       0.065       95.83       0.077       89.82       0.427       111.6        0.51        18.4       11.11     0.07817      0.5183           1          25     0.05311   1.462e+04           1
15978      189.3480682   62.1636734      1.19       56.67       4.522         -99       1e+10       3.959       2.581       133.4        0.08       106.9        0.12       70.82       0.693       54.45       0.798       18.67       11.64      0.1689          -1         -99         -99       9.073         -99           0
15984      189.0585175   62.1634331      2.22       40.74       3.525   1.903e-07       9.824       5.757       2.682       16.07       0.041       20.39       0.065       26.14       0.409       18.58       0.516        21.9       11.36     0.05311          -1         -99         -99       2.616         -99           1
15997      189.1652527   62.1634674      2.32       85.75       4.264       21.99       8.108       1.552       2.523       5.931        0.04       6.293       0.063       5.877       0.422       6.606        0.52       22.34       10.08      0.1466       2.079           1          34      0.1726   1.386e+04           1
15999      189.2929993   62.1634407      1.41       35.69       3.368       44.07       7.035       7.059       2.508       11.81       0.036       12.03       0.061       8.307       0.367       8.652       0.456       21.96       10.77       0.129          -1         -99         -99       7.952         -99           1
16004      188.9593506   62.1630783      2.42       32.06       6.167         -99       1e+10       1.525        2.65       5.879       0.056       6.823       0.115       8.476       0.707       7.627       0.898       22.07       10.73      0.4655          -1         -99         -99       11.65         -99           0
16008      189.1209259   62.1633453      2.24       51.14       4.358   1.903e-07        7.43        9.97       2.485       6.244        0.04       7.093       0.064       7.887       0.428       5.107       0.534       22.36       10.54     0.01373          -1         -99         -99       4.935         -99           1
16018      189.0650940   62.1629524      1.23       105.2       5.052       124.1       8.255        66.6        13.2       66.23       0.052       58.97       0.072       42.12       0.415       35.51       0.517       19.93       11.28     0.04853       1.263          -1          81     0.03758        5645           1
16031      189.0945892   62.1627960      0.68       13.51       3.011   1.903e-07       7.168        47.8         2.7       53.71       0.051        32.9        0.07       26.16       0.424       15.78       0.528       19.63       10.91     0.02747      0.7477           1          21     0.02565        7861           1
16032      189.1009064   62.1629066      1.52       24.66       3.865        6.13       6.164        1.34       2.536       5.355       0.039       4.931       0.065       4.067       0.424       3.049       0.531       23.45       9.898      0.0291          -1         -99         -99       4.473         -99           1
16037      188.9940033   62.1626244      1.13       124.3       6.509         -99       1e+10       14.01       2.723       22.45       0.047       18.56       0.072       14.05       0.484       15.62       0.573       20.79       10.64     0.03758       1.088           1          21      0.1545        1801           0
16051      189.3005829   62.1627922      1.51       66.39       4.346       11.63       10.81       5.213       2.505       10.59       0.037       11.86       0.063       9.236       0.381       10.02        0.47       21.75       10.45     0.02747          -1         -99         -99       5.335         -99           1
16057      189.0352478   62.1624718      1.95       91.61       6.315       3.862        9.96       9.025       3.028       15.32       0.041       17.66       0.064       17.64       0.421       11.19       0.507       22.08       10.64      0.8327          -1         -99         -99       7.077         -99           1
16061      189.1264343   62.1625786      2.17       18.35       3.273       21.31       7.362       1.537       2.495       2.476       0.038       2.408       0.064       1.955       0.431       1.903       0.531       23.07       9.928     0.05819       2.086           1          34      0.0658   1.042e+04           1
16077      189.1627502   62.1622887      1.24       128.2       5.927       74.06       6.119       6.783       2.455       28.47       0.046        27.7       0.068        22.1       0.429       21.62       0.521       21.06       10.81     0.09455       1.214           1          72      0.3317   1.366e+04           1
16080      189.0912170   62.1621361      2.17       65.03       4.434   1.903e-07       5.907       1.846        2.59       5.202       0.042       5.904       0.064       6.169       0.423         5.1       0.524       22.77       10.63      0.0658          -1         -99         -99       2.361         -99           1
16092      189.0994720   62.1618729      0.22       23.73       4.535   1.903e-07       6.347       5.885       2.568       2.423       0.038       2.138       0.066       1.921       0.422       1.754       0.531       24.03       9.688       0.199          -1           3          34      0.3201        8230           1
16095      189.1741791   62.1619682      0.81       114.1       6.067       80.48       5.473       10.85       2.526       56.87       0.052       38.76       0.068       32.08       0.423       24.68       0.506       19.79       10.96      0.1397       0.845           1           4      0.1262   1.471e+04           1
16102      188.9656067   62.1615677      0.35         322        11.3         -99       1e+10        23.7         2.9       57.51       0.063       53.75        0.11       42.85       0.673       120.2       0.827        18.6       10.51      0.1341       0.254           1          72      0.1922        1034           0
16103      189.0093079   62.1615753      1.99        94.6       4.676       5.943       8.978       12.44       2.667        4.18        0.04       5.207       0.065       6.972       0.447       5.176       0.524       23.11       10.84     0.04853          -1         -99         -99       10.53         -99           0
16104      189.0139771   62.1615601      1.64       52.08       3.823       3.181       18.62       4.367       2.799       6.635        0.04       7.524       0.065       5.932       0.437         5.1       0.517       22.86       10.44      0.2425          -1         -99         -99        7.89         -99           0
16111      189.1766663   62.1610374      1.78       36.25       5.538       11.59        6.22      0.6944       2.445       5.491       0.039       5.794       0.063       3.862       0.419        5.09       0.504       22.63       10.08      0.0863          -1         -99         -99       5.456         -99           1
16112      189.1905518   62.1615906      1.79       46.55       2.924       13.71        6.99       2.397       2.431       16.67       0.042       18.91       0.065       16.25       0.411       9.767       0.502       21.71       11.06       0.358          -1         -99         -99       5.121         -99           1
16115      188.9704895   62.1614456      0.49       98.05       4.403         -99       1e+10      0.8586       2.797       14.13       0.053        12.2       0.096       11.93       0.622       20.43       0.762       20.61       10.34     0.09706       0.474           1          72      0.0658        1153           0
16121      189.1436768   62.1616745      4.11       33.34       5.118       5.402       6.823       11.36       2.535       3.674       0.043       4.368       0.064       5.811       0.429       9.863        0.53       23.66       11.48      0.1395          -1         -99         -99       7.739         -99           1
16132      189.1484833   62.1615181      1.44       45.28        4.93       22.21       7.366       4.211       2.411       6.009       0.044         6.5       0.065       6.002       0.427       5.973       0.528       22.57       10.33     0.02565          -1         -99         -99       4.266         -99           1
16147      188.9995575   62.1609879      3.14       18.16       4.225         -99       1e+10       4.347       2.629       2.006       0.041       2.358       0.068       2.694        0.48       3.155       0.555       23.27       10.23     0.09949          -1         -99         -99        10.6         -99           0
16166      189.0714417   62.1606522       1.5       53.03       3.213   1.903e-07       6.991       3.978       2.463       7.702       0.038       8.229       0.063        9.07       0.408       5.735        0.52       22.31       10.64     0.06063          -1         -99         -99       1.483         -99           1
16170      189.2583160   62.1608315       0.8       18.86       2.871       7.736       5.175     -0.2585       2.535       7.096       0.038       4.659       0.065       4.404       0.391       2.912       0.487       21.92       9.678      0.1312      0.7499           1          21      0.0412   2.268e+04           1
16175      189.3534088   62.1606674      0.85       257.8       11.13         -99       1e+10        26.5         5.7       41.53       0.106       28.46       0.177       35.42       1.264       25.74       1.177       19.78       10.61      0.2076       0.819           1          72     0.05311   3.072e+04           0
16178      188.9678192   62.1604652      1.01       61.88       4.092         -99       1e+10     -0.2967       2.847       11.09       0.054       8.803       0.104       7.176       0.668       10.64       0.824       21.53       10.08       0.199          -1         -99         -99       5.613         -99           0
16189      189.1826782   62.1604271      2.97       18.14       2.688       8.841       5.151       8.793       2.545        3.58       0.039       4.817       0.062       5.221       0.417       7.698       0.503        23.7       10.74      0.1466          -1         -99         -99       5.696         -99           1
16196      189.0210876   62.1601486      1.18        22.1       4.119       22.87       11.96       3.697       2.798       10.48        0.04       8.598       0.065       6.503       0.432       5.535       0.521        21.5       10.17      0.3206       1.146          -1          81       0.329        2970           0
16197      189.0297852   62.1600761      0.61       79.37         3.5       82.53       14.72       3.096       2.762       23.77       0.043       16.55       0.065       16.28       0.424       12.26        0.51       20.43       10.13      0.7853      0.6385          -1          81      0.7811        3492           1
16200      189.1341858   62.1602364      1.17        81.8       4.115       113.3       8.183       10.07       2.475       20.54       0.044       19.36       0.066       14.16       0.434       14.77        0.53        21.1       10.93      0.0733       1.261          -1          81      0.1406   1.105e+04           1
16201      189.1491547   62.1603546      1.39       35.49       7.812        56.8       9.679       7.002       2.439       4.834       0.043       4.898       0.064       5.361       0.428       9.922       0.529       22.55       9.968      0.1395       1.394          -1          81      0.1347   1.238e+04           1
16202      189.1609039   62.1603355      0.96       219.8       6.611       174.3       7.854        15.9         2.6       39.27       0.048       27.68       0.075       26.61       0.431       20.82        0.52       20.31       10.56     0.09455       0.874          -1          81      0.1283   1.347e+04           1
16212      189.0630493   62.1596336      2.75       103.3       4.658       7.472       12.63       8.021       2.633       6.735       0.038       7.878       0.064       10.16       0.411       8.138       0.519       23.28       10.92     0.03758          -1         -99         -99       2.515         -99           1
16213      189.0621338   62.1590500      1.53       29.37       7.184   1.903e-07       15.38       2.022       2.663        8.33       0.038       8.982       0.064       7.928       0.408       5.726       0.521       21.98       10.39      0.0412       1.596          -1          81     0.09455        5449           1
16215      189.1466522   62.1600151      1.12        82.6       5.327       78.48       6.713       7.228        2.46       12.85       0.045       10.79       0.065       7.916       0.429       11.06        0.53       21.83        10.2     0.03758       0.997           1          72     0.06866   1.215e+04           1
16216      189.1907959   62.1601753      2.15       32.98       3.287       16.51       6.435       3.509       2.462       4.007       0.038       3.995       0.062         4.2        0.41       2.429       0.503       23.38       10.15      0.3371          -1         -99         -99        6.49         -99           1
16221      189.0660095   62.1598434      0.89       61.21       2.785       68.07       12.67       5.758       2.652       13.27        0.04       9.089       0.063       9.138       0.408       5.011       0.521       21.17       10.27      0.0291      0.8421           1          21     0.02747        5696           1
16224      189.3014069   62.1598854      0.78       37.82       4.269       44.72       75.34       6.265       2.507       14.92        0.04       10.69       0.068       9.857       0.413       7.869       0.511       21.34       10.17     0.04853      0.8206           2          21      0.1213   2.633e+04           1
16225      189.3361053   62.1598396      1.22       81.14       6.395         -99       1e+10       7.249       2.516       49.66       0.064       42.84       0.109       28.87       0.653       25.12       0.775       20.07        11.1      0.1815          -1         -99         -99       4.633         -99           0
16234      189.3444672   62.1598167      1.68       10.44       4.766         -99       1e+10       7.712        2.55       3.845       0.076        4.55        0.13       6.275       0.865        6.78       0.904       22.48       10.24      0.2198          -1         -99         -99       9.481         -99           0
16236      188.9794617   62.1593475       1.2       211.3       6.473         -99       1e+10       11.34       2.783       54.42       0.057       41.89        0.09       36.88       0.581       29.32       0.691          20       11.13     0.04853          -1         -99         -99       16.84         -99           0
16248      189.0993958   62.1593246      2.07       159.4       7.399       61.31       6.056        18.3         2.7       13.35       0.042       17.53       0.068       16.98       0.429       15.65       0.531       22.26       11.09     0.03758          -1         -99         -99       7.417         -99           1
16251      189.1774139   62.1594429      0.48       458.9       13.14       316.8       9.198          45         2.5       66.31       0.054       55.53       0.072       52.42       0.429       88.69       0.512       19.17       10.46      0.0412      0.5284           1          23     0.01373   1.501e+04           1
16264      189.0775909   62.1592140      0.77       69.71       3.512       54.15       6.604       6.038        2.55       18.63       0.042       12.41       0.064       12.61       0.419       8.755       0.524        20.7       10.05      0.0291      0.7473           1          21      0.0658        6537           1
16268      189.2965851   62.1592445      1.62       121.8       5.924       183.5       12.07       10.62       2.501       60.16       0.051       57.91       0.075       42.05        0.41       37.05        0.51        20.2       11.61     0.07818          -1         -99         -99       3.373         -99           1
16282      189.0113678   62.1588173      0.77       116.9       4.725       86.74       26.28       6.613       2.625       94.31       0.059       63.96       0.075          54        0.45       34.55       0.539       18.84       11.18     0.02565      0.8407           1          21     0.05131        2513           0
16284      189.2026367   62.1589355      0.48       121.8       9.796       102.3       7.152          15         2.4       30.17       0.046       25.46       0.066       22.39       0.415       33.07       0.501       19.97       10.29      0.0733      0.5177           1          21     0.07517   1.722e+04           1
16285      189.2551117   62.1589355      1.69       26.84        3.45       7.548       5.533        2.44       2.527       3.897       0.038       4.131       0.064       4.582       0.403       2.771       0.494       23.19       10.23      0.2328          -1         -99         -99       8.663         -99           1
16286      189.2786407   62.1589851      1.49       174.4       6.894       116.5       8.862        23.1         4.6       20.54       0.041       24.57       0.069       19.74       0.393       22.66       0.502        21.3          11     0.08172       1.531          -1          81      0.2157   2.443e+04           1
16289      189.1320343   62.1588249      0.78       68.19         4.9       43.62       9.431       3.364       2.525       14.41       0.042       10.23       0.065       9.878       0.434        7.23       0.532       21.34       8.458     0.05311          -1          -1          81       0.129   1.085e+04           1
16297      188.9710388   62.1582680      2.64       136.8        5.74         -99       1e+10        41.2         5.6       6.054       0.055       9.163       0.106       13.68       0.679       15.98       0.837       22.67       10.58      0.3794          -1         -99         -99       11.51         -99           0
16299      189.0453949   62.1584206      0.96       61.41       6.594       19.86       9.785       3.395       2.692       12.57        0.04       9.043       0.063       7.161       0.412       6.175       0.516       21.41       10.35     0.05131      0.9487          -1          81     0.05311        4377           1
16307      189.3608856   62.1585503      0.38       155.8       9.746         -99       1e+10       10.17       2.574         -99         -99       28.46       0.393         -99         -99       59.73         2.2       19.74       10.28     0.04853       0.412          -1          81     0.03758   3.132e+04           0
16318      189.1967163   62.1583557      1.17       52.24       3.352       66.56       7.024       6.198       2.472       19.22       0.045       16.38       0.065       10.51        0.41        10.3       0.505       21.11        10.7     0.02565       1.214          -1          81      0.0412   1.667e+04           1
16321      189.3312225   62.1579475      3.42       11.62       7.508         -99       1e+10       7.618       2.541       1.585       0.055       1.439       0.108       3.205       0.653        1.44       0.784       24.59       10.27      0.4713          -1         -99         -99       9.521         -99           0
16332      189.2442017   62.1585388       -99       37.11       3.592       21.78       6.289        46.7        11.4       4.294       0.037       3.968       0.063       6.358       0.405       9.644       0.487         -99         -99       3.899          -1         -99         -99       4.908         -99           1
16349      188.9679871   62.1578827      0.25       46.93       4.597         -99       1e+10       3.485       2.753       0.662       0.057       0.757       0.112      -0.602       0.727      -0.413       0.887       22.54           8     0.06063          -1         -99         -99       13.55         -99           0
16375      189.0990601   62.1575356      2.06       42.92       4.461      0.1329        7.89     -0.2904       2.519       4.302       0.042       4.737       0.064       5.152       0.428       3.424       0.532       22.88       10.46     0.02747          -1         -99         -99       6.042         -99           1
16381      188.9898376   62.1572800      1.01       179.9       9.695         -99       1e+10       12.88       2.715       35.31       0.053       27.11       0.082       21.22       0.538       20.38       0.629       20.21       10.72     0.02566       1.028          -1          81     0.06063        1659           0
16384      189.1861572   62.1575127      0.48       61.84       3.056       58.65       6.897       9.283       2.531       19.55       0.042       15.62       0.064       13.17       0.419       18.86       0.504       20.49       9.938     0.05312       0.518           1          10      0.0863   1.576e+04           1
16398      189.3502197   62.1572838      1.14       32.65       9.027         -99       1e+10       2.664       2.727       13.32       0.151       10.68       0.228       13.13       1.953        9.16       1.438       21.55       10.38      0.3091          -1           2          72      0.3091   3.047e+04           0
16399      189.3482819   62.1568718      0.34       42.79       7.432         -99       1e+10        1.89       2.685       14.92       0.142       13.51       0.212       22.59       1.822       14.67       1.453       20.36        9.07      0.1338       0.423           1          72      0.3282   3.035e+04           0
16433      189.1252441   62.1566391      0.91       220.3       10.13       189.3       8.419        36.8         2.5       27.43       0.046       40.37        0.07       63.11       0.437       131.6       0.541       21.12       10.48      0.0291      0.9542          -1          81     0.02566   1.034e+04           1
16435      189.2391205   62.1566200      0.96       42.47       2.533       34.41        6.21       3.915       2.502       8.314       0.038       6.162       0.063       4.761       0.407       3.971       0.483       22.04       10.05     0.08172       0.972           1          72     0.05131    2.08e+04           1
16440      188.9502716   62.1561432      0.44       49.21          12         -99       1e+10       3.598       2.779       19.15       0.111       16.89        0.26       12.38       2.037       23.01        2.04       19.99       10.12      0.2311          -1         -99         -99       32.24         -99           0
16449      188.9747162   62.1560936      1.18       56.18       4.569         -99       1e+10       7.682       2.756       9.567       0.054       8.445       0.103       5.672       0.682       5.102       0.823       21.49        9.94      0.1128          -1         -99         -99       20.56         -99           0
16456      189.1583252   62.1561508      0.78         215       7.666       187.6       6.354        16.6         2.4       52.79       0.054       34.11       0.069       34.84       0.432       29.92       0.531       19.75       10.69     0.07517       0.514           1           4     0.07517   1.324e+04           1
16466      189.2034454   62.1560974      2.54       161.7       8.726       16.38       7.532        14.1         2.3       8.142        0.04       11.11       0.064       12.23       0.411       9.451       0.504        22.8       10.96     0.05131          -1         -99         -99       10.37         -99           1
16468      189.2475891   62.1560898      1.66       48.81       3.394       16.47        7.43     0.06394       2.523        7.59       0.038       8.136       0.065       5.597       0.408       4.788       0.495        22.2       10.35     0.07517       1.891           1          34     0.06866    2.16e+04           1
16484      189.3217773   62.1559181      0.99       34.67        5.56         -99       1e+10       4.886       2.512       5.528       0.051       4.327         0.1       3.608       0.588       3.925       0.741       22.52       10.18     0.08572          -1         -99         -99       14.84         -99           1
16488      188.9844360   62.1555862      1.13       76.55        5.24         -99       1e+10       8.304       2.711       12.03        0.05       10.36       0.089       7.829       0.592       8.557       0.718       21.42       10.15     0.06581          -1         -99         -99       10.89         -99           0
16493      189.3343964   62.1557312      1.26       48.27       7.258         -99       1e+10       8.257       2.696       16.87        0.08       15.34       0.139       12.24        0.89       11.78       0.942       21.01       10.35      0.1817       1.296           1          72      0.2093   2.917e+04           0
16495      188.9395905   62.1554375      1.29         -99       1e+10         -99       1e+10       9.936        2.81         -99         -99         -99         -99         -99         -99         -99         -99       22.47       10.07      0.2053          -1         -99         -99       36.53         -99           0
16501      189.2812805   62.1555443      0.93       129.3       7.292         115       7.199       7.673       2.489       20.94       0.044       15.63       0.072       14.85       0.426       12.43       0.537       20.88       10.33      0.0582       0.956           1          72      0.0582   2.464e+04           1
16502      189.2951965   62.1555977      1.54       73.08       4.302        35.1       11.12       3.841       2.525       11.45       0.043        13.1       0.076       11.61       0.448       11.04       0.569        21.7       10.64     0.06063       1.604           1          72      0.1817   2.578e+04           1
16512      189.1770630   62.1555252      1.81       49.33       4.299       15.36       7.383       2.707       2.488       3.992       0.039       4.424       0.063       4.208       0.426       3.512       0.519       23.22       10.12      0.3849          -1         -99         -99       9.811         -99           1
16514      189.2189331   62.1554680      0.92       22.65       4.676       8.489        9.25       9.695       2.566       40.07       0.047        30.5       0.067        23.4       0.405       19.06       0.494       20.23        10.9     0.05493      0.9543           1          21     0.05493   1.884e+04           1
16516      189.3306274   62.1555023      0.38   8.071e-08       13.94         -99       1e+10        7.61       2.533       1.067       0.068       1.037       0.125       0.434       0.767       1.156       0.882       23.65        8.59      0.6636      0.3921           1          23      0.7298          -1           0
16543      189.2324219   62.1548729      0.47       812.7       21.64       394.9       7.141        79.4         4.9       72.58       0.054       72.34       0.074       68.58       0.412       162.3       0.499       19.08       10.44      0.1817      0.4192           1          21      0.2624   2.011e+04           1
16550      189.1334076   62.1547470      1.01       75.79       4.779       69.06       7.307       16.26       2.488       22.74       0.044       16.41       0.066       14.09       0.433       10.87       0.535       21.04       10.59      0.0291          -1           3          72      0.1283   1.096e+04           1
16559      189.0024719   62.1544037      1.29       31.36       5.495         -99       1e+10       1.852       2.641       12.21       0.044       11.88       0.075       8.754       0.503       8.032       0.602       21.35       10.59           0          -1         -99         -99        7.62         -99           0
16567      189.3085480   62.1546860      2.12       86.93       6.491         -99       1e+10       14.72       2.543       16.91       0.049       20.57        0.09       28.27       0.518       33.62       0.658       21.23       11.24      0.1817          -1         -99         -99       15.88         -99           1
16576      189.1703644   62.1544991      1.18       86.22       3.541       93.66       8.798       15.77       2.495        10.5       0.041       10.56       0.074       8.545        0.43       11.02       0.522       21.92       10.32     0.06866       1.261          -1          81     0.06063   1.435e+04           1
16594      189.3335571   62.1544342      1.54       139.4       9.887         -99       1e+10        17.5         2.7       13.65       0.087       14.39       0.156       15.05       1.005       14.98       1.061       21.98       10.64      0.2123          -1          -1          81      0.3452          -1           0
16601      189.3532410   62.1543350      0.88       80.32         8.7         -99       1e+10       7.093       2.672         -99         -99         -99         -99         -99         -99       8.383       2.461       20.96        10.2       0.485          -1         -99         -99       11.93         -99           0
16606      189.1041260   62.1533699       0.1       32.95       6.703       19.46        8.87       5.936        2.56       3.743       0.043       2.875       0.064       3.025       0.429       2.544       0.535       22.62       8.828      0.1574          -1          -1          81      0.1944        8608           1
16609      189.2973785   62.1540604      3.46     -0.1118        4.35   1.903e-07       9.803       6.544       2.513       1.601       0.043       2.003       0.081       1.985       0.473       2.235       0.616       23.89       10.54      0.1128          -1         -99         -99       6.764         -99           1
16616      189.2181702   62.1533432      3.14       14.86       7.414       16.03       10.01       7.735       2.595       1.548       0.037       1.616       0.062       1.349       0.408       0.674       0.497       23.89       10.16     0.02747          -1         -99         -99       3.912         -99           1
16624      189.1331329   62.1536751      0.94       41.58       6.243       13.79       9.196     -0.2975       2.493       8.841       0.041         6.4       0.065       6.183       0.431       6.859       0.534       22.35       9.698      0.1804      0.9538           1          21      0.2123   1.094e+04           1
16625      189.2032471   62.1536789      1.63       40.41       6.795       1.557       7.855       1.361       2.532       6.866       0.039       7.416       0.064       5.659       0.411       5.164       0.506       22.08       10.55     0.06063          -1         -99         -99       13.99         -99           1
16650      189.2854004   62.1533051      1.13       33.49       3.678       33.59       9.902       7.452        2.71       12.45       0.046       10.34       0.079       8.383       0.461       8.118       0.586        21.2       10.09      0.0412       1.152           1          21      0.1236     2.5e+04           1
16656      189.0560455   62.1529961      0.41       55.18       3.861       43.36       8.351      0.4351       2.649       25.89       0.043       22.03       0.066       15.79       0.416       25.79       0.523       19.75       10.38      0.0412      0.4097           1          21     0.07517        5057           1
16667      189.0501556   62.1525307      1.75       56.08       3.417   1.903e-07       9.624       1.023       2.654       5.496       0.038       5.918       0.064       6.061       0.415       5.323       0.525       22.58       10.16      0.2785          -1         -99         -99        1.73         -99           1
16671      189.1196899   62.1529160       2.1       15.38       3.776   1.903e-07       6.372      0.8855       2.558        14.9       0.042       16.37       0.067       17.79       0.434       11.94       0.536          22        11.2      0.5647          -1         -99         -99       12.62         -99           1
16677      189.0364227   62.1525650       0.8       75.72       5.067       49.64       15.38       3.836       2.648       59.47       0.051        40.6        0.07       32.83       0.429       22.37       0.526       19.49       11.04      0.0291       0.843          -1          81     0.04854        3829           0
16678      189.0863037   62.1528549      1.03        17.4       2.944        19.9       5.331     -0.2905       2.725       8.842        0.04       7.183       0.064       5.353       0.431       4.491       0.531       22.44       10.02      0.4951          -1         -99         -99       3.739         -99           1
16679      189.1286011   62.1528931       -99       29.99       3.088       20.69       8.292       3.087       2.564       7.188        0.04       5.631       0.065       4.309        0.43       7.987       0.537         -99         -99       1.731          -1         -99         -99       5.704         -99           1
16681      189.2510834   62.1527367      2.58       266.3       9.872       82.39        9.38       297.2           5       17.19       0.042        25.4        0.07       32.64       0.424       26.74       0.508       21.81       11.57      0.0412          -1         -99         -99       13.36         -99           1
16703      189.1323547   62.1519203      0.82       215.7       10.49       159.2       11.97       19.59       2.506       259.8       0.084       172.5       0.089       140.7       0.447       124.3       0.538       18.15       11.55       0.518      0.8457           1          25       0.518   1.089e+04           1
16711      189.0234680   62.1521378      1.08       111.1       5.529         -99       1e+10        4.47       2.667       11.89       0.041       10.48       0.067       10.61        0.44       16.65       0.546       21.44       10.55           0          -1         -99         -99       6.741         -99           0
16716      189.3449860   62.1525421      0.44       119.2        24.3         -99       1e+10        35.1         6.9         -99         -99        45.2       0.394         -99         -99       102.2       2.112        19.2       10.28      0.7634      0.3229          -1          81      0.7148          -1           0
