#       id        snrIR       snr100       snr160       snr250       snr350       snr500       snr1160
#
      2046      0.07925     -0.07925           -0           -0           -0           -0           -0
      2052      0.58602      0.57876     0.091953           -0           -0           -0           -0
      2054       8.5784       1.5823       5.0088       6.7821           -0           -0           -0
      2056       9.0605        1.801        6.547       5.9987           -0           -0           -0
      2059      0.75722      0.75693     0.021001           -0           -0           -0           -0
      2061       13.443       10.948       6.9577       3.5292           -0           -0           -0
      2089      0.47722      0.47722           -0           -0           -0           -0           -0
      2094       54.104       32.456       36.287       22.499       7.1297           -0           -0
      2099       3.0917    -0.067272      0.29631       1.3902        1.804   1.6495e-07       2.0685
      2101       1.1816      0.24958      0.62644      0.97029           -0           -0           -0
      2106       3.8102       0.6847       3.4096       1.5567           -0           -0           -0
