#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
        6000      0.8244      0.8518      0.6751      0.4731         -99         -99         -99      1e-109         -99
        6003       2.013        1.38      0.9711       1.763         -99         -99         -99      1e-109         -99
        6005       45.71      0.4396       37.25       18.13       17.72        7.26       2.409      1e-109         -99
        6006       10.35        3.13       2.271       3.539       7.947       2.013       1.597       2.777       3.469
        6011       1.862      0.4379       1.235       1.393         -99         -99         -99      1e-109         -99
        6012       13.79      0.8517       7.849        7.96       6.918       3.988       1.228      1e-109         -99
        6015       9.829      0.4439       7.276        5.77       3.083      0.9311         -99      1e-109         -99
        6025       2.185       0.001           0       2.185         -99         -99         -99      1e-109         -99
        6037       3.694       0.743       2.967         2.2         -99         -99         -99      1e-109         -99
        6061       28.47       2.079        12.5       13.35       16.08       13.71       3.852       3.702        1.02
        6065        8.38      0.8402       6.365       3.781       3.892      0.5178         -99      1e-109         -99
        6072      0.9543       1.819      0.7983      0.5229         -99         -99         -99      1e-109         -99
        6073       7.074      0.8541       3.584        5.58       2.461         -99         -99      1e-109         -99
        6075   5.713e-05      0.5032   5.713e-05         -99         -99         -99         -99      1e-109         -99
        6078       2.906       1.891       2.318       1.752         -99         -99         -99      1e-109         -99
        6081       1.226        1.06       1.226   2.084e-05         -99         -99         -99      1e-109         -99
        6084       44.99      0.3059       38.73       22.18       5.403       1.734         -99      1e-109         -99
        6085       6.712       1.005        4.51       4.258       2.565         -99         -99      1e-109         -99
        6090       28.58       0.848       24.26       14.12       5.263        1.03         -99      1e-109         -99
        6091       4.013       2.482       2.773       2.901         -99         -99         -99      1e-109         -99
        6092       6.312      0.9448       2.087       5.595       2.044         -99         -99      1e-109         -99
