#       id       zspec       zbest       ubest       chi2_min     S_chi2_min     R_chi2_min
#
       917    -1.00000     1.61250       9.700       3.762064   2.632279e-19       3.762064
       922    -1.00000     1.68355      30.000       4.491531       1.374384       3.117147
       923    -1.00000     1.86744      12.100      0.8420585      0.4754388      0.3666197
       924    -1.00000     0.37410       4.900       6.452384     0.02434055       6.428043
       926    -1.00000     1.36600     101.000       18.25931       2.522638       15.73667
       928    -1.00000     0.85810       6.100       20.65027       1.283107       19.36716
       931    -1.00000     0.79250       4.900      0.5698919      0.0107095      0.5591824
       934     0.70780     0.70780       4.900       1.359645    0.002600781       1.357044
       937     1.03200     1.03200      18.000       9.475456       1.017281       8.458175
       939     0.94700     0.94700       9.700       3.597679       0.230589        3.36709
       950    -1.00000     2.62619      45.000       8.281389     0.02682819       8.254561
       951    -1.00000     0.31570       2.200       5.453584    0.002174849        5.45141
       960    -1.00000     0.49580       4.900       1.777169   1.604838e-19       1.777169
       965    -1.00000     1.60510       9.700       6.574931       1.394812       5.180119
       966     1.30300     1.30300       9.700       11.79022      0.2088353       11.58139
       972    -1.00000     0.32660     101.000       5.676276   0.0004749787       5.675801
       974    -1.00000     5.12430      50.000       12.95589     0.04315638       12.91274
       994    -1.00000     0.94920       6.100       1.744257   9.257063e-20       1.744257
       995     1.30600     1.30600       9.700      0.9116512     0.01374558      0.8979056
      1002     0.94800     0.94800      14.500       1.243809      0.4712487        0.77256
      1005    -1.00000     2.64210      45.000       5.782574      0.2305229       5.552051
      1006     0.94600     0.94600       6.100       4.131599      0.2284433       3.903156
      1008     1.02900     1.02900       6.100      0.5511633      0.3383001      0.2128632
      1023    -1.00000     2.06504     101.000       3.917119      0.2892018       3.627918
      1026    -1.00000     1.81105      25.000         2.3835      0.7585258       1.624974
      1035     0.77780     0.77780       4.900       7.356967       3.322998       4.033969
      1036    -1.00000     4.64620     101.000       17.44179       1.060957       16.38083
      1037     0.77030     0.77030       4.900       3.414115      0.5959822       2.818132
      1042     1.06000     1.06000      18.000       11.11295       3.409732       7.703218
      1053    -1.00000     2.15217      40.000        2.81866      0.1393422       2.679317
      1058     1.03800     1.03800     101.000       10.57131        1.87015       8.701164
      1064    -1.00000     0.58690      12.100      0.3050147   0.0004760883      0.3045386
      1075    -1.00000     1.15460       6.100       2.432956      0.4943386       1.938617
      1076    -1.00000     1.46610     101.000        6.64221       1.078475       5.563735
      1077     0.93800     0.93800       6.100       3.139122      0.9116343       2.227488
      1081    -1.00000     0.33930       4.900       1.284286   3.851162e-19       1.284286
      1084     1.14400     1.14400       6.100        2.12429      0.4593334       1.664957
      1089    -1.00000     0.96180       6.100      0.6607418     0.06639098      0.5943508
      1091    -1.00000     2.62000      25.000      0.7409468      0.1961015      0.5448453
      1094     3.53000     3.53000      35.000      0.5784221   5.395302e-05      0.5783682
      1101    -1.00000     0.92190      12.100       4.806739       3.388864       1.417875
      1102     0.47240     0.47240       9.700       10.20059     0.05458684         10.146
      1103     1.36300     1.36300     101.000       4.459397      0.1252962       4.334101
      1104     0.59480     0.59480      12.100      0.1582748     0.07362918      0.0846456
      1105     0.94410     0.94410       9.700       1.161934      0.6328407      0.5290928
      1109    -1.00000     1.60100       9.700       5.584469   9.272234e-20       5.584469
      1113     1.45700     1.45700       9.700       10.33509       1.007753        9.32734
      1118     0.38660     0.38660       3.300       2.314129     0.07742595       2.236703
      1121     0.79970     0.79970     101.000       9.874642       3.498949       6.375693
      1123    -1.00000     2.90390      25.000       4.646974       1.260239       3.386735
      1125     1.02300     1.02300       6.100       2.353794      0.4785219       1.875272
      1129    -1.00000     2.32678     101.000       4.497227       2.583811       1.913415
      1133     0.25380     0.25380       6.100       7.169329      0.2711541       6.898175
      1135    -1.00000     0.14100       2.200       42.36367   3.580757e-18       42.36367
      1140    -1.00000     0.34680       9.700       2.155114      0.0003291       2.154785
      1141    -1.00000     1.36380      14.500     0.06333703    0.001697934      0.0616391
      1143     0.28040     0.28040       2.200        2.11034    0.006422875       2.103917
      1144    -1.00000     1.16224       9.700      0.9131732      0.0123754      0.9007978
      1146    -1.00000     4.20100     101.000       10.91534       4.018158       6.897179
      1147    -1.00000     1.34136     101.000       2.936481      0.1635509       2.772931
      1148    -1.00000     3.55620      30.000       10.16502    0.006795374       10.15822
      1150     1.36400     1.36400      12.100      0.4338277      0.2242894      0.2095382
      1159    -1.00000     3.25100      25.000       19.42058       5.463493       13.95708
      1160    -1.00000     2.27000      25.000       2.659421       1.234748       1.424673
      1167     2.92000     2.92000     101.000        5.63279       0.090191       5.542599
      1168    -1.00000     3.00100      50.000       2.435069     0.08055729       2.354511
      1172    -1.00000     1.14127       6.100       1.664363     0.01146312         1.6529
      1181    -1.00000     1.67734      25.000       1.947782      0.6894564       1.258325
      1186    -1.00000     1.61498       9.700       1.251622   1.445351e-19       1.251622
      1202    -1.00000     1.69856      25.000        3.60612       0.142097       3.464023
      1208    -1.00000     1.46482     101.000       5.990787       2.472509       3.518278
      1221    -1.00000     1.19650       6.100      0.8767828     0.03587419      0.8409087
      1222    -1.00000     0.84180     101.000        5.14491      0.5608617       4.584049
      1225    -1.00000     0.51410       3.300       12.99747     0.03861877       12.95885
      1235     0.89190     0.89190      14.500       1.306299     0.01241339       1.293885
      1239     0.83600     0.83600       6.100       7.995773      0.8638511       7.131922
      1248    -1.00000     1.21984       9.700      0.5526026    0.001657251      0.5509453
      1252    -1.00000     1.93020      25.000       4.857405       4.503863       0.353543
      1253    -1.00000     1.93210      25.000       4.304197      0.1653241       4.138873
      1262    -1.00000     3.81740      30.000       10.04213   3.009358e-20       10.04213
      1269    -1.00000     2.38334      40.000       5.223548       2.580112       2.643436
      1270     1.08300     1.08300       9.700       7.098417       2.066747       5.031669
      1273     0.74410     0.74410       4.900       10.00812       2.321786       7.686335
      1278    -1.00000     1.44856      25.000       3.124615       1.367548       1.757068
      1284    -1.00000     3.73452     101.000       6.863354    0.003971112       6.859383
      1285    -1.00000     0.24650       2.200       15.47346    0.002477603       15.47098
      1293     0.79390     0.79390       4.900       3.479629     0.02587474       3.453754
      1303     0.63350     0.63350     101.000       2.022428      0.5583739       1.464055
      1306    -1.00000     0.00100     101.000       7.541396   2.742016e-20       7.541396
      1313    -1.00000     0.48670       3.300       2.897986     0.01304486       2.884941
      1315    -1.00000     1.51160     101.000       1.487517      0.2498063       1.237711
      1320    -1.00000     1.20740      18.000        4.62495     0.01592345       4.609027
      1334    -1.00000     1.60764      12.100       8.842026      0.1194751       8.722551
      1335    -1.00000     1.15820       9.700       9.345978      0.7297979        8.61618
      1337    -1.00000     0.83090     101.000        2.00432     0.09820429       1.906116
      1338     1.35800     1.35800       9.700       5.102592      0.0385207       5.064072
      1341     1.00800     1.00800       9.700       1.765869      0.4590477       1.306821
      1342    -1.00000     0.00100     101.000       11.55085   1.552697e-19       11.55085
      1348    -1.00000     0.48330     101.000       6.804315        2.08939       4.714925
      1350    -1.00000     1.34560       9.700       1.525371     0.03822629       1.487144
      1355    -1.00000     1.36200       9.700       1.218789      0.1588674       1.059921
      1357     1.36500     1.36500      25.000      0.8966082      0.1639471      0.7326611
      1367     1.78700     1.78700      12.100       5.092732       2.585332       2.507401
      1368    -1.00000     2.60372     101.000       3.889246      0.2148211       3.674425
      1369    -1.00000     2.30593     101.000       3.118719     0.04585393       3.072865
      1371     1.03700     1.03700       6.100       5.288698       2.582949       2.705749
      1384    -1.00000     1.19472       9.700        2.97544     0.01167018       2.963769
      1387    -1.00000     2.60100      30.000       2.474951     0.02619423       2.448757
      1391     1.03800     1.03800     101.000       6.740858       1.149186       5.591671
      1393    -1.00000     1.30020      18.000       5.734291      0.1156449       5.618646
      1394     0.29950     0.29950       2.200       11.80068       6.470029       5.330653
      1396    -1.00000     0.86520       6.100       1.698503      0.3184285       1.380074
      1401    -1.00000     2.12522     101.000       7.123907       3.175638       3.948268
      1402    -1.00000     2.04448     101.000       5.345777       1.303582       4.042195
      1416     2.29100     2.29100      25.000      0.6265371    0.008641436      0.6178956
      1419     1.14800     1.14800       6.100       3.326063       1.600057       1.726006
      1420    -1.00000     1.63144       9.700       11.69215      0.1817117       11.51044
      1434     0.48520     0.48520       9.700       1.226989     0.03427585       1.192713
      1437    -1.00000     1.34380     101.000       15.25847       0.023644       15.23482
      1445    -1.00000     2.59700      25.000       3.482989       2.622374      0.8606154
      1449     0.51300     0.51300       6.100      0.0535299     0.05014211    0.003387793
      1452    -1.00000     1.50848       9.700       19.34229     0.08155062       19.26074
      1458    -1.00000     1.61331       9.700       3.321121      0.1645092       3.156612
      1469     1.10200     1.10200       6.100        0.60806      0.1742452      0.4338149
      1475    -1.00000     1.71180      18.000        4.18161      0.1049663       4.076644
      1476     0.84110     0.84110       6.100       5.367095      0.4763936       4.890702
      1477    -1.00000     0.00100     101.000       5.511892   4.239892e-20       5.511892
      1479    -1.00000     1.09630       6.100       2.468629      0.6983365       1.770293
      1480    -1.00000     2.39430      45.000       2.184687       1.688786      0.4959004
      1490    -1.00000     1.79560     101.000       2.954049       1.079844       1.874206
      1491     0.83700     0.83700       6.100       0.989344      0.3209364      0.6684076
      1495    -1.00000     7.90100     101.000       10.28626    0.000257336         10.286
      1497    -1.00000     2.43758      25.000       3.325722     0.07545499       3.250267
      1501     1.43300     1.43300       9.700       7.973827      0.0130484       7.960779
      1502    -1.00000     2.11181     101.000        8.80266       2.632218       6.170441
      1513     1.01100     1.01100       6.100      0.4254015      0.1061858      0.3192157
      1515     1.19500     1.19500       6.100       10.42566      0.4711099       9.954554
      1520     0.53250     0.53250       9.700       1.395631      0.1160599       1.279572
      1524    -1.00000     0.92890       6.100        5.83973       1.224853       4.614877
      1525    -1.00000     0.59250      12.100       44.42726       16.75154       27.67572
      1532    -1.00000     0.93090       6.100       0.643739    0.009012393      0.6347266
      1533     0.74600     0.74600       4.900        1.38819     0.04342035       1.344769
      1543     1.14800     1.14800       6.100       7.623917       2.836986       4.786931
      1544    -1.00000     1.83000      25.000       1.747415      0.1500078       1.597408
      1545    -1.00000     1.16560     101.000       2.719128      0.3055981        2.41353
      1548     0.88940     0.88940       6.100       1.859945        0.76423       1.095715
      1551     1.35800     1.35800       9.700       5.373405     0.03510966       5.338295
      1556    -1.00000     3.50100      30.000       3.088258    0.001717488        3.08654
      1558    -1.00000     0.67440       4.900       7.382853      0.5980401       6.784813
      1563    -1.00000     0.87630       9.700       1.334352     0.02245419       1.311898
      1567     0.63380     0.63380       6.100      0.4024247      0.3121054      0.0903193
      1569     0.87900     0.87900       6.100       1.029796     0.02350907       1.006287
      1579     1.30300     1.30300       9.700       4.750661     0.08362971       4.667031
      1592     0.93760     0.93760      12.100      0.6042102      0.5213123     0.08289788
      1593     0.68130     0.68130       4.900       9.456992      0.3199867       9.137006
      1602     1.78200     1.78200      25.000       1.392413      0.4821853      0.9102279
      1604    -1.00000     1.30669      25.000       3.005731   0.0008487792       3.004882
      1606    -1.00000     0.92000       9.700        1.63745      0.1064556       1.530994
      1616    -1.00000     1.48430      25.000       4.225228      0.2202133       4.005015
      1618     1.01400     1.01400       6.100       21.42034      0.3820335        21.0383
      1622     1.02000     1.02000      18.000       11.30358      0.6558978       10.64768
      1626    -1.00000     1.78460      12.100       7.747157       6.007343       1.739813
      1629    -1.00000     2.19084      40.000       1.810459      0.2099466       1.600512
      1631    -1.00000     1.62042       9.700       4.627803       0.499121       4.128682
      1633     0.32000     0.32000       2.200       4.413292   0.0001041253       4.413188
      1634    -1.00000     0.71990       4.900       8.208351       6.869246       1.339105
      1638    -1.00000     0.82160       6.100       4.562765       1.162793       3.399972
      1644     0.63370     0.63370       4.900       3.842816      0.7930774       3.049738
      1648     1.76000     1.76000      30.000       8.296936       4.814305       3.482631
      1650    -1.00000     2.83110      45.000       10.68749      0.3857618       10.30173
      1651    -1.00000     2.73863      30.000       2.991684     0.03883652       2.952848
      1662    -1.00000     0.92000       6.100       3.499907      0.4394388       3.060469
      1673     0.04000     0.04000       4.900       7.717852   1.982464e-20       7.717852
      1693    -1.00000     0.33030     101.000       6.206448     0.00359584       6.202852
      1702    -1.00000     2.63000      45.000       10.35575       10.08438      0.2713718
      1709    -1.00000     1.35110       9.700       5.520198     0.09975354       5.420444
      1710    -1.00000     1.95390      35.000       5.098361       2.352664       2.745697
      1711    -1.00000     0.84710       6.100       4.908417       2.068717       2.839701
      1712     2.21600     2.21600      40.000       8.113248      0.3720143       7.741233
      1717     1.01200     1.01200      14.500       11.98732      0.4294977       11.55782
      1724    -1.00000     0.87090      12.100      0.8414521     0.05495843      0.7864936
      1734    -1.00000     2.56720      45.000       3.174935      0.3174075       2.857527
      1735    -1.00000     3.88670      50.000       13.81193     0.01003276        13.8019
      1737     1.14200     1.14200       6.100       5.419696      0.4343172       4.985378
      1740    -1.00000     0.93080       6.100       2.066878      0.4074897       1.659388
      1741     1.02400     1.02400      18.000       13.07429      0.5439344       12.53036
      1747    -1.00000     1.93056      35.000       5.891052       3.266937       2.624115
      1753     1.20000     1.20000       9.700      0.9289933   0.0006274551      0.9283659
      1762    -1.00000     2.14944      30.000       4.490753      0.1617771       4.328976
      1764     0.29850     0.29850       2.200       44.72393       1.323699       43.40023
      1775    -1.00000     1.92951      12.100       9.983044      0.2566608       9.726383
      1779    -1.00000     0.91450       6.100       16.39633      0.2507482       16.14558
      1813    -1.00000     1.80130      25.000       2.550207      0.4784706       2.071737
      1814    -1.00000     1.39330       9.700       1.463742              0       1.463742
      1818     1.56900     1.56900      18.000       2.002344     0.06564556       1.936699
      1822    -1.00000     0.32130       9.700       5.705869     0.01744688       5.688422
      1824    -1.00000     0.40100       9.700       2.127644     2.5896e-21       2.127644
      1836     0.25440     0.25440       2.200       5.704348      0.0160043       5.688343
      1843     0.63480     0.63480       9.700       7.153671       1.562976       5.590695
      1847     0.90300     0.90300      12.100      0.5745064     0.06493357      0.5095728
      1850    -1.00000     2.61420      50.000        7.12664     0.05723948       7.069401
      1855    -1.00000     1.21640     101.000       18.55126      0.0880965       18.46316
