# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  15525  188.9611206   62.1699371   0.4095   -1.0      0.4095   -99.0   -99.0      1.0E10     0.01262    5.4E-5    0.0153     9.0E-5    0.01441    5.67E-4    0.0146     7.11E-4    0.1108    0.01254    -99.0       1.0E10     1.961      0.4053     2.732      1.091       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009003    0.002746   5.447   0.0             1.3       0.269     -99.0     0          0          0          1         
  15528  189.0712128   62.1698418   0.8448   -1.0      0.8448   1.06    0.03281    0.003281   0.05202    5.0E-5    0.03694    6.8E-5    0.03261    4.07E-4    0.02678    5.13E-4    0.09      0.004349   0.04045     0.005335   1.819      0.3072     3.26       0.9159      3.469      2.329    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.051       0.0051     7.067   7.1110001E10    8.113     2.621     0.1141    1          1          -1         1         
  15575  189.1655273   62.1693993   0.509    -1.0      0.509    0.47    0.03373    0.003373   0.02726    4.4E-5    0.02215    6.5E-5    0.01874    4.16E-4    0.02941    5.02E-4    0.1267    0.005514   0.09847     0.00559    3.058      0.3119     5.373      0.8458      3.962      3.476    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01046     0.002437   11.74   7.2770002E9     4.302     0.3666    0.5912    1          0          -1         1         
  15587  189.063324    62.1690865   1.027    -1.0      1.027    0.97    0.04529    0.004529   0.06721    5.3E-5    0.0528     7.0E-5    0.03939    4.11E-4    0.04507    5.07E-4    0.3284    0.009642   0.3028      0.01222    4.553      0.3165     9.631      0.9316      13.29      3.735    7.871      3.067    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.02        0.0027     18.25   9.5929999E10    42.46     3.405     0.4426    1          0          -1         1         
  15599  189.0664673   62.1689377   0.3371   -1.0      0.3371   0.31    0.06138    0.006138   0.0386     4.7E-5    0.04173    6.8E-5    0.03158    4.07E-4    0.1284     5.14E-4    0.3199    0.01012    0.2686      0.009931   7.512      0.3296     10.64      1.108       7.449      3.829    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0378      0.0055     24.81   9.3749996E9     3.618     0.2632    0.3859    1          0          -1         1         
  15600  189.0853577   62.1690178   2.45     0.311     -1.0     2.45    0.003499   3.499E-4   0.005784   3.7E-5    0.007285   6.5E-5    0.009916   4.09E-4    0.008637   5.12E-4    0.1558    0.007344   0.02778     0.009254   0.6908     0.3377     3.194      0.8975      5.956      1.769    5.554      2.413    5.744      3.107    3.454E-9    2.067    2.13E-10   0.5852   0.006603    0.002492   6.075   1.513E8         153.7     61.42     1016.0    1          0          0          1         
  15625  189.0950623   62.1687012   0.748    -1.0      0.748    0.75    0.03981    0.003981   0.04199    4.7E-5    0.02706    6.7E-5    0.02542    4.15E-4    0.01845    5.19E-4    0.1319    0.005292   0.1093      0.007795   1.913      0.346      6.61       0.7155      5.608      2.808    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005022    0.002543   10.95   2.35499991E10   11.38     1.039     0.4833    1          0          -1         1         
  15630  189.3201752   62.1687279   0.4111   -1.0      0.4111   0.39    0.1294     0.01294    0.07847    5.3E-5    0.07119    7.1E-5    0.06128    3.87E-4    0.1498     4.52E-4    0.5681    0.01905    0.3434      0.01219    15.64      0.3751     19.91      0.9451      13.15      1.447    6.437      1.949    4.015      3.826    1.0E-99     1.0E10   -99.0      1.0E10   0.0717      0.0041     47.71   2.35499991E10   11.64     0.5291    0.4943    1          0          -1         1         
  15637  189.0500793   62.1684341   1.58     0.232     -1.0     1.58    0.007798   7.798E-4   0.01034    3.9E-5    0.01142    6.3E-5    0.009827   4.12E-4    0.00847    5.08E-4    0.08856   0.005308   0.03417     0.007001   1.331      0.3244     0.74       0.7754      5.4        1.877    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01186     0.00262    5.101   1.62899999E10   34.62     21.3      2.125     1          0          0          1         
  15645  189.1403198   62.1683197   1.016    -1.0      1.016    0.98    0.05058    0.005058   0.07344    5.8E-5    0.05749    7.5E-5    0.04662    4.32E-4    0.05243    5.31E-4    0.561     0.01865    0.5156      0.01059    8.952      0.3363     17.45      0.6736      21.39      0.9806   15.91      2.005    6.491      3.285    0.002159    0.9845   1.028      0.5497   0.0505      0.006      43.88   5.915E10        81.9      2.66      1.385     1          0          0          1         
  15647  189.1630249   62.1683578   0.6346   -1.0      0.6346   0.72    0.03048    0.003048   0.03818    4.7E-5    0.03323    6.8E-5    0.0374     4.22E-4    0.02785    5.07E-4    0.2219    0.009859   0.06502     0.01044    2.593      0.3728     6.549      1.46        11.69      4.133    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005568    0.002426   8.744   1.35500001E10   7.126     0.815     0.5259    1          0          -1         1         
  15654  189.3554077   62.1683426   0.411    -1.0      0.411    0.42    0.1995     0.01995    0.1002     7.1E-5    0.09825    1.06E-4   0.07668    6.25E-4    0.2259     7.26E-4    0.6709    0.02275    -99.0       1.0E10     17.15      0.4523     29.48      2.18        21.47      2.251    13.13      2.481    5.158      3.396    1.0E-99     1.0E10   -99.0      1.0E10   0.1256      0.009      41.73   3.104E10        14.61     0.7986    0.4706    0          0          -1         1         
  15658  188.9957123   62.1681023   0.569    -1.0      0.569    0.59    0.0157     0.00157    0.01508    4.4E-5    0.01197    6.7E-5    0.01365    4.63E-4    0.01345    5.38E-4    0.06643   0.006018   0.04551     0.008063   2.101      0.3509     5.779      1.201       3.751      2.43     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.00736     0.002648   7.836   3.388E9         4.625     0.5902    1.365     0          0          0          1         
  15678  188.9064331   62.1676826   0.5223   0.13      -1.0     0.53    0.08472    0.008472   -99.0      1.0E10    -99.0      1.0E10    -99.0      1.0E10     -99.0      1.0E10     -99.0     1.0E10     -99.0       1.0E10     7.342      1.527      14.21      3.428       3.209E-7   8.292    2.905E-7   17.01    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01611     0.002986   6.348   4.0919998E10    13.98     8.194     0.3416    0          0          0          1         
  15681  189.0797272   62.1678848   2.215    -1.0      2.215    2.95    0.005495   5.495E-4   0.01275    4.2E-5    0.01673    6.4E-5    0.02199    4.11E-4    0.0186     5.13E-4    0.206     0.009944   0.02874     0.008466   1.605      0.3231     5.74       0.8636      10.71      1.293    12.16      2.504    10.34      3.398    6.807       1.055    1.352      0.4797   0.0297      0.0028     14.83   2.70399996E11   210.4     14.19     0.7782    1          0          -1         1         
  15703  189.0239258   62.1674538   0.9362   -1.0      0.9362   0.84    0.02884    0.002884   0.05456    5.1E-5    0.04815    6.9E-5    0.04894    4.31E-4    0.05334    5.01E-4    0.5119    0.01503    0.2971      0.01467    9.212      0.364      14.78      0.8313      14.29      2.49     12.85      4.402    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0502      0.0079     31.59   1.78599997E10   49.97     1.964     2.797     1          0          1          1         
  15707  189.1688843   62.1675835   0.748    -1.0      0.748    0.75    0.02051    0.002051   0.02395    4.3E-5    0.01643    6.4E-5    0.01725    4.19E-4    0.01356    5.0E-4     0.112     0.004857   0.09513     0.006822   0.9949     0.3381     4.744      1.036       2.899      3.335    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006722    0.002451   5.514   8.3549998E9     6.107     1.108     0.7309    1          0          -1         1         
  15729  188.9055939   62.1672707   2.801    1.0       -1.0     -99.0   -99.0      1.0E10     -99.0      1.0E10    -99.0      1.0E10    -99.0      1.0E10     -99.0      1.0E10     -99.0     1.0E10     -99.0       1.0E10     3.347      1.233      3.624      3.459       32.41      7.204    33.39      14.99    27.52      21.18    8.675E-41   1.0E10   2.003      2.496    0.0673      0.0063     6.0     0.0             1130.0    858.0     -99.0     0          0          0          1         
  15747  189.2179108   62.1660156   0.75     -1.0      0.75     0.69    0.01191    0.001191   0.01627    4.4E-5    0.01109    6.4E-5    0.0124     4.08E-4    0.01022    4.83E-4    0.08605   0.004255   0.09699     0.007644   2.457      0.3507     4.875      0.913       2.578      0.7887   2.507      1.3      -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01406     0.002511   9.593   4.7859999E9     8.657     0.9024    1.809     1          0          0          1         
  15808  189.2431488   62.166153    0.136    -1.0      0.136    0.2     0.597      0.0597     0.2282     7.9E-5    0.1647     8.7E-5    0.1298     4.07E-4    0.5156     5.01E-4    0.5143    0.01418    0.4619      0.0147     15.93      0.3874     27.01      0.6349      15.71      1.292    9.48       2.922    1.703      6.071    1.0E-99     1.0E10   -99.0      1.0E10   0.04        0.0078     60.49   3.483E10        1.08      0.02078   0.03101   1          0          -1         1         
  15820  189.1302948   62.166069    2.302    -1.0      2.302    2.32    0.006427   6.427E-4   0.009132   4.1E-5    0.0109     6.6E-5    0.01488    4.29E-4    0.01502    5.31E-4    0.2052    0.00733    0.02929     0.007469   5.108      0.3211     16.69      0.6792      24.88      0.899    23.92      2.019    13.38      2.252    3.194       0.8047   0.507      0.6952   0.141       0.0061     42.6    4.591E10        462.9     32.97     10.08     1          1          1          1         
  15826  188.9298096   62.1653404   1.823    0.0       -1.0     1.59    0.002805   2.805E-4   0.01035    1.31E-4   0.01281    3.05E-4   -99.0      1.0E10     0.01727    0.002737   0.2198    0.01327    -99.0       1.0E10     5.252      0.4663     17.18      0.9731      26.71      1.729    21.61      2.718    19.1       4.42     4.654       1.521    2.106      1.174    0.0778      0.007      27.78   1.62899999E10   278.6     10.03     17.1      0          0          1          1         
  15827  188.9396362   62.1655846   0.472    -1.0      0.472    0.49    0.1738     0.01738    0.1002     8.7E-5    0.08702    1.79E-4   0.07342    0.001073   0.1184     0.001327   0.361     0.01672    -99.0       1.0E10     7.318      0.4916     16.98      1.168       18.22      1.848    9.746      2.545    3.193      4.44     1.0E-99     1.0E10   -99.0      1.0E10   0.0578      0.0148     23.35   6.9500002E10    10.55     0.4518    0.1518    0          0          -1         1         
  15847  188.9712219   62.165123    1.605    0.033     -1.0     1.42    0.009462   9.462E-4   0.01715    5.1E-5    0.0218     8.8E-5    0.02793    5.67E-4    0.02559    6.9E-4     0.2466    0.009991   -99.0       1.0E10     2.322      0.3839     6.457      0.8771      10.6       3.081    11.04      2.366    10.14      2.588    1.0E-99     1.0E10   0.7135     0.8379   0.0342      0.0066     11.85   9.5929999E9     77.74     6.56      8.104     0          0          1          1         
  15862  188.9954681   62.1653061   0.4564   -1.0      0.4564   0.41    0.1459     0.01459    0.08113    5.8E-5    0.07091    7.8E-5    0.05944    4.76E-4    0.0877     5.53E-4    0.236     0.01217    -99.0       1.0E10     4.592      0.5374     8.13       2.583       17.6       5.802    9.176      5.155    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01178     0.002717   9.762   5.3950001E10    4.787     0.5202    0.08874   0          0          -1         1         
  15863  188.995636    62.1644669   1.149    -1.0      1.149    1.15    0.05702    0.005702   0.08463    5.8E-5    0.0736     7.9E-5    0.05386    4.78E-4    0.05477    5.52E-4    0.1423    0.01132    -99.0       1.0E10     3.358      0.4816     11.18      1.883       9.292      5.833    9.987      5.982    -99.0      1.0E10   1.737       1.312    -99.0      1.0E10   0.0244      0.003      9.538   7.4469999E10    55.95     6.211     0.7514    0          0          -1         1         
  15879  189.3327942   62.1653328   2.647    -1.0      2.647    2.47    0.003767   3.767E-4   0.0103     4.3E-5    0.01543    7.5E-5    0.02785    4.69E-4    0.05211    5.65E-4    0.1441    0.007072   -99.0       1.0E10     1.539      0.4069     2.333      1.346       2.789      1.559    -99.0      1.0E10   -99.0      1.0E10   3.086       0.8251   -99.0      1.0E10   0.006569    0.002504   5.873   7.1110001E10    108.7     30.96     1.529     1          0          -1         0         
  15888  189.0601654   62.1649742   0.9351   -1.0      0.9351   0.93    0.03767    0.003767   0.05144    4.9E-5    0.03687    6.9E-5    0.03147    4.09E-4    0.02496    5.19E-4    0.2496    0.007927   0.1809      0.008844   2.053      0.3727     6.187      1.057       2.911      3.273    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0279      0.0064     8.085   3.8189998E10    17.08     2.113     0.4472    1          0          -1         1         
  15902  189.0274048   62.1643295   0.637    -1.0      0.637    0.83    0.09817    0.009817   0.1144     6.2E-5    0.08428    7.6E-5    0.09629    4.35E-4    0.08955    5.1E-4     0.4695    0.01601    0.3288      0.01892    14.37      0.3823     29.44      0.6814      31.37      1.478    18.15      3.08     14.02      1.595    1.034       1.2      2.13E-10   0.5467   0.2269      0.011      62.0    8.7490003E10    44.69     0.7208    0.5108    1          1          -1         1         
  15907  189.1599579   62.1647644   0.513    -1.0      0.513    0.44    0.04169    0.004169   0.03402    4.6E-5    0.02525    6.6E-5    0.01863    4.26E-4    0.01776    5.2E-4     0.04058   0.004408   0.05182     0.01022    1.543      0.2989     4.09       0.6153      3.255      2.331    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0077      0.002447   8.532   4.365E7         2.236     0.2621    51.23     1          0          1          1         
  15909  189.2635956   62.1646957   0.905    -1.0      0.905    0.89    0.008872   8.872E-4   0.01534    3.8E-5    0.01129    6.2E-5    0.01084    3.71E-4    0.008792   4.64E-4    0.0981    0.003418   0.06847     0.006638   0.8051     0.3475     2.032      0.6029      3.149      0.7432   3.866      1.318    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0079      0.002568   6.579   7.1110001E9     8.046     1.223     1.131     1          0          -1         1         
  15914  189.0345917   62.1644096   0.8403   -1.0      0.8403   0.82    0.01486    0.001486   0.01591    4.1E-5    0.01085    6.3E-5    0.0105     4.18E-4    0.006168   5.08E-4    0.06599   0.004883   0.06935     0.007376   0.9555     0.3072     2.768      0.7506      4.201      2.65     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.007836    0.002998   5.077   7.1110001E9     6.021     1.186     0.8467    1          0          -1         1         
  15927  189.013031    62.1630478   2.861    0.1115    -1.0     3.12    0.003221   3.221E-4   0.007387   4.0E-5    0.009552   6.4E-5    0.01383    4.42E-4    0.01453    5.11E-4    0.2215    0.008158   0.05482     0.01606    5.548      0.3987     14.3       1.322       18.83      1.721    11.25      2.252    7.573      4.147    3.15E-7     1.158    1.86       0.6741   0.0462      0.0056     21.6    1.66700007E11   518.0     105.2     3.107     0          0          -1         1         
  15930  189.2494965   62.1645203   2.335    0.1865    -1.0     2.46    0.001629   1.629E-4   0.004572   3.7E-5    0.006331   6.4E-5    0.008933   3.9E-4     0.007413   4.81E-4    0.1356    0.005407   0.02519     0.005756   1.506      0.3422     4.044      0.7205      9.699      1.368    5.436      3.257    9.202      5.684    2.644E-5    1.011    2.13E-10   0.708    0.0236      0.0027     10.32   3.6470002E10    185.3     54.81     5.081     1          0          0          1         
  15962  189.3742218   62.1641846   1.136    0.08      -1.0     1.04    0.0138     0.00138    -99.0      1.0E10    0.01344    3.72E-4   -99.0      1.0E10     -99.0      1.0E10     0.1452    0.02643    -99.0       1.0E10     3.033      0.5672     6.592      1.437       8.978      3.987    14.68      3.808    13.8       4.41     3.454E-9    1.204    0.8071     0.8151   0.001359    0.002923   8.964   3.25099991E10   46.03     8.748     1.416     0          0          -1         1         
  15970  189.1711884   62.1636429   0.4099   -1.0      0.4099   0.31    0.06546    0.006546   0.04549    4.9E-5    0.04048    6.9E-5    0.03111    4.21E-4    0.05875    5.08E-4    0.1239    0.0121     0.1244      0.009824   0.742      0.7195     6.058      0.8465      11.86      4.248    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006756    0.002488   7.751   1.45200005E10   2.555     0.3296    0.176     1          0          -1         1         
  15971  189.173233    62.1633987   0.5183   -1.0      0.5183   0.58    0.1585     0.01585    0.1279     6.5E-5    0.09583    7.7E-5    0.08982    4.27E-4    0.1116     5.1E-4     0.371     0.01657    0.2078      0.01208    9.714      0.591      15.7       0.9404      12.26      3.96     8.461      3.79     -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0918      0.0059     23.74   7.4469999E10    13.37     0.9911    0.1795    1          1          -1         1         
  15984  189.0585175   62.1634331   2.365    0.145     -1.0     2.22    0.00631    6.31E-4    0.01607    4.1E-5    0.02039    6.5E-5    0.02614    4.09E-4    0.01858    5.16E-4    0.04074   0.003525   1.903E-10   0.009824   0.3403     0.345      1.476      0.9609      9.667      2.378    6.825      1.672    6.905      1.617    0.5559      0.8629   1.29       0.5586   0.005757    0.002682   7.778   1.32399997E11   170.7     27.14     1.289     1          0          -1         1         
  15997  189.1652527   62.1634674   2.079    -1.0      2.079    2.32    0.004207   4.207E-4   0.005931   4.0E-5    0.006293   6.3E-5    0.005877   4.22E-4    0.006606   5.2E-4     0.08575   0.004264   0.02199     0.008108   1.324      0.3386     2.685      0.7082      3.209E-7   4.258    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.001552    0.002523   5.446   6.9500001E9     69.58     12.78     10.01     1          0          1          1         
  16018  189.065094    62.1629524   1.263    -1.0      1.263    1.23    0.03873    0.003873   0.06623    5.2E-5    0.05897    7.2E-5    0.04212    4.15E-4    0.03551    5.17E-4    0.1052    0.005052   0.1241      0.008255   2.465      0.358      4.581      0.9001      4.984      1.732    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.044       0.0039     9.034   1.10099997E11   32.07     5.848     0.2912    1          1          -1         1         
  16037  188.9940033   62.1626244   1.088    -1.0      1.088    1.13    0.01754    0.001754   0.02245    4.7E-5    0.01856    7.2E-5    0.01405    4.84E-4    0.01562    5.73E-4    0.1243    0.006509   -99.0       1.0E10     1.886      0.317      2.557      1.13        5.169      3.232    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01401     0.002723   6.564   2.52300001E10   18.59     3.908     0.7368    0          0          -1         1         
  16077  189.1627502   62.1622887   1.214    -1.0      1.214    1.24    0.01368    0.001368   0.02847    4.6E-5    0.0277     6.8E-5    0.0221     4.29E-4    0.02162    5.21E-4    0.1282    0.005927   0.07406     0.006119   1.453      0.3048     2.677      0.7631      5.22       4.398    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006783    0.002455   6.036   3.7319999E10    17.57     4.864     0.4708    1          0          -1         1         
  16102  188.9656067   62.1615677   0.254    -1.0      0.254    0.35    0.1318     0.01318    0.05751    6.3E-5    0.05375    1.1E-4    0.04285    6.73E-4    0.1202     8.27E-4    0.322     0.0113     -99.0       1.0E10     7.953      0.4253     11.14      1.136       9.753      1.33     8.521      3.675    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0224      0.0031     22.47   1.86999992E10   1.981     0.08815   0.1059    0          0          -1         1         
  16115  188.9704895   62.1614456   0.474    -1.0      0.474    0.49    0.0207     0.00207    0.01413    5.3E-5    0.0122     9.6E-5    0.01193    6.22E-4    0.02043    7.62E-4    0.09805   0.004403   -99.0       1.0E10     2.4        0.3879     2.477      0.9882      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   8.586E-4    0.002797   6.677   1.26500004E10   2.259     0.3383    0.1786    0          0          -1         1         
  16121  189.1436768   62.1616745   3.834    0.184     -1.0     4.11    0.001247   1.247E-4   0.003674   4.3E-5    0.004368   6.4E-5    0.005811   4.29E-4    0.009863   5.3E-4     0.03334   0.005118   0.005402    0.006823   0.4656     0.3123     0.8318     0.8071      6.128      0.9229   6.407      1.98     12.06      2.243    2.56        0.9678   1.393      0.6031   0.01136     0.002535   9.954   1.74599995E11   428.9     65.17     2.457     1          0          -1         1         
  16175  189.3534088   62.1606674   0.819    -1.0      0.819    0.85    0.04446    0.004446   0.04153    1.06E-4   0.02846    1.77E-4   0.03542    0.001264   0.02574    0.001177   0.2578    0.01113    -99.0       1.0E10     5.417      0.4775     8.056      1.119       9.422      2.25     5.365      5.684    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0222      0.003      14.11   2.35499991E10   22.13     2.309     0.9398    0          0          -1         1         
  16197  189.0297852   62.1600761   0.6385   -1.0      0.6385   0.61    0.02443    0.002443   0.02377    4.3E-5    0.01655    6.5E-5    0.01628    4.24E-4    0.01226    5.1E-4     0.07937   0.0035     0.08253     0.01472    1.396      0.3414     4.309      0.666       4.942      1.271    3.404      1.715    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003096    0.002762   8.811   7.7970002E9     5.404     0.6133    0.693     1          0          -1         1         
  16200  189.1341858   62.1602364   1.261    -1.0      1.261    1.17    0.01318    0.001318   0.02054    4.4E-5    0.01936    6.6E-5    0.01416    4.34E-4    0.01477    5.3E-4     0.0818    0.004115   0.1133      0.008183   2.799      0.3312     4.094      0.7105      2.569      2.29     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01007     0.002475   10.29   4.9200001E10    33.65     3.27      0.684     1          0          -1         1         
  16202  189.1609039   62.1603355   0.874    -1.0      0.874    0.96    0.02729    0.002729   0.03927    4.8E-5    0.02768    7.5E-5    0.02661    4.31E-4    0.02082    5.2E-4     0.2198    0.006611   0.1743      0.007854   1.59       0.2556     6.022      0.6963      6.686      2.87     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01275     0.002468   10.91   2.09899991E10   13.04     1.196     0.6213    1          0          -1         1         
  16212  189.0630493   62.1596336   2.733    0.321     -1.0     2.75    0.00177    1.77E-4    0.006735   3.8E-5    0.007878   6.4E-5    0.01016    4.11E-4    0.008138   5.19E-4    0.1033    0.004658   0.007472    0.01263    0.5877     0.6989     4.712      2.305       3.853      1.204    3.466      1.526    -99.0      1.0E10   2.68        1.019    2.13E-10   0.4584   0.008021    0.002633   5.216   4.8079999E10    108.6     47.44     2.259     1          0          0          0         
  16236  188.9794617   62.1593475   1.172    0.17      -1.0     1.2     0.03631    0.003631   0.05442    5.7E-5    0.04189    9.0E-5    0.03688    5.81E-4    0.02932    6.91E-4    0.2113    0.006473   -99.0       1.0E10     2.947      0.4267     4.047      0.9084      8.397      1.319    5.395      3.771    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01134     0.002783   10.49   7.7969998E10    35.23     13.8      0.4518    0          0          0          1         
  16248  189.0993958   62.1593246   2.084    0.2625    -1.0     2.07    0.004529   4.529E-4   0.01335    4.2E-5    0.01753    6.8E-5    0.01698    4.29E-4    0.01565    5.31E-4    0.1594    0.007399   0.06131     0.006056   1.755      0.3451     3.427      0.6458      7.035      0.8576   8.13       1.481    6.641      1.349    0.8489      0.9724   1.171      0.5676   0.0174      0.0027     13.44   7.1110001E10    127.5     40.11     1.793     1          0          -1         1         
  16251  189.1774139   62.1594429   0.5284   -1.0      0.5284   0.48    0.07798    0.007798   0.06631    5.4E-5    0.05553    7.2E-5    0.05242    4.29E-4    0.08869    5.12E-4    0.4589    0.01314    0.3168      0.009198   12.26      0.3217     19.01      0.984       14.48      1.408    7.499      2.004    7.082      1.555    1.0E-99     1.0E10   0.4249     0.741    0.0458      0.0039     44.36   1.66700001E10   17.69     0.8466    1.061     1          0          0          1         
  16264  189.0775909   62.159214    0.7473   -1.0      0.7473   0.77    0.01905    0.001905   0.01863    4.2E-5    0.01241    6.4E-5    0.01261    4.19E-4    0.008755   5.24E-4    0.06971   0.003512   0.05415     0.006604   1.074      0.2947     2.662      0.7391      2.085      0.918    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006038    0.00255    5.606   6.4860001E9     4.446     0.7931    0.6855    1          0          -1         1         
  16268  189.2965851   62.1592445   1.561    0.059     -1.0     1.62    0.0302     0.00302    0.06016    5.1E-5    0.05791    7.5E-5    0.04205    4.1E-4     0.03705    5.1E-4     0.1218    0.005924   0.1835      0.01207    1.499      0.3259     5.603      0.5444      11.2       2.868    11.18      2.73     5.915      2.913    1.784       1.019    -99.0      1.0E10   0.01062     0.002501   12.9    2.35499995E11   76.66     9.143     0.3255    1          0          -1         1         
  16282  189.0113678   62.1588173   0.8407   -1.0      0.8407   0.77    0.1057     0.01057    0.09431    5.9E-5    0.06396    7.5E-5    0.054      4.5E-4     0.03455    5.39E-4    0.1169    0.004725   0.08674     0.02628    1.077      0.3548     2.943      0.7847      5.25       1.43     7.272      2.112    5.58       3.912    1.0E-99     1.0E10   -99.0      1.0E10   0.006613    0.002625   7.117   8.7490003E10    8.175     1.149     0.09344   0          0          -1         1         
  16284  189.2026367   62.1589355   0.5177   -1.0      0.5177   0.48    0.03733    0.003733   0.03017    4.6E-5    0.02546    6.6E-5    0.02239    4.15E-4    0.03307    5.01E-4    0.1218    0.009796   0.1023      0.007152   3.576      0.3242     7.338      0.6755      6.414      1.601    6.381      2.985    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0167      0.0025     16.13   1.12699996E10   5.684     0.3523    0.5043    1          0          -1         1         
  16286  189.2786407   62.1589851   1.531    -1.0      1.531    1.49    0.01096    0.001096   0.02054    4.1E-5    0.02457    6.9E-5    0.01974    3.93E-4    0.02266    5.02E-4    0.1744    0.006894   0.1165      0.008862   2.778      0.3517     5.963      0.6638      7.954      1.882    5.77       2.309    -99.0      1.0E10   1.09        1.074    -99.0      1.0E10   0.0231      0.0046     12.97   5.7799999E10    63.83     12.3      1.104     1          0          -1         1         
  16289  189.1320343   62.1588249   0.7898   0.15      -1.0     0.78    0.01057    0.001057   0.01441    4.2E-5    0.01023    6.5E-5    0.009878   4.34E-4    0.00723    5.32E-4    0.06819   0.0049     0.04362     0.009431   0.7419     0.3205     3.02       0.7852      8.035      2.417    1.093      1.821    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003364    0.002525   5.617   1.659E8         6.647     3.191     40.06     1          0          0          1         
  16297  188.9710388   62.158268    2.869    0.0985    -1.0     2.64    0.003105   3.105E-4   0.006054   5.5E-5    0.009163   1.06E-4   0.01368    6.79E-4    0.01598    8.37E-4    0.1368    0.00574    -99.0       1.0E10     0.7188     0.4463     3.578      0.9542      5.965      2.129    11.16      3.713    14.02      2.399    2.225       1.193    0.9893     0.7554   0.0471      0.0066     8.537   2.19800003E10   319.0     37.37     14.52     0          0          1          1         
  16307  189.3608856   62.1585503   0.412    -1.0      0.412    0.38    0.04613    0.004613   -99.0      1.0E10    0.02846    3.93E-4   -99.0      1.0E10     0.05973    0.0022     0.1558    0.009746   -99.0       1.0E10     4.022      0.5388     4.589      1.268       9.054      2.358    12.91      4.854    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01017     0.002574   9.52    1.10099999E10   2.988     0.3139    0.2713    0          0          -1         1         
